"",BBK01.OUA366,BBK01.OUA366_FLAGS
"",Bills issued by foreign non-banks / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:30,
1999-01,1.121,
1999-02,1.108,
1999-03,1.134,
1999-04,1.184,
1999-05,1.176,
1999-06,1.166,
1999-07,1.160,
1999-08,1.166,
1999-09,1.184,
1999-10,1.134,
1999-11,1.209,
1999-12,1.218,
2000-01,1.162,
2000-02,1.151,
2000-03,1.221,
2000-04,1.298,
2000-05,1.276,
2000-06,1.238,
2000-07,1.243,
2000-08,1.233,
2000-09,1.194,
2000-10,1.210,
2000-11,1.197,
2000-12,1.166,
2001-01,1.082,
2001-02,1.060,
2001-03,1.076,
2001-04,1.027,
2001-05,0.989,
2001-06,0.971,
2001-07,0.903,
2001-08,0.893,
2001-09,0.878,
2001-10,0.843,
2001-11,0.828,
2001-12,0.822,
2002-01,0.776,
2002-02,0.712,
2002-03,0.722,
2002-04,0.670,
2002-05,0.650,
2002-06,0.643,
2002-07,0.626,
2002-08,0.624,
2002-09,0.603,
2002-10,0.611,
2002-11,0.629,
2002-12,0.668,
2003-01,0.572,
2003-02,0.578,
2003-03,0.564,
2003-04,0.541,
2003-05,0.589,
2003-06,0.612,
2003-07,0.581,
2003-08,0.529,
2003-09,0.578,
2003-10,0.523,
2003-11,0.533,
2003-12,0.572,
2004-01,0.535,
2004-02,0.489,
2004-03,0.527,
2004-04,0.503,
2004-05,0.503,
2004-06,0.530,
2004-07,0.583,
2004-08,0.570,
2004-09,0.561,
2004-10,0.594,
2004-11,0.599,
2004-12,0.644,
2005-01,0.597,
2005-02,0.559,
2005-03,0.545,
2005-04,0.550,
2005-05,0.481,
2005-06,0.492,
2005-07,0.507,
2005-08,0.475,
2005-09,0.428,
2005-10,0.415,
2005-11,0.413,
2005-12,0.481,
2006-01,0.417,
2006-02,0.401,
2006-03,0.390,
2006-04,0.370,
2006-05,0.385,
2006-06,0.423,
2006-07,0.387,
2006-08,0.379,
2006-09,0.432,
2006-10,0.422,
2006-11,0.396,
2006-12,0.524,
2007-01,0.519,
2007-02,0.499,
2007-03,0.500,
2007-04,0.497,
2007-05,0.469,
2007-06,0.493,
2007-07,0.478,
2007-08,0.468,
2007-09,0.458,
2007-10,0.464,
2007-11,0.417,
2007-12,0.399,
2008-01,0.375,
2008-02,0.346,
2008-03,0.334,
2008-04,0.319,
2008-05,0.333,
2008-06,0.337,
2008-07,0.303,
2008-08,0.304,
2008-09,0.311,
2008-10,0.306,
2008-11,0.317,
2008-12,0.348,
2009-01,0.333,
2009-02,0.304,
2009-03,0.304,
2009-04,0.281,
2009-05,0.264,
2009-06,0.272,
2009-07,0.265,
2009-08,0.265,
2009-09,0.269,
2009-10,0.264,
2009-11,0.246,
2009-12,0.248,
2010-01,0.238,
2010-02,0.226,
2010-03,0.222,
2010-04,0.228,
2010-05,0.236,
2010-06,0.218,
2010-07,0.211,
2010-08,0.201,
2010-09,0.202,
2010-10,0.187,
2010-11,0.184,
2010-12,0.197,
2011-01,0.196,
2011-02,0.194,
2011-03,0.183,
2011-04,0.175,
2011-05,0.179,
2011-06,0.183,
2011-07,0.180,
2011-08,0.169,
2011-09,0.170,
2011-10,0.163,
2011-11,0.161,
2011-12,0.183,
2012-01,0.172,
2012-02,0.168,
2012-03,0.176,
2012-04,0.163,
2012-05,0.139,
2012-06,0.139,
2012-07,0.134,
2012-08,0.139,
2012-09,0.148,
2012-10,0.149,
2012-11,0.148,
2012-12,0.160,
2013-01,0.144,
2013-02,0.131,
2013-03,0.123,
2013-04,0.125,
2013-05,0.120,
2013-06,0.123,
2013-07,0.114,
2013-08,0.115,
2013-09,0.117,
2013-10,0.120,
2013-11,0.126,
2013-12,0.138,
2014-01,0.136,
2014-02,0.141,
2014-03,0.140,
2014-04,0.157,
2014-05,0.164,
2014-06,0.165,
2014-07,0.154,
2014-08,0.167,
2014-09,0.178,
2014-10,0.168,
2014-11,0.168,
2014-12,0.188,Provisional value
