"",BBK01.OEAH77N,BBK01.OEAH77N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:39,
2002-01,1.558,
2002-04,1.550,
2002-07,1.496,
2002-10,1.518,
2003-01,1.666,
2003-04,1.596,
2003-07,1.680,
2003-10,1.543,
2004-01,1.559,
2004-04,1.499,
2004-07,1.174,
2004-10,1.162,
2005-01,1.268,
2005-04,1.283,
2005-07,1.310,
2005-10,1.370,
2006-01,1.382,
2006-04,1.451,
2006-07,1.468,
2006-10,1.500,
2007-01,1.597,
2007-04,1.588,
2007-07,1.581,
2007-10,1.534,
2008-01,1.522,
2008-04,1.738,
2008-07,1.964,
2008-10,1.889,
2009-01,1.966,
2009-04,1.990,
2009-07,1.955,
2009-10,1.997,
2010-01,4.405,
2010-04,6.199,
2010-07,6.398,
2010-10,6.382,
2011-01,6.395,
2011-04,6.235,
2011-07,6.504,
2011-10,6.640,
2012-01,6.759,
2012-04,6.539,
2012-07,6.547,
2012-10,6.296,
2013-01,6.449,
2013-04,6.403,
2013-07,5.600,
2013-10,5.504,
2014-01,5.394,
2014-04,5.194,
2014-07,4.652,
