"",BBK01.RJ2422,BBK01.RJ2422_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2014-04-30 10:22:37,
1989,.,No value available
1990,.,No value available
1991,0.5,
1992,1.7,
1993,2.6,
1994,3.7,
1995,5.4,
1996,7.9,
1997,10.6,
1998,13.4,
1999,16.2,
2000,24.1,
2001,29.1,
2002,32.4,
2003,31.7,
2004,35.7,
2005,43.1,
2006,51.0,
2007,56.9,
2008,59.4,
2009,54.9,
2010,61.7,
2011,65.9,
2012,69.4,
