"",BBK01.CEF450,BBK01.CEF450_FLAGS
"",Loans                                                           debtor:  OFI                    creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:55,
1999-01,132.6,
1999-04,149.0,
1999-07,131.5,
1999-10,136.5,
2000-01,189.0,
2000-04,212.3,
2000-07,210.7,
2000-10,263.7,
2001-01,290.4,
2001-04,290.9,
2001-07,310.3,
2001-10,308.0,
2002-01,306.3,
2002-04,324.6,
2002-07,330.5,
2002-10,342.1,
2003-01,355.2,
2003-04,355.5,
2003-07,363.7,
2003-10,338.5,
2004-01,323.9,
2004-04,321.6,
2004-07,323.9,
2004-10,309.8,
2005-01,315.1,
2005-04,322.3,
2005-07,344.6,
2005-10,345.2,
2006-01,383.7,
2006-04,404.7,
2006-07,418.6,
2006-10,401.3,
2007-01,428.5,
2007-04,448.4,
2007-07,463.7,
2007-10,443.0,
2008-01,494.6,
2008-04,512.0,
2008-07,515.4,
2008-10,543.7,
2009-01,561.7,
2009-04,572.8,
2009-07,567.0,
2009-10,601.4,
2010-01,583.7,
2010-04,635.4,
2010-07,637.5,
2010-10,651.8,
2011-01,655.8,
2011-04,698.6,
2011-07,764.8,
2011-10,736.5,
2012-01,771.8,
2012-04,815.3,
2012-07,804.2,
2012-10,784.2,
2013-01,820.8,
2013-04,873.4,
2013-07,635.5,
2013-10,591.6,
2014-01,614.3,
2014-04,625.2,
2014-07,632.5,
