"",BBK01.QUV478,BBK01.QUV478_FLAGS
"",Banks in Germany: Claims on non-residents / Countries in Europe / US dollar,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:08:33,
2001-12,109.010,
2002-01,107.472,
2002-02,108.322,
2002-03,112.923,
2002-04,109.282,
2002-05,108.760,
2002-06,103.174,
2002-07,100.490,
2002-08,100.578,
2002-09,98.985,
2002-10,100.091,
2002-11,109.850,
2002-12,107.093,
2003-01,107.144,
2003-02,104.356,
2003-03,103.353,
2003-04,101.999,
2003-05,99.815,
2003-06,106.944,
2003-07,108.594,
2003-08,105.024,
2003-09,102.416,
2003-10,101.409,
2003-11,96.950,
2003-12,96.787,
2004-01,106.262,
2004-02,104.955,
2004-03,112.355,
2004-04,122.684,
2004-05,113.487,
2004-06,118.293,
2004-07,117.853,
2004-08,118.344,
2004-09,123.235,
2004-10,124.959,
2004-11,126.433,
2004-12,127.577,
2005-01,136.636,
2005-02,126.462,
2005-03,139.165,
2005-04,135.468,
2005-05,142.901,
2005-06,137.177,
2005-07,141.260,
2005-08,132.709,
2005-09,137.142,
2005-10,131.456,
2005-11,136.653,
2005-12,136.403,
2006-01,139.390,
2006-02,150.700,
2006-03,151.281,
2006-04,142.889,
2006-05,133.368,
2006-06,146.329,
2006-07,144.883,
2006-08,145.330,
2006-09,150.351,
2006-10,152.561,
2006-11,155.893,
2006-12,166.797,
2007-01,166.824,
2007-02,168.573,
2007-03,164.744,
2007-04,164.744,
2007-05,164.502,
2007-06,183.214,
2007-07,164.271,
2007-08,175.487,
2007-09,186.234,
2007-10,180.166,
2007-11,177.613,
2007-12,183.461,
2008-01,186.616,
2008-02,184.623,
2008-03,195.103,
2008-04,194.966,
2008-05,197.733,
2008-06,207.474,
2008-07,214.293,
2008-08,229.948,
2008-09,250.107,
2008-10,291.308,
2008-11,268.397,
2008-12,243.604,
2009-01,248.092,
2009-02,243.246,
2009-03,229.917,
2009-04,224.776,
2009-05,205.487,
2009-06,202.578,
2009-07,196.450,
2009-08,191.589,
2009-09,183.490,
2009-10,174.185,
2009-11,169.193,
2009-12,168.303,
2010-01,168.212,
2010-02,169.074,
2010-03,169.334,
2010-04,171.733,
2010-05,173.429,
2010-06,168.257,
2010-07,159.548,
2010-08,166.438,
2010-09,154.545,
2010-10,143.469,
2010-11,144.552,
2010-12,140.253,
2011-01,135.385,
2011-02,138.537,
2011-03,132.168,
2011-04,128.537,
2011-05,132.620,
2011-06,131.179,
2011-07,133.380,
2011-08,135.855,
2011-09,140.293,
2011-10,132.342,
2011-11,132.999,
2011-12,139.654,
2012-01,134.997,
2012-02,129.911,
2012-03,126.061,
2012-04,129.418,
2012-05,137.697,
2012-06,132.092,
2012-07,130.334,
2012-08,125.551,
2012-09,134.703,
2012-10,133.924,
2012-11,131.033,
2012-12,122.061,
2013-01,116.647,
2013-02,119.320,
2013-03,120.443,
2013-04,121.464,
2013-05,123.087,
2013-06,130.125,
2013-07,115.398,
2013-08,121.829,
2013-09,121.937,
2013-10,115.420,
2013-11,115.997,
2013-12,112.560,
2014-01,122.923,
2014-02,120.178,
2014-03,129.624,
2014-04,122.517,
2014-05,122.746,
2014-06,122.364,
2014-07,129.925,
2014-08,128.090,
2014-09,134.087,
2014-10,137.181,
2014-11,133.907,
2014-12,128.680,
