"",BBK01.OUG382,BBK01.OUG382_FLAGS
"",Securities (excluding money market paper) issued by foreign general government / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:01:05,
1999-01,14.782,
1999-02,15.266,
1999-03,15.558,
1999-04,15.937,
1999-05,16.946,
1999-06,17.298,
1999-07,18.230,
1999-08,17.939,
1999-09,17.951,
1999-10,18.555,
1999-11,18.708,
1999-12,18.767,
2000-01,19.344,
2000-02,19.352,
2000-03,20.269,
2000-04,20.305,
2000-05,20.460,
2000-06,20.395,
2000-07,20.246,
2000-08,20.176,
2000-09,20.412,
2000-10,20.664,
2000-11,21.126,
2000-12,20.158,
2001-01,20.411,
2001-02,20.596,
2001-03,20.579,
2001-04,20.754,
2001-05,21.602,
2001-06,21.047,
2001-07,20.803,
2001-08,20.843,
2001-09,20.988,
2001-10,21.243,
2001-11,19.504,
2001-12,20.923,
2002-01,20.919,
2002-02,20.952,
2002-03,21.134,
2002-04,21.200,
2002-05,21.118,
2002-06,20.715,
2002-07,20.960,
2002-08,18.581,
2002-09,17.380,
2002-10,19.660,
2002-11,19.924,
2002-12,19.579,
2003-01,18.751,
2003-02,18.693,
2003-03,18.083,
2003-04,18.141,
2003-05,19.783,
2003-06,20.786,
2003-07,21.599,
2003-08,22.613,
2003-09,22.497,
2003-10,22.381,
2003-11,23.160,
2003-12,23.777,
2004-01,26.052,
2004-02,24.978,
2004-03,26.418,
2004-04,27.279,
2004-05,27.439,
2004-06,27.485,
2004-07,25.633,
2004-08,25.838,
2004-09,25.869,
2004-10,27.115,
2004-11,26.454,
2004-12,15.138,
2005-01,15.863,
2005-02,16.845,
2005-03,16.284,
2005-04,16.358,
2005-05,14.575,
2005-06,15.936,
2005-07,16.831,
2005-08,16.921,
2005-09,16.698,
2005-10,15.339,
2005-11,16.603,
2005-12,16.916,
2006-01,17.625,
2006-02,17.166,
2006-03,16.674,
2006-04,17.088,
2006-05,17.309,
2006-06,19.283,
2006-07,18.085,
2006-08,16.928,
2006-09,16.401,
2006-10,17.350,
2006-11,17.233,
2006-12,16.575,
2007-01,18.528,
2007-02,18.224,
2007-03,16.729,
2007-04,16.137,
2007-05,15.239,
2007-06,15.381,
2007-07,14.184,
2007-08,13.430,
2007-09,13.175,
2007-10,13.036,
2007-11,12.349,
2007-12,12.331,
2008-01,12.500,
2008-02,12.061,
2008-03,11.237,
2008-04,10.748,
2008-05,10.584,
2008-06,11.334,
2008-07,11.581,
2008-08,11.210,
2008-09,10.475,
2008-10,10.859,
2008-11,11.851,
2008-12,10.867,
2009-01,10.768,
2009-02,10.790,
2009-03,10.486,
2009-04,10.753,
2009-05,11.852,
2009-06,11.669,
2009-07,11.539,
2009-08,11.619,
2009-09,11.610,
2009-10,11.318,
2009-11,11.215,
2009-12,11.236,
2010-01,11.097,
2010-02,11.201,
2010-03,11.754,
2010-04,11.632,
2010-05,8.954,
2010-06,8.829,
2010-07,8.150,
2010-08,7.734,
2010-09,8.103,
2010-10,7.935,
2010-11,7.837,
2010-12,8.176,
2011-01,9.206,
2011-02,9.700,
2011-03,9.546,
2011-04,9.526,
2011-05,9.749,
2011-06,9.797,
2011-07,9.248,
2011-08,9.238,
2011-09,9.508,
2011-10,9.441,
2011-11,9.459,
2011-12,9.915,
2012-01,9.255,
2012-02,9.643,
2012-03,9.612,
2012-04,9.704,
2012-05,10.205,
2012-06,9.969,
2012-07,9.385,
2012-08,9.322,
2012-09,9.352,
2012-10,8.921,
2012-11,8.732,
2012-12,8.613,
2013-01,8.578,
2013-02,8.675,
2013-03,8.218,
2013-04,8.298,
2013-05,8.450,
2013-06,8.555,
2013-07,8.413,
2013-08,8.626,
2013-09,9.126,
2013-10,9.171,
2013-11,8.726,
2013-12,8.678,
2014-01,8.143,
2014-02,7.962,
2014-03,8.329,
2014-04,8.406,
2014-05,8.778,
2014-06,9.797,
2014-07,9.665,
2014-08,9.983,
2014-09,9.922,
2014-10,10.181,
2014-11,10.707,
2014-12,10.860,Provisional value
