"",BBK01.QUW903,BBK01.QUW903_FLAGS
"",Foreign subsidiaries in Luxembourg: Short-term loans and advances to foreign banks / In the country of domicile of the subsidiary / All currenc.,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:13:13,
2001-12,18.178,
2002-01,18.990,
2002-02,19.774,
2002-03,20.140,
2002-04,18.837,
2002-05,19.167,
2002-06,27.074,
2002-07,12.086,
2002-08,14.835,
2002-09,12.213,
2002-10,12.678,
2002-11,12.514,
2002-12,11.546,
2003-01,11.234,
2003-02,13.379,
2003-03,12.298,
2003-04,12.100,
2003-05,11.783,
2003-06,11.042,
2003-07,11.393,
2003-08,11.502,
2003-09,11.452,
2003-10,10.535,
2003-11,10.508,
2003-12,11.661,
2004-01,11.330,
2004-02,13.010,
2004-03,14.088,
2004-04,16.030,
2004-05,13.726,
2004-06,14.789,
2004-07,15.166,
2004-08,13.541,
2004-09,14.084,
2004-10,14.159,
2004-11,14.301,
2004-12,12.832,
2005-01,13.458,
2005-02,15.457,
2005-03,15.664,
2005-04,15.618,
2005-05,12.367,
2005-06,12.970,
2005-07,13.433,
2005-08,15.000,
2005-09,15.368,
2005-10,17.271,
2005-11,16.931,
2005-12,18.522,
2006-01,20.374,
2006-02,22.396,
2006-03,20.403,
2006-04,18.958,
2006-05,14.871,
2006-06,12.206,
2006-07,13.327,
2006-08,12.726,
2006-09,11.231,
2006-10,13.141,
2006-11,15.217,
2006-12,14.815,
2007-01,16.178,
2007-02,17.687,
2007-03,16.940,
2007-04,19.104,
2007-05,19.642,
2007-06,17.210,
2007-07,18.735,
2007-08,17.707,
2007-09,16.492,
2007-10,18.734,
2007-11,23.880,
2007-12,17.769,
2008-01,16.078,
2008-02,16.290,
2008-03,18.446,
2008-04,18.480,
2008-05,15.599,
2008-06,17.580,
2008-07,20.490,
2008-08,20.561,
2008-09,20.724,
2008-10,23.379,
2008-11,20.567,
2008-12,26.320,
2009-01,20.820,
2009-02,20.689,
2009-03,21.949,
2009-04,20.687,
2009-05,17.504,
2009-06,17.835,
2009-07,18.947,
2009-08,18.781,
2009-09,25.431,
2009-10,19.515,
2009-11,19.604,
2009-12,19.018,
2010-01,17.453,
2010-02,17.496,
2010-03,18.678,
2010-04,18.388,
2010-05,18.315,
2010-06,16.909,
2010-07,19.741,
2010-08,19.557,
2010-09,16.852,
2010-10,16.890,
2010-11,19.158,
2010-12,16.092,
2011-01,15.517,
2011-02,15.643,
2011-03,17.338,
2011-04,14.345,
2011-05,13.708,
2011-06,12.476,
2011-07,11.360,
2011-08,15.549,
2011-09,12.731,
2011-10,11.743,
2011-11,11.895,
2011-12,14.708,
2012-01,13.259,
2012-02,13.112,
2012-03,14.834,
2012-04,14.762,
2012-05,14.735,
2012-06,12.735,
2012-07,12.277,
2012-08,11.593,
2012-09,11.094,
2012-10,10.165,
2012-11,10.366,
2012-12,10.879,
2013-01,9.412,
2013-02,9.053,
2013-03,9.403,
2013-04,8.468,
2013-05,7.636,
2013-06,8.165,
2013-07,7.687,
2013-08,6.747,
2013-09,6.528,
2013-10,7.134,
2013-11,6.762,
2013-12,6.729,
2014-01,6.991,
2014-02,6.997,
2014-03,8.190,
2014-04,8.887,
2014-05,8.856,
2014-06,8.196,
2014-07,8.603,
2014-08,8.704,
2014-09,8.736,
2014-10,8.442,
2014-11,7.786,
