"",BBK01.EU8125,BBK01.EU8125_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Drawing rights in the reserve tranche,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:27,
1998-12,6224.954,comment
1999-01,6221.507,
1999-02,6341.299,
1999-03,7095.654,
1999-04,7219.418,
1999-05,6917.645,
1999-06,6781.709,
1999-07,6726.487,
1999-08,6441.626,
1999-09,6315.746,
1999-10,6250.815,
1999-11,6184.503,
1999-12,6383.454,
2000-01,6356.601,
2000-02,6338.906,
2000-03,6715.431,
2000-04,5812.529,
2000-05,5772.846,
2000-06,5688.332,
2000-07,5498.701,
2000-08,5498.760,
2000-09,5789.653,
2000-10,5713.420,
2000-11,5595.734,
2000-12,5867.751,
2001-01,5995.967,
2001-02,5706.479,
2001-03,5788.116,
2001-04,5687.716,
2001-05,5900.892,
2001-06,6139.411,
2001-07,6009.174,
2001-08,5791.460,
2001-09,7011.832,
2001-10,6671.245,
2001-11,6715.565,
2001-12,6689.275,
2002-01,6854.528,
2002-02,6841.891,
2002-03,6815.526,
2002-04,6254.537,
2002-05,6110.687,
2002-06,6979.967,
2002-07,7004.054,
2002-08,6866.794,
2002-09,6830.957,
2002-10,6678.182,
2002-11,6599.808,
2002-12,6384.073,
2003-01,6225.426,
2003-02,6219.165,
2003-03,6619.840,
2003-04,6527.249,
2003-05,6305.754,
2003-06,6693.653,
2003-07,6685.960,
2003-08,6915.529,
2003-09,6871.303,
2003-10,6909.777,
2003-11,6753.161,
2003-12,6069.214,
2004-01,6162.931,
2004-02,6155.233,
2004-03,6003.998,
2004-04,6268.345,
2004-05,6073.169,
2004-06,5788.497,
2004-07,5786.599,
2004-08,5776.894,
2004-09,5411.710,
2004-10,5320.776,
2004-11,5151.695,
2004-12,5036.020,
2005-01,5086.559,
2005-02,4979.193,
2005-03,4593.401,
2005-04,4539.507,
2005-05,4724.929,
2005-06,4229.215,
2005-07,3413.970,
2005-08,3403.264,
2005-09,3398.195,
2005-10,3384.376,
2005-11,3405.596,
2005-12,2948.000,
2006-01,2898.552,
2006-02,2208.647,
2006-03,2157.633,
2006-04,2111.446,
2006-05,1785.162,
2006-06,2078.049,
2006-07,1918.535,
2006-08,1945.146,
2006-09,1882.249,
2006-10,1539.075,
2006-11,1508.207,
2006-12,1485.800,
2007-01,1460.839,
2007-02,1200.569,
2007-03,1097.348,
2007-04,1069.771,
2007-05,1149.164,
2007-06,1147.042,
2007-07,1081.849,
2007-08,1071.250,
2007-09,1035.388,
2007-10,994.044,
2007-11,951.896,
2007-12,949.010,
2008-01,930.034,
2008-02,919.113,
2008-03,866.292,
2008-04,869.964,
2008-05,1037.827,
2008-06,1028.422,
2008-07,997.875,
2008-08,1023.939,
2008-09,1075.635,
2008-10,1114.282,
2008-11,1808.207,
2008-12,1708.789,
2009-01,1800.533,
2009-02,1795.081,
2009-03,1858.733,
2009-04,1868.968,
2009-05,3026.824,
2009-06,3029.155,
2009-07,3231.303,
2009-08,3140.816,
2009-09,3095.006,
2009-10,3414.320,
2009-11,2663.508,
2009-12,2705.243,
2010-01,2791.281,
2010-02,3564.740,
2010-03,3449.729,
2010-04,3460.367,
2010-05,4345.739,
2010-06,4358.370,
2010-07,4301.928,
2010-08,4293.249,
2010-09,4292.766,
2010-10,4150.427,
2010-11,4090.149,
2010-12,4635.902,
2011-01,4763.843,
2011-02,4670.216,
2011-03,6081.933,
2011-04,4272.845,
2011-05,4358.943,
2011-06,4335.340,
2011-07,4392.518,
2011-08,4363.223,
2011-09,4646.386,
2011-10,4551.038,
2011-11,4645.899,
2011-12,5039.216,
2012-01,4998.745,
2012-02,5310.081,
2012-03,5146.527,
2012-04,5355.611,
2012-05,5557.737,
2012-06,5591.697,
2012-07,5694.802,
2012-08,5911.639,
2012-09,5949.530,
2012-10,5807.996,
2012-11,5460.470,
2012-12,5222.828,
2013-01,5143.263,
2013-02,5027.793,
2013-03,5151.641,
2013-04,5083.826,
2013-05,5075.418,
2013-06,4954.204,
2013-07,4908.353,
2013-08,4708.246,
2013-09,4670.881,
2013-10,4305.404,
2013-11,4212.724,
2013-12,4264.586,
2014-01,4328.761,
2014-02,4104.275,
2014-03,4088.616,
2014-04,4077.654,
2014-05,4119.929,
2014-06,3789.443,
2014-07,3831.397,
2014-08,3651.196,
2014-09,3784.151,
2014-10,3792.085,
2014-11,3705.033,
2014-12,2843.858,
2015-01,2974.224,
