"",BBK01.CEB502,BBK01.CEB502_FLAGS
"",Shares and other equity debtor: All sectors                    creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:32,
1991-01,169.3,
1991-04,177.5,
1991-07,174.8,
1991-10,225.3,
1992-01,199.0,
1992-04,196.4,
1992-07,181.4,
1992-10,253.5,
1993-01,221.7,
1993-04,223.5,
1993-07,256.7,
1993-10,371.9,
1994-01,364.0,
1994-04,362.4,
1994-07,364.7,
1994-10,382.7,
1995-01,371.3,
1995-04,397.5,
1995-07,414.4,
1995-10,453.0,
1996-01,485.5,
1996-04,506.6,
1996-07,528.0,
1996-10,572.9,
1997-01,663.7,
1997-04,729.8,
1997-07,790.9,
1997-10,824.0,
1998-01,954.5,
1998-04,1041.2,
1998-07,932.6,
1998-10,1034.5,
1999-01,1073.4,
1999-04,1122.8,
1999-07,1099.6,
1999-10,1415.5,
2000-01,1511.1,
2000-04,1484.3,
2000-07,1514.1,
2000-10,1427.0,
2001-01,1377.1,
2001-04,1391.0,
2001-07,1222.6,
2001-10,1352.8,
2002-01,1398.0,
2002-04,1288.4,
2002-07,1119.6,
2002-10,1108.1,
2003-01,1046.9,
2003-04,1149.7,
2003-07,1165.8,
2003-10,1179.1,
2004-01,1203.2,
2004-04,1201.7,
2004-07,1182.1,
2004-10,1236.1,
2005-01,1277.3,
2005-04,1330.4,
2005-07,1407.3,
2005-10,1487.4,
2006-01,1436.3,
2006-04,1411.9,
2006-07,1486.9,
2006-10,1570.0,
2007-01,1539.5,
2007-04,1561.6,
2007-07,1536.3,
2007-10,1538.9,
2008-01,1465.2,
2008-04,1422.3,
2008-07,1389.7,
2008-10,1278.2,
2009-01,1252.5,
2009-04,1290.4,
2009-07,1342.0,
2009-10,1399.1,
2010-01,1443.3,
2010-04,1447.9,
2010-07,1493.0,
2010-10,1554.7,
2011-01,1575.6,
2011-04,1593.1,
2011-07,1506.3,
2011-10,1546.4,
2012-01,1630.1,
2012-04,1602.2,
2012-07,1688.2,
2012-10,1777.1,
2013-01,1840.0,
2013-04,1833.1,
2013-07,1900.2,
2013-10,1934.5,
2014-01,1985.2,
