"",BBK01.OUZ079,BBK01.OUZ079_FLAGS
"","Provisions for liabilities and charges, Big banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:40,
1999-01,25.370,
1999-02,36.138,
1999-03,32.021,
1999-04,32.533,
1999-05,32.690,
1999-06,21.113,
1999-07,21.163,
1999-08,18.586,
1999-09,17.483,
1999-10,17.594,
1999-11,19.094,
1999-12,20.321,
2000-01,21.928,
2000-02,19.644,
2000-03,19.550,
2000-04,21.281,
2000-05,19.400,
2000-06,19.468,
2000-07,20.672,
2000-08,22.200,
2000-09,20.944,
2000-10,20.518,
2000-11,20.941,
2000-12,19.722,
2001-01,22.785,
2001-02,18.911,
2001-03,18.210,
2001-04,18.614,
2001-05,17.790,
2001-06,18.146,
2001-07,18.403,
2001-08,17.733,
2001-09,18.580,
2001-10,19.630,
2001-11,19.330,
2001-12,21.449,
2002-01,22.483,
2002-02,22.030,
2002-03,21.746,
2002-04,21.113,
2002-05,20.460,
2002-06,20.690,
2002-07,20.822,
2002-08,20.588,
2002-09,21.835,
2002-10,21.310,
2002-11,21.816,
2002-12,21.724,
2003-01,21.429,
2003-02,21.025,
2003-03,20.593,
2003-04,20.177,
2003-05,20.311,
2003-06,20.722,
2003-07,22.410,
2003-08,20.908,
2003-09,20.865,
2003-10,20.624,
2003-11,19.571,
2003-12,21.634,
2004-01,24.191,
2004-02,22.467,
2004-03,20.890,
2004-04,20.123,
2004-05,20.356,
2004-06,20.599,
2004-07,20.603,
2004-08,20.452,
2004-09,20.404,
2004-10,20.210,
2004-11,20.183,
2004-12,21.050,
2005-01,21.688,
2005-02,21.224,
2005-03,20.976,
2005-04,20.692,
2005-05,20.880,
2005-06,21.531,
2005-07,21.031,
2005-08,21.196,
2005-09,21.544,
2005-10,22.228,
2005-11,22.528,
2005-12,21.918,
2006-01,23.109,
2006-02,21.373,
2006-03,21.321,
2006-04,21.463,
2006-05,21.361,
2006-06,22.135,
2006-07,22.588,
2006-08,22.634,
2006-09,22.739,
2006-10,23.039,
2006-11,23.388,
2006-12,23.564,
2007-01,23.933,
2007-02,21.710,
2007-03,22.464,
2007-04,22.074,
2007-05,22.451,
2007-06,24.386,
2007-07,24.947,
2007-08,24.297,
2007-09,23.914,
2007-10,22.495,
2007-11,23.173,
2007-12,24.433,
2008-01,24.202,
2008-02,22.557,
2008-03,22.186,
2008-04,21.277,
2008-05,22.692,
2008-06,22.291,
2008-07,20.823,
2008-08,20.545,
2008-09,21.320,
2008-10,21.219,
2008-11,22.612,
2008-12,22.773,
2009-01,21.854,
2009-02,21.438,
2009-03,20.273,
2009-04,20.434,
2009-05,20.568,
2009-06,21.468,
2009-07,21.042,
2009-08,21.215,
2009-09,21.028,
2009-10,23.708,
2009-11,23.782,
2009-12,21.372,
2010-01,23.029,
2010-02,18.472,
2010-03,19.449,
2010-04,18.002,
2010-05,18.252,
2010-06,18.813,
2010-07,18.484,
2010-08,17.708,
2010-09,18.375,
2010-10,18.795,
2010-11,18.494,
2010-12,15.305,
2011-01,15.205,
2011-02,14.647,
2011-03,13.883,
2011-04,14.424,
2011-05,14.670,
2011-06,14.195,
2011-07,14.504,
2011-08,14.403,
2011-09,14.595,
2011-10,14.724,
2011-11,14.772,
2011-12,14.024,
2012-01,13.861,
2012-02,12.702,
2012-03,12.617,
2012-04,13.204,
2012-05,13.060,
2012-06,12.850,
2012-07,12.614,
2012-08,12.608,
2012-09,12.806,
2012-10,12.679,
2012-11,12.237,
2012-12,12.246,
2013-01,13.548,
2013-02,12.332,
2013-03,12.975,
2013-04,12.165,
2013-05,12.548,
2013-06,12.864,
2013-07,13.268,
2013-08,13.157,
2013-09,13.449,
2013-10,13.461,
2013-11,13.285,
2013-12,14.069,
2014-01,13.510,
2014-02,11.772,
2014-03,11.369,
2014-04,11.436,
2014-05,11.699,
2014-06,11.565,
2014-07,12.262,
2014-08,12.148,
2014-09,13.103,
2014-10,13.375,
2014-11,13.112,
