"",BBK01.SU0504,BBK01.SU0504_FLAGS
"",Lending rates of banks / Personal credit lines (overdraft facilities granted to individuals) / Lowest rate of spread,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:28:53,
1996-11,10.25,
1996-12,10.25,
1997-01,9.75,
1997-02,9.75,
1997-03,9.75,
1997-04,9.75,
1997-05,9.75,
1997-06,9.75,
1997-07,9.75,
1997-08,9.75,
1997-09,9.75,
1997-10,9.75,
1997-11,9.75,
1997-12,9.75,
1998-01,9.75,
1998-02,9.75,
1998-03,9.75,
1998-04,9.75,
1998-05,9.75,
1998-06,9.75,
1998-07,9.75,
1998-08,9.75,
1998-09,9.75,
1998-10,9.75,
1998-11,9.75,
1998-12,9.75,
1999-01,9.75,
1999-02,9.75,
1999-03,9.75,
1999-04,9.75,
1999-05,9.75,
1999-06,9.75,
1999-07,9.75,
1999-08,9.75,
1999-09,9.75,
1999-10,9.75,
1999-11,9.75,
1999-12,10.25,
2000-01,10.25,
2000-02,10.25,
2000-03,10.25,
2000-04,10.50,
2000-05,10.50,
2000-06,10.75,
2000-07,10.75,
2000-08,10.75,
2000-09,11.00,
2000-10,11.00,
2000-11,11.25,
2000-12,11.25,
2001-01,11.00,
2001-02,10.75,
2001-03,11.25,
2001-04,11.25,
2001-05,11.50,
2001-06,11.50,
2001-07,11.25,
2001-08,11.25,
2001-09,11.25,
2001-10,11.25,
2001-11,11.25,
2001-12,11.00,
2002-01,11.25,
2002-02,11.00,
2002-03,11.00,
2002-04,10.51,
2002-05,11.00,
2002-06,11.20,
2002-07,11.00,
2002-08,10.50,
2002-09,10.75,
2002-10,11.00,
2002-11,11.00,
2002-12,11.20,
2003-01,11.00,
2003-02,10.75,
2003-03,10.50,
2003-04,10.75,
2003-05,10.75,
2003-06,10.75,
"",General: The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range.,
