"",BBK01.OU7659,BBK01.OU7659_FLAGS
"",Lending to non-banks (non-MFIs) / Loans for more than including 1 year / Banks majority-owned by foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:16:02,
1985-12,6.878,
1986-01,6.891,
1986-02,6.854,
1986-03,6.893,
1986-04,6.876,
1986-05,7.154,
1986-06,7.171,
1986-07,7.235,
1986-08,7.246,
1986-09,7.369,
1986-10,7.523,
1986-11,7.658,
1986-12,7.929,
1987-01,7.854,
1987-02,7.909,
1987-03,8.089,
1987-04,8.147,
1987-05,8.308,
1987-06,8.506,
1987-07,8.911,
1987-08,9.037,
1987-09,9.063,
1987-10,9.045,
1987-11,9.236,
1987-12,9.478,
1988-01,9.390,
1988-02,9.424,
1988-03,9.421,
1988-04,9.666,
1988-05,9.731,
1988-06,9.918,
1988-07,10.067,
1988-08,10.265,
1988-09,10.347,
1988-10,10.559,
1988-11,10.754,
1988-12,10.870,
1989-01,10.752,
1989-02,10.825,
1989-03,10.800,
1989-04,10.899,
1989-05,10.983,
1989-06,11.061,
1989-07,11.109,
1989-08,11.219,
1989-09,11.274,
1989-10,11.266,
1989-11,11.399,
1989-12,11.471,
1990-01,11.803,
1990-02,11.865,
1990-03,11.821,
1990-04,12.485,
1990-05,12.702,
1990-06,12.831,
1990-07,12.954,
1990-08,13.434,
1990-09,13.419,
1990-10,13.420,
1990-11,13.331,
1990-12,13.262,
1991-01,13.335,
1991-02,13.583,
1991-03,13.768,
1991-04,14.013,
1991-05,14.202,
1991-06,14.324,
1991-07,14.507,
1991-08,14.573,
1991-09,14.616,
1991-10,14.684,
1991-11,14.859,
1991-12,14.808,
1992-01,14.849,
1992-02,14.849,
1992-03,14.983,
1992-04,15.359,
1992-05,15.513,
1992-06,15.237,
1992-07,15.527,
1992-08,15.527,
1992-09,15.749,
1992-10,15.862,
1992-11,15.798,
1992-12,23.411,
1993-01,23.274,
1993-02,23.060,
1993-03,22.538,
1993-04,22.667,
1993-05,22.797,
1993-06,22.832,
1993-07,23.065,
1993-08,23.352,
1993-09,23.549,
1993-10,23.419,
1993-11,23.435,
1993-12,23.920,
1994-01,23.662,
1994-02,23.622,
1994-03,26.695,
1994-04,26.723,
1994-05,26.810,
1994-06,27.044,
1994-07,31.659,
1994-08,31.928,
1994-09,32.130,
1994-10,32.402,
1994-11,32.661,
1994-12,32.879,
