"",BBEX3.A.IDR.USD.CA.AA.A04,BBEX3.A.IDR.USD.CA.AA.A04_FLAGS
"",Exchange rates for the US dollar in Indonesia / USD 1 = IDR ... (buying),
unit,IDR (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-19 15:14:24,
1971,392.92,
1972,414.50,
1973,414.50,
1974,414.50,
1975,414.50,
1976,414.50,
1977,414.50,
1978,449.00,
1979,623.77,
1980,625.46,
1981,630.88,
1982,662.23,
1983,931.31,
1984,1027.92,
1985,1110.58,
1986,1297.33,
1987,1641.67,
1988,1686.58,
1989,1769.50,
1990,1845.58,
1991,1951.17,
1992,2028.92,
1993,2083.83,
1994,2152.50,
1995,2233.75,
1996,2324.42,
1997,2979.92,
1998,9881.58,comment
1999,7831.21,
2000,8415.46,
2001,10190.92,
2002,9254.88,
2003,8528.71,
2004,8915.13,
2005,9655.96,
2006,9108.00,
2007,9111.63,
2008,9667.50,
2009,10317.13,
2010,9030.50,
2011,8733.04,
2012,9359.88,
2013,10446.04,
2014,11817.54,
"","Source: Bank Indonesia, Jakarta.",
"","Methodology: Until 1997, calculated on the basis of month-end rates,  from 1998 on the basis of mid-month and month-end rates.",
"",Comment on 1998: In 1997/1998 financial crises in some south-east Asian countries.,
