"",BBK01.OUG049,BBK01.OUG049_FLAGS
"",Deposits and borrowing from other domestic households / Time deposits / Total / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:43,
1968-12,0.019,
1969-01,0.018,
1969-02,0.018,
1969-03,0.018,
1969-04,0.020,
1969-05,0.022,
1969-06,0.020,
1969-07,0.019,
1969-08,0.019,
1969-09,0.020,
1969-10,0.019,
1969-11,0.020,
1969-12,0.019,
1970-01,0.019,
1970-02,0.018,
1970-03,0.017,
1970-04,0.018,
1970-05,0.018,
1970-06,0.019,
1970-07,0.019,
1970-08,0.017,
1970-09,0.017,
1970-10,0.018,
1970-11,0.018,
1970-12,0.017,
1971-01,0.015,
1971-02,0.017,
1971-03,0.019,
1971-04,0.017,
1971-05,0.018,
1971-06,0.018,
1971-07,0.020,
1971-08,0.021,
1971-09,0.019,
1971-10,0.019,
1971-11,0.019,
1971-12,0.019,
1972-01,0.021,
1972-02,0.021,
1972-03,0.020,
1972-04,0.020,
1972-05,0.020,
1972-06,0.019,
1972-07,0.022,
1972-08,0.027,
1972-09,0.024,
1972-10,0.019,
1972-11,0.021,
1972-12,0.051,
1973-01,0.030,
1973-02,0.030,
1973-03,0.031,
1973-04,0.033,
1973-05,0.035,
1973-06,0.035,
1973-07,0.039,
1973-08,0.042,
1973-09,0.045,
1973-10,0.047,
1973-11,0.049,
1973-12,0.051,
1974-01,0.055,
1974-02,0.059,
1974-03,0.055,
1974-04,0.057,
1974-05,0.066,
1974-06,0.060,
1974-07,0.062,
1974-08,0.067,
1974-09,0.062,
1974-10,0.068,
1974-11,0.060,
1974-12,0.059,
1975-01,0.059,
1975-02,0.054,
1975-03,0.051,
1975-04,0.048,
1975-05,0.050,
1975-06,0.047,
1975-07,0.045,
1975-08,0.042,
1975-09,0.038,
1975-10,0.037,
1975-11,0.034,
1975-12,0.031,
1976-01,0.034,
1976-02,0.034,
1976-03,0.034,
1976-04,0.033,
1976-05,0.032,
1976-06,0.033,
1976-07,0.034,
1976-08,0.032,
1976-09,0.030,
1976-10,0.032,
1976-11,0.032,
1976-12,0.034,
1977-01,0.033,
1977-02,0.033,
1977-03,0.032,
1977-04,0.032,
1977-05,0.033,
1977-06,0.034,
1977-07,0.035,
1977-08,0.036,
1977-09,0.038,
1977-10,0.039,
1977-11,0.039,
1977-12,0.038,
1978-01,0.047,
1978-02,0.038,
1978-03,0.046,
1978-04,0.043,
1978-05,0.064,
1978-06,0.044,
1978-07,0.044,
1978-08,0.044,
1978-09,0.042,
1978-10,0.042,
1978-11,0.043,
1978-12,0.047,
1979-01,0.043,
1979-02,0.038,
1979-03,0.037,
1979-04,0.043,
1979-05,0.046,
1979-06,0.049,
1979-07,0.051,
1979-08,0.053,
1979-09,0.054,
1979-10,0.060,
1979-11,0.070,
1979-12,0.074,
1980-01,0.081,
1980-02,0.081,
1980-03,0.075,
1980-04,0.073,
1980-05,0.081,
1980-06,0.089,
1980-07,0.085,
1980-08,0.089,
1980-09,0.095,
1980-10,0.095,
1980-11,0.100,
1980-12,0.093,
1981-01,0.096,
1981-02,0.097,
1981-03,0.100,
1981-04,0.110,
1981-05,0.111,
1981-06,0.114,
1981-07,0.116,
1981-08,0.112,
1981-09,0.112,
1981-10,0.113,
1981-11,0.111,
1981-12,0.112,
1982-01,0.110,
1982-02,0.128,
1982-03,0.125,
1982-04,0.106,
1982-05,0.110,
1982-06,0.110,
1982-07,0.110,
1982-08,0.110,
1982-09,0.109,
1982-10,0.102,
1982-11,0.101,
1982-12,0.107,
1983-01,0.107,
1983-02,0.100,
1983-03,0.099,
1983-04,0.096,
1983-05,0.093,
1983-06,0.087,
1983-07,0.088,
1983-08,0.088,
1983-09,0.085,
1983-10,0.091,
1983-11,0.090,
1983-12,0.087,
1984-01,0.093,
1984-02,0.089,
1984-03,0.087,
1984-04,0.087,
1984-05,0.091,
1984-06,0.109,
1984-07,0.111,
1984-08,0.110,
1984-09,0.109,
1984-10,0.111,
1984-11,0.110,
1984-12,0.110,
1985-01,0.098,
1985-02,0.118,
1985-03,0.127,
1985-04,0.128,
1985-05,0.133,
1985-06,0.125,
1985-07,0.124,
1985-08,0.133,
1985-09,0.131,
1985-10,0.130,
1985-11,0.131,
1985-12,0.130,
1986-01,0.138,
1986-02,0.137,
1986-03,0.134,
1986-04,0.137,
1986-05,0.149,
1986-06,0.139,
1986-07,0.138,
1986-08,0.128,
1986-09,0.127,
1986-10,0.147,
1986-11,0.144,
1986-12,0.136,
1987-01,0.149,
1987-02,0.133,
1987-03,0.142,
1987-04,0.143,
1987-05,0.150,
1987-06,0.144,
1987-07,0.143,
1987-08,0.141,
1987-09,0.144,
1987-10,0.144,
1987-11,0.141,
1987-12,0.141,
1988-01,0.139,
1988-02,0.145,
1988-03,0.143,
1988-04,0.142,
1988-05,0.141,
1988-06,0.149,
1988-07,0.145,
1988-08,0.153,
1988-09,0.152,
1988-10,0.154,
1988-11,0.137,
1988-12,0.120,
1989-01,0.127,
1989-02,0.128,
1989-03,0.135,
1989-04,0.134,
1989-05,0.141,
1989-06,0.152,
1989-07,0.155,
1989-08,0.171,
1989-09,0.174,
1989-10,0.176,
1989-11,0.182,
1989-12,0.186,
1990-01,0.198,
1990-02,0.191,
1990-03,0.190,
1990-04,0.193,
1990-05,0.198,
1990-06,0.198,
1990-07,0.205,
1990-08,0.210,
1990-09,0.205,
1990-10,0.225,
1990-11,0.221,
1990-12,0.216,
1991-01,0.227,
1991-02,0.224,
1991-03,0.219,
1991-04,0.225,
1991-05,0.229,
1991-06,0.229,
1991-07,0.236,
1991-08,0.236,
1991-09,0.230,
1991-10,0.229,
1991-11,0.236,
1991-12,0.225,
1992-01,0.235,
1992-02,0.233,
1992-03,0.357,
1992-04,0.362,
1992-05,0.391,
1992-06,0.364,
1992-07,0.571,
1992-08,0.573,
1992-09,0.564,
1992-10,0.554,
1992-11,0.530,
1992-12,0.460,
1993-01,0.466,
1993-02,0.478,
1993-03,0.481,
1993-04,0.491,
1993-05,0.477,
1993-06,0.477,
1993-07,0.460,
1993-08,0.456,
1993-09,0.462,
1993-10,0.475,
1993-11,0.471,
1993-12,0.445,
1994-01,0.432,
1994-02,0.427,
1994-03,0.432,
1994-04,0.414,
1994-05,0.416,
1994-06,0.397,
1994-07,0.426,
1994-08,0.416,
1994-09,0.804,
1994-10,0.772,
1994-11,0.753,
1994-12,0.726,
1995-01,0.714,
1995-02,0.708,
1995-03,0.660,
1995-04,0.651,
1995-05,0.642,
1995-06,0.647,
1995-07,0.653,
1995-08,0.646,
1995-09,0.643,
1995-10,0.650,
1995-11,0.640,
1995-12,0.614,
1996-01,0.615,
1996-02,0.608,
1996-03,0.605,
1996-04,0.598,
1996-05,0.597,
1996-06,0.601,
1996-07,0.602,
1996-08,0.603,
1996-09,0.600,
1996-10,0.591,
1996-11,0.588,
1996-12,0.591,
1997-01,0.609,
1997-02,0.613,
1997-03,0.610,
1997-04,0.602,
1997-05,0.597,
1997-06,0.639,
1997-07,0.624,
1997-08,0.623,
1997-09,0.618,
1997-10,0.617,
1997-11,0.607,
1997-12,0.608,
1998-01,0.617,
1998-02,0.623,
1998-03,0.627,
1998-04,0.622,
1998-05,0.595,
1998-06,0.593,
1998-07,0.599,
1998-08,0.602,
1998-09,0.601,
1998-10,0.565,
1998-11,0.574,
1998-12,0.592,
1999-01,0.802,
1999-02,0.897,
1999-03,0.783,
1999-04,0.715,
1999-05,0.676,
1999-06,0.670,
1999-07,0.664,
1999-08,0.681,
1999-09,0.667,
1999-10,0.633,
1999-11,0.640,
1999-12,0.692,
2000-01,0.670,
2000-02,0.669,
2000-03,0.650,
2000-04,0.643,
2000-05,0.669,
2000-06,0.668,
2000-07,0.656,
2000-08,0.670,
2000-09,0.686,
2000-10,0.673,
2000-11,0.666,
