"",BBK01.OUU367,BBK01.OUU367_FLAGS
"",Lending to foreign enterprises and households / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:07,
1999-01,0.466,
1999-02,0.465,
1999-03,0.464,
1999-04,0.479,
1999-05,0.490,
1999-06,0.503,
1999-07,0.499,
1999-08,0.496,
1999-09,0.499,
1999-10,0.503,
1999-11,0.499,
1999-12,0.492,
2000-01,0.493,
2000-02,0.489,
2000-03,0.490,
2000-04,0.490,
2000-05,0.489,
2000-06,0.496,
2000-07,0.502,
2000-08,0.504,
2000-09,1.108,
2000-10,1.104,
2000-11,1.108,
2000-12,1.159,
2001-01,1.183,
2001-02,1.246,
2001-03,1.306,
2001-04,1.317,
2001-05,1.357,
2001-06,1.458,
2001-07,1.459,
2001-08,1.447,
2001-09,1.429,
2001-10,1.417,
2001-11,1.402,
2001-12,1.378,
2002-01,1.295,
2002-02,1.291,
2002-03,1.289,
2002-04,1.302,
2002-05,1.296,
2002-06,1.297,
2002-07,1.286,
2002-08,1.284,
2002-09,1.185,
2002-10,1.181,
2002-11,1.181,
2002-12,1.310,
2003-01,1.320,
2003-02,1.322,
2003-03,1.313,
2003-04,1.308,
2003-05,1.316,
2003-06,1.323,
2003-07,1.439,
2003-08,1.441,
2003-09,0.741,
2003-10,1.439,
2003-11,1.437,
2003-12,1.431,
2004-01,1.426,
2004-02,1.413,
2004-03,1.415,
2004-04,1.450,
2004-05,1.444,
2004-06,1.440,
2004-07,1.434,
2004-08,1.530,
2004-09,1.525,
2004-10,1.524,
2004-11,1.387,
2004-12,1.386,
2005-01,1.386,
2005-02,1.381,
2005-03,1.382,
2005-04,1.377,
2005-05,1.379,
2005-06,1.388,
2005-07,1.308,
2005-08,1.303,
2005-09,1.302,
2005-10,1.312,
2005-11,1.300,
2005-12,1.534,
2006-01,1.292,
2006-02,0.594,
2006-03,0.547,
2006-04,0.538,
2006-05,0.545,
2006-06,0.543,
2006-07,0.538,
2006-08,0.540,
2006-09,0.538,
2006-10,0.543,
2006-11,0.540,
2006-12,0.559,
2007-01,0.560,
2007-02,0.560,
2007-03,0.561,
2007-04,0.561,
2007-05,0.505,
2007-06,0.506,
2007-07,0.501,
2007-08,0.501,
2007-09,0.504,
2007-10,0.510,
2007-11,0.516,
2007-12,0.519,
2008-01,0.535,
2008-02,0.536,
2008-03,0.535,
2008-04,0.546,
2008-05,0.551,
2008-06,0.553,
2008-07,0.566,
2008-08,0.571,
2008-09,0.579,
2008-10,0.582,
2008-11,0.581,
2008-12,0.594,
2009-01,0.600,
2009-02,0.948,
2009-03,0.954,
2009-04,0.959,
2009-05,1.077,
2009-06,1.103,
2009-07,1.117,
2009-08,1.135,
2009-09,1.136,
2009-10,1.152,
2009-11,1.141,
2009-12,1.143,
2010-01,1.148,
2010-02,1.141,
2010-03,1.282,
2010-04,1.330,
2010-05,1.352,
2010-06,1.395,
2010-07,1.393,
2010-08,1.397,
2010-09,1.142,
2010-10,1.045,
2010-11,1.051,
2010-12,1.046,
2011-01,1.042,
2011-02,1.042,
2011-03,1.041,
2011-04,1.041,
2011-05,1.104,
2011-06,1.107,
2011-07,1.117,
2011-08,1.122,
2011-09,1.139,
2011-10,1.137,
2011-11,1.165,
2011-12,1.162,
2012-01,1.181,
2012-02,1.188,
2012-03,1.198,
2012-04,1.206,
2012-05,1.289,
2012-06,1.299,
2012-07,1.309,
2012-08,1.312,
2012-09,1.344,
2012-10,1.362,
2012-11,1.360,
2012-12,1.375,
2013-01,1.472,
2013-02,1.511,
2013-03,1.541,
2013-04,1.585,
2013-05,1.679,
2013-06,1.780,
2013-07,1.885,
2013-08,1.896,
2013-09,1.991,
2013-10,1.958,
2013-11,1.993,
2013-12,1.987,
2014-01,2.077,
2014-02,2.134,
2014-03,2.138,
2014-04,2.241,
2014-05,2.302,
2014-06,2.347,
2014-07,2.350,
2014-08,2.363,
2014-09,2.334,
2014-10,2.351,
2014-11,2.351,
2014-12,2.399,Provisional value
