"",BBK01.OEAA02N,BBK01.OEAA02N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:01,
2002-01,82.518,
2002-04,81.425,
2002-07,80.203,
2002-10,79.819,
2003-01,80.583,
2003-04,79.908,
2003-07,76.002,
2003-10,74.675,
2004-01,76.193,
2004-04,71.707,
2004-07,69.375,
2004-10,67.380,
2005-01,72.476,
2005-04,68.308,
2005-07,66.825,
2005-10,67.623,
2006-01,68.150,
2006-04,72.284,
2006-07,76.637,
2006-10,78.044,
2007-01,77.120,
2007-04,79.395,
2007-07,79.627,
2007-10,84.849,
2008-01,79.017,
2008-04,82.902,
2008-07,90.194,
2008-10,92.672,
2009-01,85.084,
2009-04,85.701,
2009-07,89.003,
2009-10,78.821,
2010-01,80.583,
2010-04,105.590,
2010-07,88.611,
2010-10,85.334,
2011-01,82.612,
2011-04,85.287,
2011-07,98.695,
2011-10,95.703,
2012-01,90.513,
2012-04,93.171,
2012-07,91.317,
2012-10,75.752,
2013-01,83.194,
2013-04,80.939,
2013-07,60.923,
2013-10,59.098,
2014-01,62.398,
2014-04,62.325,
2014-07,60.932,
