"",BBK01.OECB20N,BBK01.OECB20N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:54,
2002-01,13.034,
2002-04,13.063,
2002-07,13.043,
2002-10,13.065,
2003-01,12.872,
2003-04,12.846,
2003-07,12.922,
2003-10,12.882,
2004-01,12.865,
2004-04,12.911,
2004-07,12.998,
2004-10,13.033,
2005-01,18.188,
2005-04,18.463,
2005-07,18.791,
2005-10,19.080,
2006-01,19.226,
2006-04,19.408,
2006-07,19.526,
2006-10,19.723,
2007-01,19.680,
2007-04,20.377,
2007-07,20.332,
2007-10,20.355,
2008-01,20.296,
2008-04,21.029,
2008-07,22.595,
2008-10,22.395,
2009-01,22.110,
2009-04,22.217,
2009-07,22.425,
2009-10,22.321,
2010-01,22.132,
2010-04,21.983,
2010-07,21.967,
2010-10,21.765,
2011-01,21.729,
2011-04,21.662,
2011-07,21.508,
2011-10,21.447,
2012-01,21.402,
2012-04,21.352,
2012-07,21.434,
2012-10,21.451,
2013-01,21.429,
2013-04,21.502,
2013-07,21.642,
2013-10,21.688,
2014-01,21.622,
2014-04,21.808,
2014-07,22.086,
