"",BBDE1.M.DE.Y.BAA1.N2C230000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C230000.G.C.I10.A_FLAGS
"",Output in the production sector / Germany / 23 Manufacture of other non-metallic mineral products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:53,
1991-01,121.0,
1991-02,105.8,
1991-03,118.0,
1991-04,118.4,
1991-05,117.1,
1991-06,118.6,
1991-07,116.3,
1991-08,118.1,
1991-09,117.2,
1991-10,119.5,
1991-11,121.8,
1991-12,121.8,
1992-01,124.6,
1992-02,129.2,
1992-03,125.0,
1992-04,123.5,
1992-05,122.3,
1992-06,117.5,
1992-07,119.5,
1992-08,119.6,
1992-09,118.7,
1992-10,118.9,
1992-11,118.7,
1992-12,126.2,
1993-01,120.4,
1993-02,119.3,
1993-03,118.1,
1993-04,119.4,
1993-05,118.3,
1993-06,118.9,
1993-07,117.8,
1993-08,118.9,
1993-09,119.1,
1993-10,120.7,
1993-11,116.8,
1993-12,119.0,
1994-01,128.9,
1994-02,122.2,
1994-03,124.2,
1994-04,123.1,
1994-05,123.4,
1994-06,124.2,
1994-07,124.1,
1994-08,125.1,
1994-09,125.5,
1994-10,129.8,
1994-11,132.1,
1994-12,145.7,
1995-01,120.2,
1995-02,135.7,
1995-03,126.1,
1995-04,124.2,
1995-05,126.3,
1995-06,125.1,
1995-07,122.4,
1995-08,122.9,
1995-09,123.3,
1995-10,121.3,
1995-11,122.2,
1995-12,116.5,
1996-01,112.3,
1996-02,100.6,
1996-03,113.9,
1996-04,117.6,
1996-05,119.6,
1996-06,121.1,
1996-07,119.1,
1996-08,120.9,
1996-09,121.6,
1996-10,119.7,
1996-11,119.6,
1996-12,120.1,
1997-01,98.2,
1997-02,114.3,
1997-03,117.6,
1997-04,120.7,
1997-05,115.3,
1997-06,119.6,
1997-07,120.5,
1997-08,118.1,
1997-09,116.2,
1997-10,118.3,
1997-11,120.4,
1997-12,118.7,
1998-01,123.0,
1998-02,117.9,
1998-03,121.1,
1998-04,119.5,
1998-05,120.1,
1998-06,119.6,
1998-07,121.0,
1998-08,116.8,
1998-09,118.0,
1998-10,115.3,
1998-11,111.2,
1998-12,109.9,
1999-01,122.2,
1999-02,111.6,
1999-03,116.9,
1999-04,117.7,
1999-05,117.1,
1999-06,118.1,
1999-07,119.2,
1999-08,118.9,
1999-09,120.2,
1999-10,120.1,
1999-11,119.4,
1999-12,120.8,
2000-01,119.9,
2000-02,126.0,
2000-03,121.6,
2000-04,120.9,
2000-05,121.0,
2000-06,116.8,
2000-07,119.9,
2000-08,120.8,
2000-09,117.2,
2000-10,116.9,
2000-11,117.9,
2000-12,120.7,
2001-01,115.7,
2001-02,120.8,
2001-03,115.4,
2001-04,110.4,
2001-05,113.4,
2001-06,113.4,
2001-07,109.7,
2001-08,114.1,
2001-09,111.6,
2001-10,109.5,
2001-11,108.4,
2001-12,107.4,
2002-01,103.2,
2002-02,113.0,
2002-03,109.9,
2002-04,107.5,
2002-05,107.8,
2002-06,108.5,
2002-07,105.8,
2002-08,108.7,
2002-09,107.8,
2002-10,105.6,
2002-11,106.6,
2002-12,99.8,
2003-01,98.7,
2003-02,99.6,
2003-03,106.7,
2003-04,106.6,
2003-05,106.3,
2003-06,104.0,
2003-07,106.2,
2003-08,103.1,
2003-09,104.1,
2003-10,105.1,
2003-11,105.2,
2003-12,105.2,
2004-01,104.7,
2004-02,105.7,
2004-03,105.9,
2004-04,107.6,
2004-05,106.2,
2004-06,105.9,
2004-07,106.7,
2004-08,105.1,
2004-09,105.2,
2004-10,104.7,
2004-11,101.9,
2004-12,98.8,
2005-01,105.2,
2005-02,97.0,
2005-03,91.8,
2005-04,102.9,
2005-05,100.9,
2005-06,101.4,
2005-07,103.6,
2005-08,100.7,
2005-09,101.8,
2005-10,104.4,
2005-11,103.5,
2005-12,104.6,
2006-01,99.8,
2006-02,98.5,
2006-03,95.9,
2006-04,106.0,
2006-05,109.2,
2006-06,108.5,
2006-07,109.8,
2006-08,109.7,
2006-09,110.7,
2006-10,109.7,
2006-11,113.6,
2006-12,120.6,
2007-01,116.5,
2007-02,114.6,
2007-03,112.4,
2007-04,107.9,
2007-05,108.6,
2007-06,108.9,
2007-07,108.4,
2007-08,108.2,
2007-09,107.7,
2007-10,106.6,
2007-11,106.6,
2007-12,109.4,
2008-01,112.2,
2008-02,114.1,
2008-03,107.3,
2008-04,105.5,
2008-05,104.3,
2008-06,105.0,
2008-07,102.7,
2008-08,106.1,
2008-09,104.8,
2008-10,104.3,
2008-11,101.0,
2008-12,97.3,
2009-01,90.1,
2009-02,91.3,
2009-03,90.3,
2009-04,89.3,
2009-05,91.7,
2009-06,92.9,
2009-07,92.9,
2009-08,94.5,
2009-09,95.3,
2009-10,95.3,
2009-11,95.3,
2009-12,94.4,
2010-01,90.8,
2010-02,86.3,
2010-03,93.7,
2010-04,102.0,
2010-05,102.0,
2010-06,101.2,
2010-07,101.8,
2010-08,102.7,
2010-09,104.0,
2010-10,103.3,
2010-11,103.5,
2010-12,95.7,
2011-01,107.5,
2011-02,108.5,
2011-03,109.0,
2011-04,109.2,
2011-05,109.1,
2011-06,106.6,
2011-07,108.7,
2011-08,108.3,
2011-09,106.2,
2011-10,107.1,
2011-11,107.2,
2011-12,106.4,
2012-01,108.8,
2012-02,97.1,
2012-03,107.9,
2012-04,104.4,
2012-05,105.1,
2012-06,104.0,
2012-07,103.1,
2012-08,102.6,
2012-09,102.6,
2012-10,102.7,
2012-11,101.9,
2012-12,100.0,
2013-01,100.0,
2013-02,99.4,
2013-03,99.6,
2013-04,101.3,
2013-05,101.6,
2013-06,103.9,
2013-07,105.3,
2013-08,104.6,
2013-09,104.2,
2013-10,103.8,
2013-11,105.4,
2013-12,106.5,
2014-01,109.7,
2014-02,111.5,
2014-03,111.8,
2014-04,106.2,
2014-05,103.1,
2014-06,104.1,
2014-07,103.9,
2014-08,101.3,
2014-09,103.9,
2014-10,103.8,Provisional value
2014-11,106.6,Provisional value
2014-12,107.0,Provisional value
