"",BBK01.TS1342,BBK01.TS1342_FLAGS
"",Credit to insurance corporations and pension funds / Loans / All maturities / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:35,
2003-01,77.61060,
2003-02,76.56321,
2003-03,85.05943,
2003-04,74.02093,
2003-05,74.96210,
2003-06,86.82070,
2003-07,95.79300,
2003-08,69.40973,
2003-09,77.55764,
2003-10,78.22202,
2003-11,72.34561,
2003-12,76.67815,
2004-01,91.11065,
2004-02,89.41261,
2004-03,77.48306,
2004-04,72.04199,
2004-05,67.67349,
2004-06,53.33483,
2004-07,52.87934,
2004-08,52.66683,
2004-09,52.06793,
2004-10,55.09185,
2004-11,48.73551,
2004-12,51.10719,
2005-01,50.58066,
2005-02,51.77548,
2005-03,48.76987,
2005-04,51.24472,
2005-05,62.76405,
2005-06,57.44575,
2005-07,56.32917,
2005-08,59.75366,
2005-09,65.31922,
2005-10,59.46649,
2005-11,68.56622,
2005-12,58.76463,
2006-01,64.15789,
2006-02,62.83350,
2006-03,64.38958,
2006-04,62.73615,
2006-05,65.22957,
2006-06,64.94697,
2006-07,53.89521,
2006-08,55.46880,
2006-09,54.04010,
2006-10,53.32383,
2006-11,59.71679,
2006-12,59.00985,
2007-01,63.71533,
2007-02,103.04867,
2007-03,110.53814,
2007-04,115.54374,
2007-05,92.45468,
2007-06,117.41383,
2007-07,151.36405,
2007-08,118.33138,
2007-09,119.74365,
2007-10,116.17073,
2007-11,113.48940,
2007-12,137.19575,
2008-01,100.52979,
2008-02,107.25216,
2008-03,140.28119,
2008-04,119.34158,
2008-05,113.88712,
2008-06,117.96528,
2008-07,134.79109,
2008-08,138.33208,
2008-09,143.14628,
2008-10,133.45895,
2008-11,136.31082,
2008-12,104.21302,
2009-01,97.07099,
2009-02,102.99210,
2009-03,107.00942,
2009-04,106.12340,
2009-05,103.54363,
2009-06,96.94042,
2009-07,106.79715,
2009-08,94.02938,
2009-09,98.98106,
2009-10,93.57691,
2009-11,86.26334,
2009-12,100.54162,
2010-01,95.14279,
2010-02,99.32476,
2010-03,98.75354,
2010-04,98.84421,
2010-05,112.99937,
2010-06,94.22157,
2010-07,97.83199,
2010-08,75.40759,
2010-09,90.92302,
2010-10,98.30060,
2010-11,92.85058,
2010-12,98.80007,
2011-01,70.46882,
2011-02,76.12103,
2011-03,67.69241,
2011-04,74.60758,
2011-05,63.41283,
2011-06,63.70845,
2011-07,70.51005,
2011-08,70.45890,
2011-09,67.83151,
2011-10,72.10054,
2011-11,72.05432,
2011-12,64.53957,
2012-01,61.13665,
2012-02,62.13638,
2012-03,58.70402,
2012-04,63.80683,
2012-05,63.33850,
2012-06,76.44730,
2012-07,67.18448,
2012-08,65.77094,
2012-09,69.76920,
2012-10,68.68818,
2012-11,65.49148,
2012-12,68.32551,
2013-01,68.37985,
2013-02,63.29958,
2013-03,64.15670,
2013-04,60.33572,
2013-05,59.10617,
2013-06,60.66031,
2013-07,54.99659,
2013-08,54.33818,
2013-09,55.22761,
2013-10,58.36153,
2013-11,59.88385,
2013-12,68.28030,
2014-01,73.53803,
2014-02,76.11077,
2014-03,77.43403,
2014-04,65.13634,
2014-05,58.89743,
2014-06,68.55495,
2014-07,60.25847,
2014-08,63.60240,
2014-09,96.93996,
2014-10,57.47917,
2014-11,61.34587,
2014-12,54.53345,Provisional value
2015-01,61.13744,
"",General: 1 Statistical changes have been eliminated.,
