"",BBK01.TVD411,BBK01.TVD411_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in the home country / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:48,
1980-01,0,
1980-02,5194,
1980-03,5291,
1980-04,6784,
1980-05,5565,
1980-06,7952,
1980-07,2313,
1980-08,1648,
1980-09,6431,
1980-10,6651,
1980-11,10892,
1980-12,13065,
1981-01,-833,
1981-02,6527,
1981-03,5724,
1981-04,4908,
1981-05,2564,
1981-06,11137,
1981-07,2957,
1981-08,4993,
1981-09,8680,
1981-10,5968,
1981-11,5127,
1981-12,12723,
1982-01,673,
1982-02,471,
1982-03,4346,
1982-04,3985,
1982-05,1400,
1982-06,6982,
1982-07,4744,
1982-08,2952,
1982-09,6458,
1982-10,7279,
1982-11,2879,
1982-12,15288,
1983-01,-4257,
1983-02,1921,
1983-03,3830,
1983-04,3752,
1983-05,3072,
1983-06,10715,
1983-07,2420,
1983-08,3739,
1983-09,7844,
1983-10,5885,
1983-11,5214,
1983-12,15135,
1984-01,-6370,
1984-02,1947,
1984-03,4308,
1984-04,3812,
1984-05,3814,
1984-06,7673,
1984-07,3120,
1984-08,4586,
1984-09,9801,
1984-10,4649,
1984-11,6302,
1984-12,13153,
1985-01,-2736,
1985-02,5597,
1985-03,5864,
1985-04,1513,
1985-05,3399,
1985-06,8296,
1985-07,313,
1985-08,1292,
1985-09,5484,
1985-10,5055,
1985-11,7195,
1985-12,9767,
1986-01,-5826,
1986-02,383,
1986-03,4309,
1986-04,3212,
1986-05,2652,
1986-06,7616,
1986-07,3085,
1986-08,1489,
1986-09,3268,
1986-10,2789,
1986-11,4922,
1986-12,9074,
1987-01,-4219,
1987-02,-635,
1987-03,1773,
1987-04,130,
1987-05,2547,
1987-06,5735,
1987-07,4865,
1987-08,5784,
1987-09,7875,
1987-10,9088,
1987-11,2712,
1987-12,8711,
1988-01,-975,
1988-02,1980,
1988-03,5682,
1988-04,1549,
1988-05,3867,
1988-06,12388,
1988-07,3328,
1988-08,5325,
1988-09,8304,
1988-10,3916,
1988-11,7713,
1988-12,12336,
1989-01,-422,
1989-02,4734,
1989-03,4299,
1989-04,4426,
1989-05,3848,
1989-06,8933,
1989-07,2054,
1989-08,2178,
1989-09,10907,
1989-10,4060,
1989-11,9974,
1989-12,17138,
1990-01,4320,
1990-02,6920,
1990-03,8069,
1990-04,4260,
1990-05,5050,
1990-06,6882,
1990-07,4687,
1990-08,13201,
1990-09,17746,
1990-10,11201,
1990-11,8968,
1990-12,25442,
1991-01,236,
1991-02,7561,
1991-03,17998,
1991-04,8644,
1991-05,12851,
1991-06,16834,
1991-07,10697,
1991-08,8456,
1991-09,11148,
1991-10,14233,
1991-11,17531,
1991-12,26585,
1992-01,8608,
1992-02,8409,
1992-03,11404,
1992-04,15253,
1992-05,7870,
1992-06,20462,
1992-07,8393,
1992-08,8824,
1992-09,5630,
1992-10,17923,
1992-11,17813,
1992-12,26005,
1993-01,5423,
1993-02,9173,
1993-03,15383,
1993-04,7070,
1993-05,13234,
1993-06,15002,
1993-07,9539,
1993-08,6926,
1993-09,21205,
1993-10,22406,
1993-11,14531,
1993-12,34285,
1994-01,4553,
1994-02,7955,
1994-03,19551,
1994-04,9238,
1994-05,9499,
1994-06,17858,
1994-07,14509,
1994-08,8379,
1994-09,14525,
1994-10,16628,
1994-11,20759,
1994-12,23933,
1995-01,-4059,
1995-02,14276,
1995-03,7815,
1995-04,9410,
1995-05,10367,
1995-06,13109,
1995-07,12566,
1995-08,10875,
1995-09,17005,
1995-10,20692,
1995-11,23897,
1995-12,23622,
1996-01,13266,
1996-02,14049,
1996-03,17094,
1996-04,17346,
1996-05,6528,
1996-06,8376,
1996-07,6831,
1996-08,8675,
1996-09,9316,
1996-10,23266,
1996-11,25460,
1996-12,27137,
1997-01,6494,
1997-02,16795,
1997-03,19071,
1997-04,7173,
1997-05,11985,
1997-06,5393,
1997-07,15375,
1997-08,13887,
1997-09,5775,
1997-10,16257,
1997-11,20109,
1997-12,8643,
1998-01,12123,
1998-02,16981,
1998-03,25711,
1998-04,22948,
1998-05,4996,
1998-06,8108,
1998-07,5125,
1998-08,8326,
1998-09,5930,
1998-10,16654,
1998-11,25425,
1998-12,33465,
1999-01,14409,
