"",BBK01.TVD403,BBK01.TVD403_FLAGS
1992-01,-18773,
1992-02,-1936,
1992-03,5137,
1992-04,-12126,
1992-05,2390,
1992-06,9771,
1992-07,-10667,
1992-08,15924,
1992-09,31658,
1992-10,-4223,
1992-11,35104,
1992-12,-16089,
1993-01,-12990,
1993-02,9652,
1993-03,7718,
1993-04,-3558,
1993-05,2332,
1993-06,14758,
1993-07,-2814,
1993-08,11241,
1993-09,-552,
1993-10,9012,
1993-11,39142,
1993-12,8271,
1994-01,4969,
1994-02,261,
1994-03,-19200,
1994-04,3405,
1994-05,9599,
1994-06,-5729,
1994-07,3558,
1994-08,904,
1994-09,-1961,
1994-10,14751,
1994-11,19203,
1994-12,16087,
1995-01,-25599,
1995-02,15272,
1995-03,-12489,
1995-04,9400,
1995-05,9162,
1995-06,-6211,
1995-07,-15165,
1995-08,14155,
1995-09,16875,
1995-10,11620,
1995-11,55988,
1995-12,21353,
1996-01,1,
1996-02,18895,
1996-03,5697,
1996-04,1467,
1996-05,-2849,
1996-06,22850,
1996-07,710,
1996-08,15505,
1996-09,24701,
1996-10,15931,
1996-11,47779,
1996-12,9240,
1997-01,-18430,
1997-02,25508,
1997-03,15946,
1997-04,5106,
1997-05,16835,
1997-06,35066,
1997-07,-624,
1997-08,10380,
1997-09,3938,
1997-10,28146,
1997-11,37630,
1997-12,638,
1998-01,5619,
1998-02,10909,
1998-03,3346,
1998-04,15265,
1998-05,34883,
1998-06,27395,
1998-07,-9491,
1998-08,45312,
1998-09,1285,
1998-10,45588,
1998-11,41656,
1998-12,-3436,
1999-01,62614,
1999-02,-36311,
1999-03,-6223,
1999-04,29041,
1999-05,10882,
1999-06,11797,
1999-07,15447,
1999-08,32051,
1999-09,36266,
1999-10,20615,
1999-11,26429,
1999-12,-31626,
2000-01,-331,
2000-02,-12554,
2000-03,31425,
2000-04,3649,
2000-05,37729,
2000-06,-10110,
2000-07,-13028,
2000-08,21436,
2000-09,1917,
2000-10,20706,
2000-11,36345,
2000-12,21762,
2001-01,-25763,
2001-02,33641,
2001-03,47966,
2001-04,-1662,
2001-05,-1962,
2001-06,12009,
2001-07,-11295,
2001-08,4468,
2001-09,32530,
2001-10,-7263,
2001-11,17191,
2001-12,-12833,
2002-01,-50942,
2002-02,-14923,
2002-03,29355,
2002-04,1291,
2002-05,26338,
2002-06,22470,
2002-07,-24447,
2002-08,22336,
2002-09,4225,
2002-10,1090,
2002-11,52651,
2002-12,5595,
2003-01,-22658,
2003-02,17029,
2003-03,-1933,
2003-04,-11653,
2003-05,41101,
2003-06,-7342,
2003-07,-26350,
2003-08,-10831,
2003-09,-1854,
2003-10,-6749,
2003-11,35745,
2003-12,-11144,
2004-01,-27922,
2004-02,17553,
2004-03,4802,
2004-04,24930,
2004-05,31587,
2004-06,-13147,
2004-07,22923,
2004-08,-6362,
2004-09,267,
2004-10,14596,
2004-11,21660,
2004-12,-17194,
2005-01,5551,
2005-02,39065,
2005-03,-6150,
2005-04,59050,
2005-05,6029,
2005-06,-6622,
2005-07,3364,
2005-08,-10989,
2005-09,-40,
2005-10,-954,
2005-11,15275,
2005-12,-10560,
2006-01,-2708,
2006-02,12419,
2006-03,15270,
2006-04,20491,
2006-05,29323,
2006-06,-31716,
2006-07,-16288,
2006-08,1749,
2006-09,13906,
2006-10,2442,
2006-11,17928,
2006-12,21367,
2007-01,-7408,
2007-02,25026,
2007-03,33103,
2007-04,14834,
2007-05,18243,
2007-06,-665,
2007-07,-22457,
2007-08,32675,
2007-09,35560,
2007-10,18233,
2007-11,37198,
2007-12,34534,
2008-01,-32852,
2008-02,7911,
2008-03,6915,
2008-04,4770,
2008-05,22905,
2008-06,24695,
2008-07,-8871,
2008-08,24360,
2008-09,54916,
2008-10,38335,
2008-11,46246,
2008-12,-5701,
2009-01,-18036,
2009-02,-28593,
2009-03,-29495,
2009-04,-27641,
2009-05,-31025,
2009-06,64334,
2009-07,-42839,
2009-08,6276,
2009-09,-48851,
2009-10,-14866,
2009-11,772,
2009-12,-18998,
2010-01,-18439,
2010-02,25054,
2010-03,196,
2010-04,16060,
2010-05,78300,
2010-06,-11868,
2010-07,-116119,
2010-08,28006,
2010-09,-33766,
2010-10,-91561,
2010-11,25609,
2010-12,-13047,
2011-01,-35825,
2011-02,10106,
2011-03,-31755,
2011-04,-20983,
2011-05,7431,
2011-06,-21022,
2011-07,-12424,
2011-08,80694,
2011-09,70386,
2011-10,-1360,
2011-11,39864,
2011-12,-52503,
2012-01,78423,
2012-02,65840,
2012-03,42349,
2012-04,17476,
2012-05,6429,
2012-06,-37740,
2012-07,-37294,
2012-08,9354,
2012-09,-72007,
2012-10,-38650,
2012-11,-14254,
2012-12,-101815,
2013-01,-21901,
2013-02,-15590,
2013-03,-41264,
2013-04,-6891,
2013-05,-23535,
2013-06,-7221,
2013-07,-38896,
2013-08,7678,
2013-09,-5384,
2013-10,-44190,
2013-11,15270,
2013-12,-75199,
2014-01,9808,
2014-02,-9298,
2014-03,-34516,
2014-04,-3052,
2014-05,17294,
2014-06,-36526,
2014-07,-1550,
2014-08,13473,
2014-09,-7465,
2014-10,-12259,
2014-11,-8826,
2014-12,-40324,
2015-01,74271,
