"",BBDE1.M.DE.Y.GUD5.A2P300000.F.V.I10.A,BBDE1.M.DE.Y.GUD5.A2P300000.F.V.I10.A_FLAGS
"","Turnover from abroad, Non-euro-area countries / At current prices / Germany / Industry / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:58,
2003-01,70.3,
2003-02,70.3,
2003-03,70.8,
2003-04,71.3,
2003-05,68.7,
2003-06,69.1,
2003-07,72.1,
2003-08,71.1,
2003-09,71.6,
2003-10,73.3,
2003-11,74.5,
2003-12,77.8,
2004-01,73.7,
2004-02,76.6,
2004-03,76.4,
2004-04,78.7,
2004-05,78.7,
2004-06,79.0,
2004-07,78.5,
2004-08,78.0,
2004-09,77.7,
2004-10,77.7,
2004-11,77.0,
2004-12,76.6,
2005-01,80.8,
2005-02,77.9,
2005-03,80.9,
2005-04,80.4,
2005-05,81.0,
2005-06,82.7,
2005-07,83.9,
2005-08,86.2,
2005-09,86.6,
2005-10,87.4,
2005-11,88.8,
2005-12,88.8,
2006-01,88.1,
2006-02,90.5,
2006-03,90.4,
2006-04,93.9,
2006-05,93.7,
2006-06,93.8,
2006-07,93.8,
2006-08,96.0,
2006-09,96.7,
2006-10,95.9,
2006-11,99.3,
2006-12,99.3,
2007-01,100.3,
2007-02,100.7,
2007-03,100.2,
2007-04,99.3,
2007-05,102.8,
2007-06,102.0,
2007-07,102.7,
2007-08,101.7,
2007-09,105.0,
2007-10,106.3,
2007-11,103.7,
2007-12,105.7,
2008-01,107.3,
2008-02,108.9,
2008-03,107.6,
2008-04,106.7,
2008-05,104.5,
2008-06,106.6,
2008-07,102.3,
2008-08,105.1,
2008-09,104.0,
2008-10,104.6,
2008-11,99.6,
2008-12,92.3,
2009-01,75.3,
2009-02,74.6,
2009-03,74.0,
2009-04,70.9,
2009-05,77.4,
2009-06,78.8,
2009-07,81.7,
2009-08,79.6,
2009-09,85.4,
2009-10,83.8,
2009-11,86.5,
2009-12,87.8,
2010-01,87.0,
2010-02,88.6,
2010-03,90.6,
2010-04,94.5,
2010-05,100.7,
2010-06,99.7,
2010-07,99.4,
2010-08,100.6,
2010-09,101.8,
2010-10,105.2,
2010-11,107.4,
2010-12,113.9,
2011-01,110.2,
2011-02,108.2,
2011-03,108.1,
2011-04,108.8,
2011-05,107.3,
2011-06,108.4,
2011-07,112.4,
2011-08,113.2,
2011-09,111.6,
2011-10,112.0,
2011-11,111.9,
2011-12,111.4,
2012-01,111.8,
2012-02,117.4,
2012-03,119.3,
2012-04,115.8,
2012-05,120.2,
2012-06,118.8,
2012-07,120.4,
2012-08,121.0,
2012-09,119.8,
2012-10,117.8,
2012-11,116.1,
2012-12,119.8,
2013-01,114.7,
2013-02,117.8,
2013-03,122.5,
2013-04,126.5,
2013-05,121.9,
2013-06,121.1,
2013-07,119.5,
2013-08,121.4,
2013-09,122.6,
2013-10,123.2,
2013-11,126.4,
2013-12,124.3,
2014-01,130.1,
2014-02,125.9,
2014-03,124.4,
2014-04,123.1,
2014-05,125.1,
2014-06,127.3,
2014-07,126.6,
2014-08,127.2,
2014-09,127.3,
2014-10,129.8,
2014-11,130.8,
2014-12,126.8,Provisional value
