"",BBK01.OEBB09I,BBK01.OEBB09I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:51,
2002-01,18.065,
2002-04,16.744,
2002-07,16.515,
2002-10,16.166,
2003-01,15.231,
2003-04,15.407,
2003-07,14.150,
2003-10,12.827,
2004-01,12.513,
2004-04,12.674,
2004-07,12.564,
2004-10,12.490,
2005-01,12.963,
2005-04,13.034,
2005-07,12.741,
2005-10,11.792,
2006-01,11.973,
2006-04,11.959,
2006-07,9.911,
2006-10,10.401,
2007-01,10.258,
2007-04,10.459,
2007-07,10.564,
2007-10,11.122,
2008-01,10.818,
2008-04,12.639,
2008-07,13.325,
2008-10,13.025,
2009-01,13.293,
2009-04,13.646,
2009-07,13.623,
2009-10,13.561,
2010-01,13.628,
2010-04,14.046,
2010-07,15.713,
2010-10,16.139,
2011-01,15.991,
2011-04,15.970,
2011-07,16.201,
2011-10,17.462,
2012-01,18.016,
2012-04,17.777,
2012-07,18.047,
2012-10,18.016,
2013-01,18.051,
2013-04,18.864,
2013-07,19.338,
2013-10,20.029,
2014-01,19.383,
2014-04,19.654,
2014-07,19.339,
