"",BBK01.TVD430,BBK01.TVD430_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:07,
1980-01,0,
1980-02,3454,
1980-03,-1254,
1980-04,-63,
1980-05,5438,
1980-06,568,
1980-07,966,
1980-08,4374,
1980-09,-789,
1980-10,4068,
1980-11,14295,
1980-12,19774,
1981-01,-9177,
1981-02,2768,
1981-03,-3952,
1981-04,2964,
1981-05,5297,
1981-06,-86,
1981-07,-55,
1981-08,4837,
1981-09,-2089,
1981-10,2737,
1981-11,11010,
1981-12,20390,
1982-01,-7326,
1982-02,2415,
1982-03,-2156,
1982-04,5091,
1982-05,3164,
1982-06,156,
1982-07,-2310,
1982-08,2969,
1982-09,334,
1982-10,3516,
1982-11,8178,
1982-12,23934,
1983-01,-6556,
1983-02,4236,
1983-03,-3158,
1983-04,3279,
1983-05,5109,
1983-06,168,
1983-07,877,
1983-08,3064,
1983-09,-1552,
1983-10,7591,
1983-11,7632,
1983-12,19739,
1984-01,-9421,
1984-02,2978,
1984-03,-3676,
1984-04,6077,
1984-05,3668,
1984-06,-332,
1984-07,924,
1984-08,3091,
1984-09,1925,
1984-10,5419,
1984-11,9785,
1984-12,24383,
1985-01,-9275,
1985-02,4744,
1985-03,-3878,
1985-04,3675,
1985-05,4240,
1985-06,3055,
1985-07,-145,
1985-08,4155,
1985-09,1640,
1985-10,4210,
1985-11,10600,
1985-12,25805,
1986-01,-7212,
1986-02,3973,
1986-03,-1548,
1986-04,2672,
1986-05,5338,
1986-06,5317,
1986-07,530,
1986-08,7184,
1986-09,2710,
1986-10,6974,
1986-11,15216,
1986-12,21287,
1987-01,-4613,
1987-02,4079,
1987-03,-2082,
1987-04,2908,
1987-05,8715,
1987-06,1100,
1987-07,-491,
1987-08,8267,
1987-09,-1863,
1987-10,6414,
1987-11,15459,
1987-12,19180,
1988-01,-5286,
1988-02,5657,
1988-03,-7612,
1988-04,5822,
1988-05,8771,
1988-06,504,
1988-07,-829,
1988-08,6306,
1988-09,-204,
1988-10,7390,
1988-11,14700,
1988-12,16679,
1989-01,-8666,
1989-02,2864,
1989-03,-5834,
1989-04,3623,
1989-05,5267,
1989-06,883,
1989-07,3688,
1989-08,3788,
1989-09,770,
1989-10,6618,
1989-11,15170,
1989-12,31014,
1990-01,-10475,
1990-02,5914,
1990-03,-7127,
1990-04,6139,
1990-05,4609,
1990-06,7749,
1990-07,-6316,
1990-08,12150,
1990-09,4543,
1990-10,3547,
1990-11,12926,
1990-12,37185,
1991-01,-18157,
1991-02,11912,
1991-03,-9579,
1991-04,1017,
1991-05,5137,
1991-06,6644,
1991-07,-5374,
1991-08,5854,
1991-09,2821,
1991-10,5206,
1991-11,22756,
1991-12,42138,
1992-01,-9816,
1992-02,4703,
1992-03,276,
1992-04,3969,
1992-05,8094,
1992-06,7700,
1992-07,-2777,
1992-08,10634,
1992-09,20090,
1992-10,-3556,
1992-11,16626,
1992-12,19817,
1993-01,-15155,
1993-02,9790,
1993-03,42,
1993-04,4050,
1993-05,10373,
1993-06,11870,
1993-07,3423,
1993-08,8605,
1993-09,-2621,
1993-10,10942,
1993-11,28400,
1993-12,52202,
1994-01,-3102,
1994-02,4086,
1994-03,-1551,
1994-04,8122,
1994-05,7736,
1994-06,-1640,
1994-07,-1923,
1994-08,4191,
1994-09,-1423,
1994-10,4403,
1994-11,13547,
1994-12,19011,
1995-01,-14607,
1995-02,3509,
1995-03,-2747,
1995-04,3756,
1995-05,12592,
1995-06,1891,
1995-07,2799,
1995-08,9993,
1995-09,3213,
1995-10,6755,
1995-11,25218,
1995-12,44396,
1996-01,-6497,
1996-02,15937,
1996-03,-939,
1996-04,4762,
1996-05,6437,
1996-06,4164,
1996-07,2930,
1996-08,7569,
1996-09,7552,
1996-10,7575,
1996-11,21032,
1996-12,60356,
1997-01,-22596,
1997-02,4552,
1997-03,-532,
1997-04,2540,
1997-05,8557,
1997-06,876,
1997-07,1581,
1997-08,4380,
1997-09,-2086,
1997-10,6796,
1997-11,24358,
1997-12,38309,
1998-01,-15890,
1998-02,10709,
1998-03,-1910,
1998-04,7765,
1998-05,5871,
1998-06,644,
1998-07,-1706,
1998-08,15136,
1998-09,-1685,
1998-10,8569,
1998-11,24828,
1998-12,53121,
1999-01,5114,
1999-02,5367,
1999-03,-4280,
1999-04,797,
1999-05,9063,
1999-06,4847,
1999-07,-4495,
1999-08,2974,
1999-09,3545,
1999-10,7156,
1999-11,27155,
1999-12,17758,
2000-01,-7618,
2000-02,6281,
2000-03,-10529,
2000-04,936,
2000-05,-5107,
2000-06,-1272,
2000-07,-7349,
2000-08,-4084,
2000-09,17023,
2000-10,3314,
2000-11,11902,
2000-12,35264,
2001-01,-26126,
2001-02,10304,
2001-03,2917,
2001-04,3639,
2001-05,8396,
2001-06,7819,
2001-07,-5436,
2001-08,4674,
2001-09,15744,
2001-10,2133,
2001-11,25355,
2001-12,31228,
2002-01,-22294,
2002-02,-4686,
2002-03,1177,
2002-04,-7903,
2002-05,9217,
2002-06,11913,
2002-07,-7372,
2002-08,48,
2002-09,6411,
2002-10,9622,
2002-11,32271,
2002-12,24550,
2003-01,-14164,
2003-02,14309,
2003-03,2146,
2003-04,1553,
2003-05,13919,
2003-06,4636,
2003-07,-11766,
2003-08,9684,
2003-09,-3924,
2003-10,317,
2003-11,23659,
2003-12,4410,
2004-01,-5533,
2004-02,2985,
2004-03,1573,
2004-04,4665,
2004-05,10720,
2004-06,-730,
2004-07,-3292,
2004-08,7279,
2004-09,6443,
2004-10,-60,
2004-11,20965,
2004-12,8468,
2005-01,9950,
2005-02,3634,
2005-03,-6854,
2005-04,6960,
2005-05,5838,
2005-06,2762,
2005-07,3050,
2005-08,1039,
2005-09,5821,
2005-10,1922,
2005-11,16934,
2005-12,13930,
2006-01,5267,
2006-02,-3253,
2006-03,10105,
2006-04,24450,
2006-05,6076,
2006-06,10236,
2006-07,-4853,
2006-08,5998,
2006-09,11254,
2006-10,-3661,
2006-11,35188,
2006-12,26103,
2007-01,-4956,
2007-02,2622,
2007-03,9191,
2007-04,14027,
2007-05,15331,
2007-06,21543,
2007-07,953,
2007-08,15280,
2007-09,28282,
2007-10,-2420,
2007-11,43611,
2007-12,41618,
2008-01,-6800,
2008-02,10758,
2008-03,7538,
2008-04,4655,
2008-05,19239,
2008-06,639,
2008-07,5112,
2008-08,10294,
2008-09,8395,
2008-10,31925,
2008-11,27804,
2008-12,42748,
2009-01,16677,
2009-02,4422,
2009-03,-15083,
2009-04,17931,
2009-05,1570,
2009-06,8218,
2009-07,-16079,
2009-08,3601,
2009-09,-676,
2009-10,4265,
2009-11,13514,
2009-12,-6493,
2010-01,7374,
2010-02,-5935,
2010-03,-13260,
2010-04,18921,
2010-05,2912,
2010-06,50,
2010-07,-942,
2010-08,16099,
2010-09,-4811,
2010-10,23379,
2010-11,26909,
2010-12,1622,
2011-01,12448,
2011-02,-6653,
2011-03,-1768,
2011-04,9453,
2011-05,13074,
2011-06,8473,
2011-07,6506,
2011-08,17065,
2011-09,17393,
2011-10,1980,
2011-11,19000,
2011-12,5142,
2012-01,5660,
2012-02,8170,
2012-03,-8627,
2012-04,14034,
2012-05,15677,
2012-06,21930,
2012-07,-6972,
2012-08,8504,
2012-09,7175,
2012-10,-389,
2012-11,15471,
2012-12,-22790,
2013-01,-187,
2013-02,-9797,
2013-03,-42,
2013-04,1927,
2013-05,15990,
2013-06,5366,
2013-07,-6620,
2013-08,3455,
2013-09,-529,
2013-10,251,
2013-11,22126,
2013-12,7137,
2014-01,-4382,
2014-02,11597,
2014-03,-6551,
2014-04,6553,
2014-05,19029,
2014-06,-10467,
2014-07,7062,
2014-08,15475,
2014-09,355,
2014-10,4973,
2014-11,20402,
2014-12,-332,
2015-01,17218,
