"",BBK01.TXI318,BBK01.TXI318_FLAGS
"",MONETARY CAPITAL FORMATION / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:46,
1980-01,405123,
1980-02,407716,
1980-03,410687,
1980-04,413749,
1980-05,416385,
1980-06,418637,
1980-07,418782,
1980-08,420626,
1980-09,422064,
1980-10,422852,
1980-11,424052,
1980-12,433081,
1981-01,433223,
1981-02,435694,
1981-03,440208,
1981-04,443190,
1981-05,445750,
1981-06,447663,
1981-07,448528,
1981-08,450012,
1981-09,451813,
1981-10,453603,
1981-11,454193,
1981-12,463398,
1982-01,463761,
1982-02,465415,
1982-03,468103,
1982-04,470470,
1982-05,472744,
1982-06,468656,
1982-07,466799,
1982-08,467936,
1982-09,468801,
1982-10,470839,
1982-11,472060,
1982-12,482617,
1983-01,481944,
1983-02,484416,
1983-03,488211,
1983-04,491077,
1983-05,494333,
1983-06,497110,
1983-07,496132,
1983-08,498210,
1983-09,501196,
1983-10,503993,
1983-11,507816,
1983-12,517867,
1984-01,521447,
1984-02,527025,
1984-03,531081,
1984-04,533387,
1984-05,536975,
1984-06,538059,
1984-07,537703,
1984-08,539932,
1984-09,542523,
1984-10,546592,
1984-11,549458,
1984-12,559602,
1985-01,563146,
1985-02,567763,
1985-03,572115,
1985-04,572557,
1985-05,575507,
1985-06,578752,
1985-07,579753,
1985-08,582669,
1985-09,585548,
1985-10,590027,
1985-11,593565,
1985-12,606721,
1986-01,612987,
1986-02,618098,
1986-03,624663,
1986-04,629360,
1986-05,633743,
1986-06,636617,
1986-07,639967,
1986-08,643864,
1986-09,648657,
1986-10,650126,
1986-11,653561,
1986-12,663459,
1987-01,671104,
1987-02,675533,
1987-03,684234,
1987-04,686121,
1987-05,691848,
1987-06,694988,
1987-07,695061,
1987-08,697266,
1987-09,701106,
1987-10,703633,
1987-11,705729,
1987-12,713041,
1988-01,716815,
1988-02,716527,
1988-03,718688,
1988-04,719877,
1988-05,722218,
1988-06,723245,
1988-07,723536,
1988-08,725773,
1988-09,725194,
1988-10,725854,
1988-11,726158,
1988-12,730485,
1989-01,730407,
1989-02,732461,
1989-03,732997,
1989-04,734709,
1989-05,738868,
1989-06,740047,
1989-07,741386,
1989-08,745994,
1989-09,748828,
1989-10,754109,
1989-11,761555,
1989-12,773941,
1990-01,781578,
1990-02,788239,
1990-03,796407,
1990-04,803616,
1990-05,810139,
1990-06,826693,
1990-07,832469,
1990-08,837742,
1990-09,844798,
1990-10,848606,
1990-11,855787,
1990-12,868222,
1991-01,877608,
1991-02,885766,
1991-03,893487,
1991-04,900843,
1991-05,907094,
1991-06,916921,
1991-07,920758,
1991-08,925570,
1991-09,933762,
1991-10,939248,
1991-11,946301,
1991-12,957018,
1992-01,968170,
1992-02,976965,
1992-03,985039,
1992-04,991434,
1992-05,994530,
1992-06,997217,
1992-07,999177,
1992-08,1005049,
1992-09,1011907,
1992-10,1019024,
1992-11,1023763,
1992-12,1019319,
1993-01,1023270,
1993-02,1029757,
1993-03,1037023,
1993-04,1037240,
1993-05,1043418,
1993-06,1048368,
1993-07,1058750,
1993-08,1065726,
1993-09,1071081,
1993-10,1079284,
1993-11,1086116,
1993-12,1090685,
1994-01,1095549,
1994-02,1104401,
1994-03,1103706,
1994-04,1105814,
