"",BBK01.WX0032,BBK01.WX0032_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 10.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:06,
2008-12,4.98,
2009-01,4.99,
2009-02,5.00,
2009-03,5.01,
2009-04,5.01,
2009-05,5.01,
2009-06,5.00,
2009-07,4.99,
2009-08,4.99,
2009-09,4.98,
2009-10,4.97,
2009-11,4.96,
2009-12,4.95,
2010-01,4.95,
2010-02,4.94,
2010-03,4.94,
2010-04,4.93,
2010-05,4.92,
2010-06,4.92,
2010-07,4.91,
2010-08,4.90,
2010-09,4.89,
2010-10,4.87,
2010-11,4.87,
2010-12,4.86,
2011-01,4.86,
2011-02,4.86,
2011-03,4.86,
2011-04,4.86,
2011-05,4.85,
2011-06,4.85,
2011-07,4.85,
2011-08,4.85,
2011-09,4.85,
2011-10,4.85,
2011-11,4.86,
2011-12,4.86,
2012-01,4.85,
2012-02,4.85,
2012-03,4.84,
2012-04,4.83,
2012-05,4.82,
2012-06,4.82,
2012-07,4.81,
2012-08,4.79,
2012-09,4.79,
2012-10,4.77,
2012-11,4.76,
2012-12,4.74,
2013-01,4.73,
2013-02,4.72,
2013-03,4.70,
2013-04,4.67,
2013-05,4.65,
2013-06,4.63,
2013-07,4.61,
2013-08,4.60,
2013-09,4.58,
2013-10,4.57,
2013-11,4.56,
2013-12,4.54,
2014-01,4.52,
2014-02,4.50,
2014-03,4.48,
2014-04,4.46,
2014-05,4.43,
2014-06,4.40,
2014-07,4.36,
2014-08,4.32,
2014-09,4.28,
2014-10,4.24,
2014-11,4.20,
2014-12,4.15,
2015-01,4.10,
