"",BBK01.TS1083,BBK01.TS1083_FLAGS
"",Credit to non-financial corporations / Loans / With an agreed maturity of up to 1 year / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:26,
1999-01,205.3,
1999-02,202.8,
1999-03,200.1,
1999-04,198.3,
1999-05,197.6,
1999-06,203.6,
1999-07,203.1,
1999-08,201.2,
1999-09,202.1,
1999-10,205.6,
1999-11,207.5,
1999-12,209.7,
2000-01,213.8,
2000-02,217.0,
2000-03,218.0,
2000-04,224.1,
2000-05,219.9,
2000-06,218.1,
2000-07,215.1,
2000-08,218.7,
2000-09,223.0,
2000-10,224.5,
2000-11,224.5,
2000-12,225.2,
2001-01,227.5,
2001-02,228.9,
2001-03,233.1,
2001-04,230.1,
2001-05,233.6,
2001-06,233.8,
2001-07,232.5,
2001-08,228.9,
2001-09,229.3,
2001-10,230.2,
2001-11,230.2,
2001-12,232.4,
2002-01,228.7,
2002-02,227.2,
2002-03,227.2,
2002-04,227.0,
2002-05,224.6,
2002-06,222.4,
2002-07,221.2,
2002-08,220.1,
2002-09,220.1,
2002-10,217.6,
2002-11,216.4,
2002-12,215.6,
2003-01,215.5,
2003-02,211.4,
2003-03,206.1,
2003-04,203.4,
2003-05,201.4,
2003-06,201.8,
2003-07,199.5,
2003-08,197.3,
2003-09,197.2,
2003-10,194.8,
2003-11,195.2,
2003-12,194.1,
2004-01,189.8,
2004-02,189.2,
2004-03,187.6,
2004-04,185.0,
2004-05,181.0,
2004-06,178.2,
2004-07,176.5,
2004-08,176.3,
2004-09,174.0,
2004-10,174.1,
2004-11,176.6,
2004-12,171.8,
2005-01,169.1,
2005-02,170.0,
2005-03,169.3,
2005-04,168.4,
2005-05,168.6,
2005-06,167.0,
2005-07,165.7,
2005-08,162.4,
2005-09,166.5,
2005-10,164.4,
2005-11,159.6,
2005-12,159.5,
2006-01,160.7,
2006-02,156.9,
2006-03,156.7,
2006-04,159.5,
2006-05,157.5,
2006-06,158.5,
2006-07,161.0,
2006-08,159.2,
2006-09,159.4,
2006-10,160.4,
2006-11,160.1,
2006-12,159.9,
2007-01,160.5,
2007-02,158.8,
2007-03,157.3,
2007-04,158.7,
2007-05,159.9,
2007-06,159.5,
2007-07,162.5,
2007-08,163.8,
2007-09,165.7,
2007-10,166.2,
2007-11,166.8,
2007-12,178.4,
2008-01,176.4,
2008-02,179.7,
2008-03,181.2,
2008-04,183.0,
2008-05,184.1,
2008-06,185.3,
2008-07,184.6,
2008-08,185.7,
2008-09,185.2,
2008-10,186.7,
2008-11,187.6,
2008-12,194.3,
2009-01,192.3,
2009-02,187.7,
2009-03,186.8,
2009-04,183.1,
2009-05,182.1,
2009-06,175.1,
2009-07,167.5,
2009-08,167.1,
2009-09,163.0,
2009-10,159.0,
2009-11,155.5,
2009-12,147.1,
2010-01,147.6,
2010-02,145.2,
2010-03,142.7,
2010-04,139.8,
2010-05,142.2,
2010-06,141.0,
2010-07,137.1,
2010-08,136.4,
2010-09,136.0,
2010-10,136.8,
2010-11,136.6,
2010-12,136.1,
2011-01,137.0,
2011-02,139.4,
2011-03,138.9,
2011-04,137.8,
2011-05,138.5,
2011-06,139.0,
2011-07,141.0,
2011-08,139.9,
2011-09,140.8,
2011-10,140.7,
2011-11,141.3,
2011-12,139.4,
2012-01,141.4,
2012-02,141.7,
2012-03,140.9,
2012-04,141.5,
2012-05,141.9,
2012-06,141.6,
2012-07,142.4,
2012-08,141.3,
2012-09,142.1,
2012-10,140.3,
2012-11,140.5,
2012-12,138.8,
2013-01,137.5,
2013-02,137.9,
2013-03,138.6,
2013-04,136.1,
2013-05,135.5,
2013-06,134.4,
2013-07,133.3,
2013-08,134.3,
2013-09,133.4,
2013-10,132.9,
2013-11,131.6,
2013-12,132.8,
2014-01,131.4,
2014-02,130.6,
2014-03,130.7,
2014-04,130.9,
2014-05,131.2,
2014-06,133.7,
2014-07,131.5,
2014-08,131.2,
2014-09,129.7,
2014-10,129.4,
2014-11,130.7,
2014-12,130.6,Provisional value
2015-01,132.4,
