"",BBK01.WXI070,BBK01.WXI070_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:47:58,
2009-09,10,
2009-10,2,
2009-11,4,
2009-12,4,
2010-01,1,
2010-02,1,
2010-03,1,
2010-04,1,
2010-05,5,
2010-06,2,
2010-07,4,
2010-08,6,
2010-09,3,
2010-10,9,
2010-11,10,
2010-12,1,
2011-01,2,
2011-02,5,
2011-03,4,
2011-04,5,
2011-05,6,
2011-06,2,
2011-07,2,
2011-08,1,
2011-09,2,
2011-10,1,
2011-11,2,
2011-12,1,
2012-01,1,
2012-02,4,
2012-03,5,
2012-04,1,
2012-05,1,
2012-06,0,
2012-07,0,
2012-08,0,
2012-09,0,
2012-10,0,
2012-11,1,
2012-12,1,
2013-01,2,
2013-02,1,
2013-03,2,
2013-04,1,
2013-05,1,
2013-06,0,
2013-07,0,
2013-08,0,
2013-09,1,
2013-10,1,
2013-11,1,
2013-12,0,
2014-01,0,
2014-02,0,
2014-03,0,
2014-04,0,
2014-05,0,
2014-06,0,
2014-07,0,
2014-08,0,
2014-09,0,
2014-10,0,
2014-11,0,
