"",BBK01.OEAC11N,BBK01.OEAC11N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:43,
2002-01,51.987,
2002-04,52.385,
2002-07,52.457,
2002-10,52.062,
2003-01,50.905,
2003-04,51.123,
2003-07,51.003,
2003-10,48.136,
2004-01,48.040,
2004-04,48.027,
2004-07,48.088,
2004-10,48.434,
2005-01,48.649,
2005-04,49.034,
2005-07,49.053,
2005-10,49.363,
2006-01,61.226,
2006-04,61.531,
2006-07,61.797,
2006-10,62.095,
2007-01,61.769,
2007-04,61.886,
2007-07,61.546,
2007-10,61.541,
2008-01,61.777,
2008-04,63.916,
2008-07,63.652,
2008-10,63.756,
2009-01,63.985,
2009-04,65.420,
2009-07,65.848,
2009-10,64.535,
2010-01,66.048,
2010-04,66.717,
2010-07,68.759,
2010-10,69.226,
2011-01,69.311,
2011-04,69.687,
2011-07,70.054,
2011-10,70.543,
2012-01,70.531,
2012-04,66.250,
2012-07,66.338,
2012-10,66.645,
2013-01,67.008,
2013-04,67.632,
2013-07,68.286,
2013-10,68.455,
2014-01,69.042,
2014-04,69.065,
2014-07,69.670,
