"",BBK01.TUD405,BBK01.TUD405_FLAGS
"",Lending to banks (MFIs) in the euro area / in the home country / Loans / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:51,
1979-12,239573,
1980-01,221643,
1980-02,218635,
1980-03,220053,
1980-04,217333,
1980-05,221201,
1980-06,224834,
1980-07,225194,
1980-08,225436,
1980-09,227764,
1980-10,228013,
1980-11,243290,
1980-12,247259,
1981-01,236168,
1981-02,227838,
1981-03,233142,
1981-04,229222,
1981-05,233873,
1981-06,237120,
1981-07,235261,
1981-08,241477,
1981-09,238705,
1981-10,236444,
1981-11,253350,
1981-12,254850,
1982-01,243813,
1982-02,246695,
1982-03,252228,
1982-04,245916,
1982-05,249837,
1982-06,250968,
1982-07,246931,
1982-08,252909,
1982-09,256350,
1982-10,254441,
1982-11,267933,
1982-12,267333,
1983-01,258990,
1983-02,256895,
1983-03,253372,
1983-04,254502,
1983-05,264951,
1983-06,264949,
1983-07,262936,
1983-08,263408,
1983-09,259892,
1983-10,267266,
1983-11,273941,
1983-12,275707,
1984-01,266317,
1984-02,269662,
1984-03,264053,
1984-04,260541,
1984-05,259909,
1984-06,263246,
1984-07,268664,
1984-08,273852,
1984-09,275363,
1984-10,279282,
1984-11,291358,
1984-12,299051,
1985-01,279383,
1985-02,284604,
1985-03,277166,
1985-04,274849,
1985-05,276825,
1985-06,284914,
1985-07,282485,
1985-08,281779,
1985-09,287755,
1985-10,290665,
1985-11,303151,
1985-12,317465,
1986-01,299326,
1986-02,297717,
1986-03,302774,
1986-04,304289,
1986-05,301553,
1986-06,310749,
1986-07,305201,
1986-08,312396,
1986-09,310486,
1986-10,317179,
1986-11,338877,
1986-12,342890,
1987-01,328512,
1987-02,327816,
1987-03,338115,
1987-04,328759,
1987-05,339672,
1987-06,340176,
1987-07,334923,
1987-08,346090,
1987-09,344656,
1987-10,348761,
1987-11,368584,
1987-12,371437,
1988-01,357727,
1988-02,366747,
1988-03,353598,
1988-04,354625,
1988-05,360898,
1988-06,360339,
1988-07,362740,
1988-08,371416,
1988-09,371710,
1988-10,386768,
1988-11,397318,
1988-12,396161,
1989-01,379589,
1989-02,380712,
1989-03,374836,
1989-04,385315,
1989-05,383926,
1989-06,384732,
1989-07,392955,
1989-08,385183,
1989-09,386694,
1989-10,396576,
1989-11,414149,
1989-12,421467,
1990-01,407445,
1990-02,418716,
1990-03,406746,
1990-04,406958,
1990-05,411798,
1990-06,552303,
1990-07,563934,
1990-08,573436,
1990-09,573634,
1990-10,580487,
1990-11,584844,
1990-12,585930,
1991-01,562298,
1991-02,558726,
1991-03,546289,
1991-04,550818,
1991-05,546346,
1991-06,561316,
1991-07,555460,
1991-08,544627,
1991-09,550867,
1991-10,549095,
1991-11,570337,
1991-12,574121,
1992-01,555209,
1992-02,553602,
1992-03,557484,
1992-04,546157,
1992-05,549249,
1992-06,559120,
1992-07,546826,
1992-08,560920,
1992-09,585778,
1992-10,581727,
1992-11,614690,
1992-12,597201,
1993-01,582486,
1993-02,586029,
1993-03,582081,
1993-04,578474,
1993-05,579845,
1993-06,588669,
1993-07,583979,
1993-08,595860,
1993-09,591788,
1993-10,595153,
1993-11,626610,
1993-12,620015,
1994-01,621343,
1994-02,622258,
1994-03,606474,
1994-04,612957,
1994-05,618420,
1994-06,617095,
1994-07,617433,
1994-08,616571,
1994-09,614537,
1994-10,630397,
1994-11,645739,
1994-12,657040,
1995-01,640447,
1995-02,651927,
1995-03,643725,
1995-04,653077,
1995-05,658429,
1995-06,648090,
1995-07,636306,
1995-08,641253,
1995-09,653160,
1995-10,664206,
1995-11,702000,
1995-12,715681,
1996-01,711380,
1996-02,726548,
1996-03,725647,
1996-04,725655,
1996-05,719744,
1996-06,736980,
1996-07,737335,
1996-08,749223,
1996-09,760300,
1996-10,771337,
1996-11,807934,
1996-12,810776,
1997-01,792376,
1997-02,807492,
1997-03,812512,
1997-04,814748,
1997-05,830775,
1997-06,850811,
1997-07,843222,
1997-08,849342,
1997-09,846115,
1997-10,869395,
1997-11,899390,
1997-12,899164,
1998-01,898129,
1998-02,906997,
1998-03,902471,
1998-04,904881,
1998-05,929079,
1998-06,949843,
1998-07,939436,
1998-08,968930,
1998-09,966299,
1998-10,995634,
1998-11,1020804,
1998-12,1011017,
1999-01,1015354,
1999-02,988050,
1999-03,977750,
1999-04,993150,
1999-05,998208,
1999-06,1001231,
1999-07,1010067,
1999-08,1035339,
1999-09,1056758,
1999-10,1070011,
1999-11,1086217,
1999-12,1081439,
2000-01,1065920,
2000-02,1047078,
2000-03,1060605,
2000-04,1059025,
2000-05,1075950,
2000-06,1066854,
2000-07,1047541,
2000-08,1055859,
2000-09,1044901,
2000-10,1068099,
2000-11,1100012,
2000-12,1108887,
2001-01,1069725,
2001-02,1097583,
2001-03,1111204,
2001-04,1101651,
2001-05,1106224,
2001-06,1112375,
2001-07,1100565,
2001-08,1113001,
2001-09,1142239,
2001-10,1130668,
2001-11,1144054,
2001-12,1140594,
2002-01,1094033,
2002-02,1084226,
2002-03,1096141,
2002-04,1085837,
2002-05,1096729,
2002-06,1111212,
2002-07,1094883,
2002-08,1112958,
2002-09,1113292,
2002-10,1117872,
2002-11,1150562,
2002-12,1164260,
2003-01,1136197,
2003-02,1142115,
2003-03,1135014,
2003-04,1118559,
2003-05,1143647,
2003-06,1137128,
2003-07,1109747,
2003-08,1104522,
2003-09,1095298,
2003-10,1096071,
2003-11,1117501,
2003-12,1116769,
2004-01,1101285,
2004-02,1101891,
2004-03,1098690,
2004-04,1115084,
2004-05,1127594,
2004-06,1112715,
2004-07,1130373,
2004-08,1126361,
2004-09,1123782,
2004-10,1128104,
2004-11,1137636,
2004-12,1122896,
2005-01,1124598,
2005-02,1124353,
2005-03,1123712,
2005-04,1174824,
2005-05,1167081,
2005-06,1141159,
2005-07,1149941,
2005-08,1143736,
2005-09,1129885,
2005-10,1123509,
2005-11,1133266,
2005-12,1148419,
2006-01,1128224,
2006-02,1132577,
2006-03,1123247,
2006-04,1156693,
2006-05,1170606,
2006-06,1130801,
2006-07,1133249,
2006-08,1135979,
2006-09,1111723,
2006-10,1108072,
2006-11,1126258,
2006-12,1138644,
2007-01,1138096,
2007-02,1146748,
2007-03,1180528,
2007-04,1166984,
2007-05,1167187,
2007-06,1156159,
2007-07,1145979,
2007-08,1178142,
2007-09,1201221,
2007-10,1208467,
2007-11,1226454,
2007-12,1290409,
2008-01,1240361,
2008-02,1249952,
2008-03,1262391,
2008-04,1264076,
2008-05,1274095,
2008-06,1281730,
2008-07,1263053,
2008-08,1284172,
2008-09,1351762,
2008-10,1399593,
2008-11,1408263,
2008-12,1404322,
2009-01,1382468,
2009-02,1357051,
2009-03,1312911,
2009-04,1295046,
2009-05,1263668,
2009-06,1333096,
2009-07,1276996,
2009-08,1270256,
2009-09,1253062,
2009-10,1219208,
2009-11,1224683,
2009-12,1218396,
2010-01,1220417,
2010-02,1250231,
2010-03,1250304,
2010-04,1263857,
2010-05,1326419,
2010-06,1341305,
2010-07,1234540,
2010-08,1252045,
2010-09,1245362,
2010-10,1246178,
2010-11,1259740,
2010-12,1276868,
2011-01,1239695,
2011-02,1243140,
2011-03,1233803,
2011-04,1203349,
2011-05,1201319,
2011-06,1205979,
2011-07,1202006,
2011-08,1265176,
2011-09,1349396,
2011-10,1347617,
2011-11,1396589,
2011-12,1362234,
2012-01,1444627,
2012-02,1499663,
2012-03,1559123,
2012-04,1574384,
2012-05,1585865,
2012-06,1571306,
2012-07,1530777,
2012-08,1547507,
2012-09,1481487,
2012-10,1456529,
2012-11,1448515,
2012-12,1363783,
2013-01,1337894,
2013-02,1311982,
2013-03,1290045,
2013-04,1281251,
2013-05,1258940,
2013-06,1243851,
2013-07,1223158,
2013-08,1327118,
2013-09,1317744,
2013-10,1283344,
2013-11,1294693,
2013-12,1239076,
2014-01,1240681,
2014-02,1244875,
2014-03,1219672,
2014-04,1212179,
2014-05,1229479,
2014-06,1196242,
2014-07,1184180,
2014-08,1201396,
2014-09,1198549,
2014-10,1188792,
2014-11,1174370,
2014-12,1157819,
2015-01,1198063,
