"",BBK01.QUK830,BBK01.QUK830_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Estonia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:17,
2002-03,0.165,
2002-04,0.161,
2002-05,0.178,
2002-06,0.175,
2002-07,0.186,
2002-08,0.173,
2002-09,0.181,
2002-10,0.180,
2002-11,0.287,
2002-12,0.283,
2003-01,0.287,
2003-02,0.266,
2003-03,0.271,
2003-04,0.273,
2003-05,0.265,
2003-06,0.269,
2003-07,0.279,
2003-08,0.272,
2003-09,0.267,
2003-10,0.270,
2003-11,0.274,
2003-12,0.235,
2004-01,0.247,
2004-02,0.247,
2004-03,0.260,
2004-04,0.290,
2004-05,0.313,
2004-06,0.291,
2004-07,0.315,
2004-08,0.310,
2004-09,0.305,
2004-10,0.297,
2004-11,0.293,
2004-12,0.303,
2005-01,0.295,
2005-02,0.294,
2005-03,0.300,
2005-04,0.317,
2005-05,0.316,
2005-06,0.304,
2005-07,0.300,
2005-08,0.352,
2005-09,0.358,
2005-10,0.360,
2005-11,0.336,
2005-12,0.220,
2006-01,0.220,
2006-02,0.219,
2006-03,0.223,
2006-04,0.279,
2006-05,0.276,
2006-06,0.322,
2006-07,0.342,
2006-08,0.325,
2006-09,0.338,
2006-10,0.312,
2006-11,0.319,
2006-12,0.327,
2007-01,0.346,
2007-02,0.321,
2007-03,0.321,
2007-04,0.316,
2007-05,0.311,
2007-06,0.320,
2007-07,0.348,
2007-08,0.391,
2007-09,0.402,
2007-10,0.402,
2007-11,0.404,
2007-12,0.374,
2008-01,0.375,
2008-02,0.375,
2008-03,0.375,
2008-04,0.380,
2008-05,0.298,
2008-06,0.261,
2008-07,0.301,
2008-08,0.303,
2008-09,0.304,
2008-10,0.304,
2008-11,0.302,
2008-12,0.303,
2009-01,0.302,
2009-02,0.303,
2009-03,0.303,
2009-04,0.302,
2009-05,0.304,
2009-06,0.308,
2009-07,0.312,
2009-08,0.319,
2009-09,0.323,
2009-10,0.326,
2009-11,0.332,
2009-12,0.333,
2010-01,0.335,
2010-02,0.336,
2010-03,0.330,
2010-04,0.330,
2010-05,0.329,
2010-06,0.331,
2010-07,0.301,
2010-08,0.301,
2010-09,0.281,
2010-10,0.283,
2010-11,0.280,
2010-12,0.279,
2011-01,0.281,
2011-02,0.280,
2011-03,0.302,
2011-04,0.303,
2011-05,0.300,
2011-06,0.297,
2011-07,0.295,
2011-08,0.293,
2011-09,0.288,
2011-10,0.284,
2011-11,0.281,
2011-12,0.278,
2012-01,0.278,
2012-02,0.278,
2012-03,0.277,
2012-04,0.274,
2012-05,0.274,
2012-06,0.274,
2012-07,0.272,
2012-08,0.273,
2012-09,0.265,
2012-10,0.262,
2012-11,0.262,
2012-12,0.374,
2013-01,0.371,
2013-02,0.370,
2013-03,0.363,
2013-04,0.368,
2013-05,0.368,
2013-06,0.344,
2013-07,0.322,
2013-08,0.324,
2013-09,0.286,
2013-10,0.290,
2013-11,0.285,
2013-12,0.277,
2014-01,0.281,
2014-02,0.278,
2014-03,0.271,
2014-04,0.276,
2014-05,0.271,
2014-06,0.265,
2014-07,0.273,
2014-08,0.274,
2014-09,0.261,
2014-10,0.258,
