"",BBK01.EU8212,BBK01.EU8212_FLAGS
"","External position of the Bundesbank up to 1998 / Claims on the European Central Bank / ECU balances, resulting from tansfers from other central banks",
unit,DM (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:11,
1979-03,-,Nothing exists
1979-04,-,Nothing exists
1979-05,101.713,
1979-06,344.400,
1979-07,345.916,
1979-08,348.348,
1979-09,353.957,
1979-10,356.222,
1979-11,505.616,
1979-12,551.323,
1980-01,551.323,
1980-02,570.714,
1980-03,140.117,
1980-04,-,Nothing exists
1980-05,-,Nothing exists
1980-06,-,Nothing exists
1980-07,-,Nothing exists
1980-08,-,Nothing exists
1980-09,-,Nothing exists
1980-10,-,Nothing exists
1980-11,-,Nothing exists
1980-12,-,Nothing exists
1981-01,-,Nothing exists
1981-02,-,Nothing exists
1981-03,118.500,
1981-04,227.718,
1981-05,229.669,
1981-06,231.776,
1981-07,317.567,
1981-08,428.402,
1981-09,460.166,
1981-10,586.182,
1981-11,591.472,
1981-12,587.755,
1982-01,1261.917,
1982-02,1272.115,
1982-03,1284.211,
1982-04,2548.728,
1982-05,2562.846,
1982-06,3825.075,
1982-07,2272.141,
1982-08,2435.928,
1982-09,1510.294,
1982-10,1892.879,
1982-11,2735.901,
1982-12,2584.087,
1983-01,2567.615,
1983-02,3102.010,
1983-03,3115.364,
1983-04,1874.253,
1983-05,1906.555,
1983-06,1508.127,
1983-07,1489.778,
1983-08,1499.543,
1983-09,1508.480,
1983-10,1517.768,
1983-11,1526.812,
1983-12,1507.424,
1984-01,1517.006,
1984-02,1525.744,
1984-03,1626.107,
1984-04,1918.377,
1984-05,2507.067,
1984-06,2582.300,
1984-07,2698.419,
1984-08,2630.524,
1984-09,1811.695,
1984-10,1304.058,
1984-11,1054.397,
1984-12,921.203,
1985-01,96.887,
1985-02,97.537,
1985-03,97.537,
1985-04,49.009,
1985-05,49.373,
1985-06,-,Nothing exists
1985-07,-,Nothing exists
1985-08,-,Nothing exists
1985-09,-,Nothing exists
1985-10,-,Nothing exists
1985-11,-,Nothing exists
1985-12,-,Nothing exists
1986-01,-,Nothing exists
1986-02,-,Nothing exists
1986-03,-,Nothing exists
1986-04,-,Nothing exists
1986-05,-,Nothing exists
1986-06,-,Nothing exists
1986-07,-,Nothing exists
1986-08,-,Nothing exists
1986-09,-,Nothing exists
1986-10,-,Nothing exists
1986-11,223.918,
1986-12,214.261,
1987-01,214.261,
1987-02,215.582,
1987-03,2053.837,
1987-04,2072.946,
1987-05,2292.232,
1987-06,2305.549,
1987-07,2318.718,
1987-08,2344.391,
1987-09,4239.252,
1987-10,2357.398,
1987-11,2385.040,
1987-12,2380.504,
1988-01,2392.798,
1988-02,2905.535,
1988-03,2920.341,
1988-04,2934.263,
1988-05,2949.698,
1988-06,2964.244,
1988-07,2964.244,
1988-08,2997.695,
1988-09,2631.068,
1988-10,2647.269,
1988-11,2663.044,
1988-12,2679.460,
1989-01,2697.647,
1989-02,2714.203,
1989-03,2733.797,
1989-04,2752.148,
1989-05,2773.335,
1989-06,2793.281,
1989-07,45.993,
1989-08,0.520,
1989-09,0.852,
1989-10,1.250,
1989-11,1.657,
1989-12,2.026,
1990-01,2.483,
1990-02,2.884,
1990-03,3.307,
1990-04,3.748,
1990-05,4.177,
1990-06,4.593,
1990-07,5.040,
1990-08,5.476,
1990-09,5.882,
1990-10,6.354,
1990-11,6.787,
1990-12,7.249,
1991-01,7.727,
1991-02,8.162,
1991-03,8.162,
1991-04,9.088,
1991-05,9.548,
1991-06,9.956,
1991-07,10.452,
1991-08,10.896,
1991-09,11.278,
1991-10,11.838,
1991-11,12.278,
1991-12,12.780,
1992-01,13.283,
1992-02,24.091,
1992-03,24.619,
1992-04,25.118,
1992-05,-13.972,
1992-06,-13.972,
1992-07,-13.972,
1992-08,-13.972,
1992-09,-13.972,
1992-10,-34.669,
1992-11,-34.669,
1992-12,3889.418,
1993-01,3921.364,
1993-02,3943.850,
1993-03,3978.053,
1993-04,4008.562,
1993-05,4034.918,
1993-06,4063.674,
1993-07,4088.930,
1993-08,4116.035,
1993-09,4141.614,
1993-10,3167.471,
1993-11,7433.166,
1993-12,7281.975,
1994-01,7320.801,
1994-02,7356.057,
1994-03,7395.277,
1994-04,7430.686,
1994-05,7469.944,
1994-06,7505.401,
1994-07,7539.838,
1994-08,7579.203,
1994-09,7091.988,
1994-10,7126.780,
1994-11,6115.721,
1994-12,5824.811,
1995-01,5514.673,
1995-02,5540.115,
1995-03,5568.414,
1995-04,5596.245,
1995-05,5628.018,
1995-06,5655.838,
1995-07,5684.726,
1995-08,5712.551,
1995-09,5737.571,
1995-10,5153.905,
1995-11,5178.324,
1995-12,4714.745,
1996-01,4737.184,
1996-02,4755.109,
1996-03,4180.060,
1996-04,4196.601,
1996-05,1904.556,
1996-06,1910.806,
1996-07,-12.660,
1996-08,-12.660,
1996-09,-12.660,
1996-10,-12.660,
1996-11,-12.660,
1996-12,-12.660,
1997-01,-12.660,
1997-02,-12.660,
1997-03,-12.660,
1997-04,-12.660,
1997-05,-12.660,
1997-06,-12.660,
1997-07,-12.660,
1997-08,-12.660,
1997-09,-12.660,
1997-10,-12.660,
1997-11,-12.660,
1997-12,-13.645,
1998-01,-13.645,
1998-02,-13.645,
1998-03,-13.645,
1998-04,-,Nothing exists
1998-05,-,Nothing exists
1998-06,-,Nothing exists
1998-07,-,Nothing exists
1998-08,-,Nothing exists
1998-09,-,Nothing exists
1998-10,-,Nothing exists
1998-11,-,Nothing exists
1998-12,-,Nothing exists
