"",BBK01.OEAH17V,BBK01.OEAH17V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:52,
2002-01,10.530,
2002-04,10.669,
2002-07,10.951,
2002-10,10.966,
2003-01,10.399,
2003-04,9.866,
2003-07,10.097,
2003-10,10.745,
2004-01,9.795,
2004-04,9.869,
2004-07,9.925,
2004-10,10.979,
2005-01,10.525,
2005-04,10.515,
2005-07,11.084,
2005-10,11.357,
2006-01,11.087,
2006-04,11.602,
2006-07,11.638,
2006-10,12.013,
2007-01,12.391,
2007-04,12.588,
2007-07,12.534,
2007-10,13.591,
2008-01,13.976,
2008-04,9.344,
2008-07,9.861,
2008-10,10.081,
2009-01,8.054,
2009-04,7.128,
2009-07,6.130,
2009-10,6.337,
2010-01,5.890,
2010-04,6.029,
2010-07,5.740,
2010-10,5.809,
2011-01,6.008,
2011-04,6.024,
2011-07,6.975,
2011-10,7.598,
2012-01,7.681,
2012-04,8.790,
2012-07,8.628,
2012-10,8.459,
2013-01,8.592,
2013-04,8.281,
2013-07,8.567,
2013-10,8.721,
2014-01,8.425,
2014-04,8.869,
2014-07,8.696,
