"",BBK01.QUW446,BBK01.QUW446_FLAGS
"",Foreign branches: Short-term loans and advances to non- residents / Italy / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:44:57,
2001-12,6.554,
2002-01,7.287,
2002-02,7.199,
2002-03,7.289,
2002-04,5.982,
2002-05,6.149,
2002-06,6.179,
2002-07,6.015,
2002-08,6.008,
2002-09,7.189,
2002-10,7.338,
2002-11,7.380,
2002-12,6.804,
2003-01,6.760,
2003-02,5.961,
2003-03,6.223,
2003-04,6.167,
2003-05,5.914,
2003-06,6.869,
2003-07,7.910,
2003-08,7.503,
2003-09,6.992,
2003-10,7.298,
2003-11,5.647,
2003-12,5.534,
2004-01,6.145,
2004-02,5.681,
2004-03,5.569,
2004-04,5.352,
2004-05,5.764,
2004-06,5.761,
2004-07,5.894,
2004-08,5.690,
2004-09,6.344,
2004-10,5.544,
2004-11,6.201,
2004-12,6.805,
2005-01,7.685,
2005-02,8.504,
2005-03,8.010,
2005-04,7.714,
2005-05,6.980,
2005-06,9.074,
2005-07,7.013,
2005-08,8.830,
2005-09,8.352,
2005-10,7.971,
2005-11,8.518,
2005-12,7.324,
2006-01,8.341,
2006-02,8.797,
2006-03,8.248,
2006-04,7.789,
2006-05,8.302,
2006-06,8.128,
2006-07,7.390,
2006-08,5.865,
2006-09,6.303,
2006-10,7.652,
2006-11,10.044,
2006-12,9.269,
2007-01,11.007,
2007-02,11.466,
2007-03,11.242,
2007-04,9.505,
2007-05,8.694,
2007-06,17.644,
2007-07,19.870,
2007-08,11.031,
2007-09,11.069,
2007-10,11.668,
2007-11,12.285,
2007-12,16.241,
2008-01,17.461,
2008-02,16.577,
2008-03,19.104,
2008-04,14.349,
2008-05,13.018,
2008-06,15.706,
2008-07,11.509,
2008-08,13.351,
2008-09,11.934,
2008-10,11.338,
2008-11,9.135,
2008-12,13.094,
2009-01,9.475,
2009-02,9.121,
2009-03,8.978,
2009-04,8.715,
2009-05,9.266,
2009-06,8.795,
2009-07,9.214,
2009-08,9.061,
2009-09,9.211,
2009-10,8.735,
2009-11,8.398,
2009-12,9.189,
2010-01,9.685,
2010-02,9.610,
2010-03,10.091,
2010-04,9.550,
2010-05,9.365,
2010-06,12.277,
2010-07,15.145,
2010-08,12.535,
2010-09,12.486,
2010-10,11.254,
2010-11,11.270,
2010-12,12.238,
2011-01,18.128,
2011-02,14.159,
2011-03,12.961,
2011-04,11.607,
2011-05,11.051,
2011-06,12.603,
2011-07,11.620,
2011-08,11.559,
2011-09,13.526,
2011-10,12.073,
2011-11,12.570,
2011-12,12.191,
2012-01,9.975,
2012-02,14.793,
2012-03,10.756,
2012-04,11.211,
2012-05,11.474,
2012-06,12.401,
2012-07,12.842,
2012-08,10.002,
2012-09,11.873,
2012-10,11.389,
2012-11,11.185,
2012-12,12.148,
2013-01,10.756,
2013-02,11.247,
2013-03,12.386,
2013-04,12.042,
2013-05,12.789,
2013-06,17.003,
2013-07,16.545,
2013-08,13.978,
2013-09,16.009,
2013-10,14.411,
2013-11,16.297,
2013-12,15.585,
2014-01,13.511,
2014-02,12.997,
2014-03,15.179,
2014-04,16.401,
2014-05,15.841,
2014-06,15.861,
2014-07,15.097,
2014-08,17.702,
2014-09,15.685,
2014-10,15.269,
2014-11,18.715,
