"",BBK01.OU1072,BBK01.OU1072_FLAGS
"",Domestic securities / Total / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:25,
1965-01,2.522,
1965-02,2.621,
1965-03,2.645,
1965-04,2.679,
1965-05,2.702,
1965-06,2.643,
1965-07,2.647,
1965-08,2.617,
1965-09,2.585,
1965-10,2.534,
1965-11,2.528,
1965-12,2.479,
1966-01,2.448,
1966-02,2.474,
1966-03,2.440,
1966-04,2.417,
1966-05,2.423,
1966-06,2.411,
1966-07,2.357,
1966-08,2.342,
1966-09,2.366,
1966-10,2.406,
1966-11,2.413,
1966-12,2.556,
1967-01,2.788,
1967-02,2.773,
1967-03,2.858,
1967-04,2.913,
1967-05,2.957,
1967-06,3.028,
1967-07,3.154,
1967-08,3.257,
1967-09,3.329,
1967-10,3.471,
1967-11,3.559,
1967-12,3.546,
1968-01,3.601,
1968-02,3.594,
1968-03,3.620,
1968-04,3.585,
1968-05,3.669,
1968-06,3.850,
1968-07,4.001,
1968-08,4.117,
1968-09,4.234,
1968-10,4.380,
1968-11,4.454,
1968-12,4.640,
1969-01,4.609,
1969-02,4.745,
1969-03,4.797,
1969-04,4.918,
1969-05,4.997,
1969-06,4.889,
1969-07,4.933,
1969-08,5.053,
1969-09,5.126,
1969-10,5.280,
1969-11,5.273,
1969-12,5.253,
1970-01,5.158,
1970-02,5.153,
1970-03,5.167,
1970-04,5.215,
1970-05,5.203,
1970-06,5.081,
1970-07,5.105,
1970-08,5.062,
1970-09,5.031,
1970-10,4.943,
1970-11,5.019,
1970-12,5.153,
1971-01,5.135,
1971-02,5.096,
1971-03,5.050,
1971-04,5.068,
1971-05,5.195,
1971-06,5.125,
1971-07,5.085,
1971-08,5.021,
1971-09,5.075,
1971-10,5.133,
1971-11,5.044,
1971-12,5.141,
1972-01,5.191,
1972-02,5.286,
1972-03,5.259,
1972-04,5.240,
1972-05,5.201,
1972-06,5.107,
1972-07,5.317,
1972-08,5.442,
1972-09,5.606,
1972-10,5.648,
1972-11,5.699,
1972-12,5.809,
1973-01,5.848,
1973-02,6.108,
1973-03,6.212,
1973-04,6.041,
1973-05,5.949,
1973-06,6.093,
1973-07,6.253,
1973-08,6.497,
1973-09,6.589,
1973-10,6.679,
1973-11,6.737,
1973-12,6.901,
1974-01,6.900,
1974-02,6.808,
1974-03,6.776,
1974-04,6.822,
1974-05,6.883,
1974-06,6.924,
1974-07,7.025,
1974-08,7.344,
1974-09,7.435,
1974-10,7.443,
1974-11,7.653,
1974-12,8.026,
1975-01,7.862,
1975-02,7.807,
1975-03,7.760,
1975-04,7.858,
1975-05,7.999,
1975-06,8.021,
1975-07,8.001,
1975-08,8.039,
1975-09,7.747,
1975-10,7.818,
1975-11,8.032,
1975-12,8.543,
1976-01,8.574,
1976-02,8.508,
1976-03,8.486,
1976-04,8.381,
1976-05,8.641,
1976-06,8.583,
1976-07,8.617,
1976-08,8.801,
1976-09,9.083,
1976-10,9.325,
1976-11,9.691,
1976-12,9.866,
1977-01,9.656,
1977-02,9.764,
1977-03,9.972,
1977-04,10.364,
1977-05,10.331,
1977-06,10.861,
1977-07,11.244,
1977-08,11.563,
1977-09,11.662,
1977-10,12.002,
1977-11,12.528,
1977-12,12.983,
1978-01,12.575,
1978-02,12.983,
1978-03,13.078,
1978-04,13.195,
1978-05,13.108,
1978-06,13.552,
1978-07,13.429,
1978-08,13.872,
1978-09,14.455,
1978-10,14.570,
1978-11,14.879,
1978-12,14.889,
1979-01,14.590,
1979-02,14.809,
1979-03,15.068,
1979-04,14.907,
1979-05,14.650,
1979-06,14.746,
1979-07,14.828,
1979-08,14.646,
