"",BBK01.WX4246,BBK01.WX4246_FLAGS
"",Sales (=purchases) of domestic and foreign debt securities,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 09:16:14,
2000-01,25685,
2000-02,34459,
2000-03,15489,
2000-04,21866,
2000-05,29275,
2000-06,9869,
2000-07,36165,
2000-08,7220,
2000-09,13426,
2000-10,24507,
2000-11,1496,
2000-12,6936,
2001-01,6877,
2001-02,24417,
2001-03,23705,
2001-04,15414,
2001-05,19165,
2001-06,3793,
2001-07,34664,
2001-08,-288,
2001-09,8986,
2001-10,24963,
2001-11,10609,
2001-12,7922,
2002-01,22955,
2002-02,17002,
2002-03,27229,
2002-04,19113,
2002-05,27828,
2002-06,6565,
2002-07,25970,
2002-08,1582,
2002-09,36042,
2002-10,3874,
2002-11,32925,
2002-12,-45689,
2003-01,27591,
2003-02,34651,
2003-03,15631,
2003-04,23874,
2003-05,22115,
2003-06,9449,
2003-07,12209,
2003-08,-10934,
2003-09,18170,
2003-10,35945,
2003-11,10029,
2003-12,-14051,
2004-01,23263,
2004-02,28172,
2004-03,42715,
2004-04,30391,
2004-05,30181,
2004-06,18968,
2004-07,34523,
2004-08,17333,
2004-09,6542,
2004-10,16092,
2004-11,13188,
2004-12,-27478,
2005-01,43269,
2005-02,37081,
2005-03,31402,
2005-04,57662,
2005-05,-2088,
2005-06,45616,
2005-07,3668,
2005-08,1945,
2005-09,23571,
2005-10,5926,
2005-11,14533,
2005-12,-9927,
2006-01,55610,
2006-02,11081,
2006-03,42228,
2006-04,6583,
2006-05,47350,
2006-06,14408,
2006-07,23338,
2006-08,-16280,
2006-09,12471,
2006-10,41592,
2006-11,24087,
2006-12,-20462,
2007-01,58404,
2007-02,28076,
2007-03,31262,
2007-04,18319,
2007-05,48854,
2007-06,17628,
2007-07,724,
2007-08,-26998,
2007-09,-4898,
2007-10,44620,
2007-11,33373,
2007-12,-31566,
2008-01,17785,
2008-02,-12923,
2008-03,40550,
2008-04,-29239,
2008-05,41510,
2008-06,19892,
2008-07,14705,Estimated value
2008-08,43938,Estimated value
2008-09,-32486,Estimated value
2008-10,-35286,Estimated value
2008-11,39647,Estimated value
2008-12,-31603,Estimated value
2009-01,-205,
2009-02,3579,
2009-03,3034,
2009-04,7107,
2009-05,52341,
2009-06,10076,
2009-07,-2384,
2009-08,11542,
2009-09,-13526,
2009-10,-84,
2009-11,22049,
2009-12,-23320,
2010-01,11972,
2010-02,15128,
2010-03,13352,
2010-04,16061,
2010-05,5094,
2010-06,-24598,
2010-07,-29898,
2010-08,16308,
2010-09,8222,
2010-10,226630,
2010-11,-44580,
2010-12,-67073,
2011-01,22525,
2011-02,48369,
2011-03,-3600,
2011-04,-3897,
2011-05,29493,
2011-06,-24226,
2011-07,-16535,
2011-08,40853,
2011-09,-11617,
2011-10,-21471,
2011-11,22932,
2011-12,-46188,
2012-01,-4887,
2012-02,45457,
2012-03,15178,
2012-04,-3673,
2012-05,17644,
2012-06,-13896,
2012-07,23284,
2012-08,4781,
2012-09,-15534,
2012-10,7666,
2012-11,11042,
2012-12,-32097,
2013-01,70,
2013-02,21949,
2013-03,-10495,
2013-04,8227,
2013-05,17277,
2013-06,-13132,
2013-07,-19574,
2013-08,929,
2013-09,-4645,
2013-10,7451,
2013-11,19214,
2013-12,-38456,
2014-01,6624,
2014-02,4043,
2014-03,5306,
2014-04,-6811,
2014-05,32039,
2014-06,1737,
2014-07,3,
2014-08,9038,
2014-09,9738,
2014-10,5469,
2014-11,20064,
2014-12,-23306,
