"",BBK01.OUU368,BBK01.OUU368_FLAGS
"",Loans to foreign enterprises and households / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:13,
1999-01,0.456,
1999-02,0.455,
1999-03,0.454,
1999-04,0.459,
1999-05,0.455,
1999-06,0.453,
1999-07,0.455,
1999-08,0.452,
1999-09,0.455,
1999-10,0.456,
1999-11,0.452,
1999-12,0.445,
2000-01,0.446,
2000-02,0.442,
2000-03,0.443,
2000-04,0.438,
2000-05,0.437,
2000-06,0.436,
2000-07,0.435,
2000-08,0.437,
2000-09,0.440,
2000-10,0.436,
2000-11,0.437,
2000-12,0.432,
2001-01,0.434,
2001-02,0.435,
2001-03,0.437,
2001-04,0.437,
2001-05,0.434,
2001-06,0.436,
2001-07,0.437,
2001-08,0.438,
2001-09,0.433,
2001-10,0.434,
2001-11,0.432,
2001-12,0.433,
2002-01,0.431,
2002-02,0.433,
2002-03,0.432,
2002-04,0.439,
2002-05,0.437,
2002-06,0.438,
2002-07,0.437,
2002-08,0.439,
2002-09,0.440,
2002-10,0.436,
2002-11,0.437,
2002-12,0.443,
2003-01,0.443,
2003-02,0.445,
2003-03,0.444,
2003-04,0.439,
2003-05,0.438,
2003-06,0.442,
2003-07,0.558,
2003-08,0.562,
2003-09,0.562,
2003-10,0.560,
2003-11,0.558,
2003-12,0.554,
2004-01,0.552,
2004-02,0.546,
2004-03,0.518,
2004-04,0.515,
2004-05,0.512,
2004-06,0.508,
2004-07,0.502,
2004-08,0.498,
2004-09,0.493,
2004-10,0.492,
2004-11,0.486,
2004-12,0.485,
2005-01,0.485,
2005-02,0.480,
2005-03,0.481,
2005-04,0.476,
2005-05,0.478,
2005-06,0.475,
2005-07,0.478,
2005-08,0.473,
2005-09,0.472,
2005-10,0.471,
2005-11,0.470,
2005-12,0.704,
2006-01,0.462,
2006-02,0.464,
2006-03,0.465,
2006-04,0.461,
2006-05,0.468,
2006-06,0.466,
2006-07,0.461,
2006-08,0.463,
2006-09,0.461,
2006-10,0.465,
2006-11,0.462,
2006-12,0.481,
2007-01,0.483,
2007-02,0.483,
2007-03,0.484,
2007-04,0.484,
2007-05,0.481,
2007-06,0.485,
2007-07,0.480,
2007-08,0.480,
2007-09,0.483,
2007-10,0.489,
2007-11,0.495,
2007-12,0.498,
2008-01,0.514,
2008-02,0.515,
2008-03,0.514,
2008-04,0.520,
2008-05,0.525,
2008-06,0.527,
2008-07,0.540,
2008-08,0.545,
2008-09,0.553,
2008-10,0.556,
2008-11,0.555,
2008-12,0.563,
2009-01,0.569,
2009-02,0.568,
2009-03,0.575,
2009-04,0.580,
2009-05,0.582,
2009-06,0.582,
2009-07,0.587,
2009-08,0.590,
2009-09,0.596,
2009-10,0.590,
2009-11,0.597,
2009-12,0.602,
2010-01,0.608,
2010-02,0.606,
2010-03,0.607,
2010-04,0.608,
2010-05,0.609,
2010-06,0.614,
2010-07,0.612,
2010-08,0.616,
2010-09,0.621,
2010-10,0.612,
2010-11,0.618,
2010-12,0.617,
2011-01,0.616,
2011-02,0.616,
2011-03,0.622,
2011-04,0.622,
2011-05,0.630,
2011-06,0.628,
2011-07,0.631,
2011-08,0.636,
2011-09,0.653,
2011-10,0.655,
2011-11,0.654,
2011-12,0.656,
2012-01,0.664,
2012-02,0.673,
2012-03,0.670,
2012-04,0.677,
2012-05,0.683,
2012-06,0.693,
2012-07,0.703,
2012-08,0.703,
2012-09,0.708,
2012-10,0.712,
2012-11,0.714,
2012-12,0.716,
2013-01,0.718,
2013-02,0.715,
2013-03,0.724,
2013-04,0.704,
2013-05,0.722,
2013-06,0.734,
2013-07,0.737,
2013-08,0.743,
2013-09,0.752,
2013-10,0.767,
2013-11,0.773,
2013-12,0.775,
2014-01,0.865,
2014-02,0.915,
2014-03,0.918,
2014-04,0.927,
2014-05,0.930,
2014-06,0.953,
2014-07,0.962,
2014-08,0.969,
2014-09,0.972,
2014-10,0.979,
2014-11,0.981,
2014-12,1.026,Provisional value
