"",BBK01.OUU402,BBK01.OUU402_FLAGS
"",Balances and loans to banks (MFIs) / long-term / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:16,
1999-01,7.855,
1999-02,8.768,
1999-03,8.983,
1999-04,9.251,
1999-05,10.640,
1999-06,11.243,
1999-07,11.958,
1999-08,11.873,
1999-09,12.407,
1999-10,12.918,
1999-11,13.793,
1999-12,14.493,
2000-01,14.946,
2000-02,15.153,
2000-03,15.219,
2000-04,15.436,
2000-05,15.921,
2000-06,16.083,
2000-07,16.314,
2000-08,16.321,
2000-09,15.971,
2000-10,15.516,
2000-11,15.438,
2000-12,15.294,
2001-01,15.394,
2001-02,15.332,
2001-03,15.123,
2001-04,15.512,
2001-05,15.747,
2001-06,15.699,
2001-07,15.752,
2001-08,15.675,
2001-09,15.752,
2001-10,15.639,
2001-11,15.912,
2001-12,16.095,
2002-01,16.175,
2002-02,16.251,
2002-03,16.543,
2002-04,16.636,
2002-05,16.673,
2002-06,16.574,
2002-07,16.453,
2002-08,16.072,
2002-09,15.435,
2002-10,15.773,
2002-11,15.746,
2002-12,15.610,
2003-01,16.006,
2003-02,16.068,
2003-03,16.210,
2003-04,16.756,
2003-05,16.788,
2003-06,17.056,
2003-07,18.633,
2003-08,19.106,
2003-09,19.130,
2003-10,19.313,
2003-11,19.594,
2003-12,19.321,
2004-01,19.457,
2004-02,20.054,
2004-03,21.015,
2004-04,22.529,
2004-05,22.739,
2004-06,22.789,
2004-07,22.521,
2004-08,22.300,
2004-09,22.603,
2004-10,23.278,
2004-11,24.071,
2004-12,24.708,
2005-01,24.684,
2005-02,25.079,
2005-03,26.426,
2005-04,25.836,
2005-05,26.227,
2005-06,26.420,
2005-07,26.811,
2005-08,27.054,
2005-09,27.148,
2005-10,29.060,
2005-11,29.439,
2005-12,29.983,
2006-01,30.316,
2006-02,32.456,
2006-03,33.696,
2006-04,34.842,
2006-05,34.970,
2006-06,35.317,
2006-07,35.791,
2006-08,35.951,
2006-09,36.135,
2006-10,36.295,
2006-11,35.670,
2006-12,35.535,
2007-01,35.441,
2007-02,35.645,
2007-03,34.534,
2007-04,35.130,
2007-05,35.594,
2007-06,35.639,
2007-07,35.637,
2007-08,35.697,
2007-09,35.259,
2007-10,35.106,
2007-11,34.472,
2007-12,34.397,
2008-01,33.293,
2008-02,33.678,
2008-03,33.732,
2008-04,33.946,
2008-05,33.761,
2008-06,33.810,
2008-07,33.667,
2008-08,33.604,
2008-09,33.490,
2008-10,32.967,
2008-11,32.519,
2008-12,32.189,
2009-01,31.833,
2009-02,31.296,
2009-03,31.187,
2009-04,31.154,
2009-05,31.124,
2009-06,31.145,
2009-07,31.013,
2009-08,30.808,
2009-09,30.751,
2009-10,30.597,
2009-11,30.589,
2009-12,30.911,
2010-01,31.044,
2010-02,31.185,
2010-03,31.274,
2010-04,31.324,
2010-05,31.603,
2010-06,31.886,
2010-07,32.188,
2010-08,32.503,
2010-09,33.387,
2010-10,34.431,
2010-11,34.907,
2010-12,34.850,
2011-01,35.021,
2011-02,35.235,
2011-03,35.421,
2011-04,35.511,
2011-05,35.289,
2011-06,35.391,
2011-07,35.466,
2011-08,34.829,
2011-09,34.922,
2011-10,35.458,
2011-11,35.752,
2011-12,35.817,
2012-01,36.512,
2012-02,36.563,
2012-03,37.010,
2012-04,37.285,
2012-05,37.731,
2012-06,37.854,
2012-07,37.049,
2012-08,37.183,
2012-09,37.321,
2012-10,37.018,
2012-11,37.096,
2012-12,37.138,
2013-01,37.866,
2013-02,37.917,
2013-03,37.650,
2013-04,37.917,
2013-05,38.051,
2013-06,37.981,
2013-07,37.891,
2013-08,38.452,
2013-09,38.309,
2013-10,38.519,
2013-11,38.747,
2013-12,38.687,
2014-01,39.064,
2014-02,39.588,
2014-03,39.742,
2014-04,40.113,
2014-05,40.288,
2014-06,40.443,
2014-07,40.562,
2014-08,40.877,
2014-09,40.931,
2014-10,40.432,
2014-11,40.443,
2014-12,40.411,Provisional value
