"",BBK01.EU8145,BBK01.EU8145_FLAGS
"",External position of the Bundesbank since the beginning of EMU / External liabilities to residents in other euro-area member states,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:38,
1998-12,44.696,comment
1999-01,902.652,
1999-02,579.546,
1999-03,226.460,
1999-04,138.848,
1999-05,125.420,
1999-06,89.772,
1999-07,31.329,
1999-08,14.082,
1999-09,29.988,
1999-10,13.289,
1999-11,22.535,
1999-12,11.374,
2000-01,9.715,
2000-02,18.128,
2000-03,8.515,
2000-04,9.379,
2000-05,37.069,
2000-06,35.795,
2000-07,8.247,
2000-08,7.451,
2000-09,13.796,
2000-10,16.566,
2000-11,36.941,
2000-12,9.373,
2001-01,16.437,
2001-02,8.846,
2001-03,34.388,
2001-04,11.685,
2001-05,8.582,
2001-06,50.459,
2001-07,167.151,
2001-08,16.188,
2001-09,26.982,
2001-10,128.830,
2001-11,39.314,
2001-12,48.776,
2002-01,26.101,
2002-02,104.183,
2002-03,7.759,
2002-04,11.031,
2002-05,18.336,
2002-06,13.504,
2002-07,9.930,
2002-08,15.799,
2002-09,7.304,
2002-10,7.464,
2002-11,31.637,
2002-12,32.761,
2003-01,21.165,
2003-02,33.540,
2003-03,12.854,
2003-04,49.655,
2003-05,8.806,
2003-06,9.175,
2003-07,7.895,
2003-08,7.473,
2003-09,7.886,
2003-10,9.378,
2003-11,9.333,
2003-12,9.204,
2004-01,8.944,
2004-02,5.882,
2004-03,8.530,
2004-04,7.778,
2004-05,6.197,
2004-06,13.417,
2004-07,14.724,
2004-08,6.237,
2004-09,14.079,
2004-10,12.447,
2004-11,8.096,
2004-12,11.910,
2005-01,14.316,
2005-02,4.970,
2005-03,28.312,
2005-04,13.999,
2005-05,23.388,
2005-06,17.682,
2005-07,6.498,
2005-08,6.685,
2005-09,10.009,
2005-10,8.017,
2005-11,8.679,
2005-12,12.965,
2006-01,4.972,
2006-02,6.306,
2006-03,17.580,
2006-04,10.862,
2006-05,7.038,
2006-06,38.679,
2006-07,7.195,
2006-08,6.597,
2006-09,8.439,
2006-10,9.790,
2006-11,5.917,
2006-12,11.959,
2007-01,16.370,
2007-02,8.457,
2007-03,10.264,
2007-04,14.170,
2007-05,11.358,
2007-06,12.427,
2007-07,9.664,
2007-08,7.286,
2007-09,8.879,
2007-10,7.715,
2007-11,7.904,
2007-12,8.422,
2008-01,12.872,
2008-02,5.342,
2008-03,5.936,
2008-04,5.833,
2008-05,16.944,
2008-06,7.197,
2008-07,16.202,
2008-08,3.948,
2008-09,12.870,
2008-10,12704.476,
2008-11,14267.352,
2008-12,18402.678,
2009-01,14874.369,
2009-02,9142.784,
2009-03,5.545,
2009-04,4.038,
2009-05,4.128,
2009-06,4.405,
2009-07,3.589,
2009-08,2.552,
2009-09,2.674,
2009-10,3.351,
2009-11,1.825,
2009-12,2.153,
2010-01,2.157,
2010-02,2.150,
2010-03,3.244,
2010-04,2.364,
2010-05,2.446,
2010-06,2.172,
2010-07,2.584,
2010-08,2.160,
2010-09,2.024,
2010-10,2.134,
2010-11,1.967,
2010-12,1.959,
2011-01,1371.255,
2011-02,1.919,
2011-03,2.013,
2011-04,2.488,
2011-05,2.172,
2011-06,87.993,
2011-07,3.872,
2011-08,4.385,
2011-09,3.848,
2011-10,4.567,
2011-11,6.704,
2011-12,4.047,
2012-01,14.387,
2012-02,1503.201,
2012-03,1497.124,
2012-04,714.137,
2012-05,1506.256,
2012-06,1549.425,
2012-07,10820.778,
2012-08,11328.100,
2012-09,9442.711,
2012-10,41557.846,
2012-11,30159.590,
2012-12,23135.724,
2013-01,20407.233,
2013-02,21145.083,
2013-03,9602.268,
2013-04,25994.921,
2013-05,18712.744,
2013-06,6974.858,
2013-07,11274.078,
2013-08,9499.659,
2013-09,11039.187,
2013-10,30995.881,
2013-11,17594.138,
2013-12,5130.203,
2014-01,7919.573,
2014-02,10104.109,
2014-03,6727.300,
2014-04,24644.183,
2014-05,23306.388,
2014-06,17208.111,
2014-07,12898.122,
2014-08,11527.480,
2014-09,13402.887,
2014-10,20504.444,
2014-11,23364.359,
2014-12,7261.545,
2015-01,17703.824,
