"",BBK01.OUB029,BBK01.OUB029_FLAGS
"",Sight deposits of foreign banks (MFIs) / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:54,
1958-12,0.855,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.752,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.839,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.904,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,1.199,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,1.554,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,1.514,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,1.278,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,1.268,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,1.161,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,1.441,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,1.348,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,1.518,
1965-01,1.390,
1965-02,1.287,
1965-03,1.332,
1965-04,1.332,
1965-05,1.379,
1965-06,1.402,
1965-07,1.466,
1965-08,1.320,
1965-09,1.370,
1965-10,1.430,
1965-11,1.419,
1965-12,1.562,
1966-01,1.433,
1966-02,1.422,
1966-03,1.440,
1966-04,1.412,
1966-05,1.388,
1966-06,1.431,
1966-07,1.466,
1966-08,1.429,
1966-09,1.479,
1966-10,1.465,
1966-11,1.442,
1966-12,1.517,
1967-01,1.188,
1967-02,1.204,
1967-03,1.213,
1967-04,1.226,
1967-05,1.315,
1967-06,1.305,
1967-07,1.348,
1967-08,1.322,
1967-09,1.408,
1967-10,1.572,
1967-11,1.701,
1967-12,1.881,
1968-01,1.609,
1968-02,1.696,
1968-03,1.767,
1968-04,1.750,
1968-05,1.940,
1968-06,1.973,
1968-07,2.059,
1968-08,2.144,
1968-09,2.244,
1968-10,2.116,
1968-11,3.198,
1968-12,2.460,
1969-01,2.096,
1969-02,2.088,
1969-03,2.139,
1969-04,2.300,
1969-05,2.942,
1969-06,2.554,
1969-07,2.335,
1969-08,2.526,
1969-09,2.789,
1969-10,2.845,
1969-11,2.538,
1969-12,3.092,
1970-01,2.609,
1970-02,2.789,
1970-03,2.437,
1970-04,2.216,
1970-05,2.556,
1970-06,2.298,
1970-07,2.504,
1970-08,2.417,
1970-09,2.890,
1970-10,2.321,
1970-11,2.518,
1970-12,3.345,
1971-01,2.632,
1971-02,2.613,
1971-03,2.435,
1971-04,2.751,
1971-05,3.671,
1971-06,2.818,
1971-07,2.754,
1971-08,2.986,
1971-09,2.734,
1971-10,2.817,
1971-11,2.659,
1971-12,4.114,
1972-01,3.038,
1972-02,3.104,
1972-03,3.303,
1972-04,3.046,
1972-05,3.029,
1972-06,4.166,
1972-07,4.796,
1972-08,4.165,
1972-09,3.723,
1972-10,3.556,
1972-11,3.486,
1972-12,4.608,
1973-01,3.915,
1973-02,6.196,
1973-03,5.850,
1973-04,5.342,
1973-05,4.219,
1973-06,4.122,
1973-07,4.594,
1973-08,3.924,
1973-09,4.681,
1973-10,3.757,
1973-11,3.719,
1973-12,4.480,
1974-01,4.363,
1974-02,4.329,
1974-03,4.479,
1974-04,4.637,
1974-05,5.448,
1974-06,5.241,
1974-07,4.837,
1974-08,4.405,
1974-09,4.680,
1974-10,4.617,
1974-11,4.395,
1974-12,4.907,
1975-01,3.977,
1975-02,4.226,
1975-03,4.638,
1975-04,4.081,
1975-05,4.066,
1975-06,4.410,
1975-07,4.308,
1975-08,4.138,
1975-09,4.351,
1975-10,5.021,
1975-11,4.267,
1975-12,4.817,
1976-01,4.367,
1976-02,4.784,
1976-03,4.864,
1976-04,5.014,
1976-05,4.619,
1976-06,4.862,
1976-07,4.190,
1976-08,4.193,
1976-09,4.777,
1976-10,5.511,
1976-11,5.463,
1976-12,6.024,
1977-01,4.459,
1977-02,4.910,
1977-03,4.692,
1977-04,4.722,
1977-05,4.972,
1977-06,5.357,
1977-07,5.306,
1977-08,4.788,
1977-09,4.377,
1977-10,4.505,
1977-11,4.693,
1977-12,5.235,
1978-01,4.888,
1978-02,4.751,
1978-03,4.974,
1978-04,5.653,
1978-05,4.902,
1978-06,4.828,
1978-07,5.315,
1978-08,5.085,
1978-09,5.221,
1978-10,5.468,
1978-11,5.160,
1978-12,6.284,
1979-01,6.502,
1979-02,5.452,
1979-03,5.115,
1979-04,5.227,
1979-05,5.422,
1979-06,5.462,
1979-07,4.699,
1979-08,4.783,
1979-09,5.345,
1979-10,5.881,
1979-11,5.283,
1979-12,7.301,
1980-01,5.844,
1980-02,6.351,
1980-03,7.211,
1980-04,6.767,
1980-05,6.574,
1980-06,6.889,
1980-07,6.507,
1980-08,6.237,
1980-09,6.527,
1980-10,7.214,
1980-11,7.275,
1980-12,8.479,
1981-01,7.650,
1981-02,8.111,
1981-03,7.617,
1981-04,7.824,
1981-05,9.388,
1981-06,9.414,
1981-07,9.038,
1981-08,8.666,
1981-09,8.131,
1981-10,7.511,
1981-11,7.908,
1981-12,7.479,
1982-01,8.815,
1982-02,7.864,
1982-03,7.384,
1982-04,7.942,
1982-05,8.620,
1982-06,8.382,
1982-07,8.293,
1982-08,9.200,
1982-09,8.926,
1982-10,8.322,
1982-11,8.801,
1982-12,8.398,
1983-01,8.192,
1983-02,8.831,
1983-03,9.772,
1983-04,9.498,
1983-05,9.763,
1983-06,11.560,
1983-07,9.851,
1983-08,8.773,
1983-09,9.480,
1983-10,8.891,
1983-11,8.794,
1983-12,9.357,
1984-01,9.026,
1984-02,9.450,
1984-03,10.271,
1984-04,11.058,
1984-05,10.599,
1984-06,10.875,
1984-07,11.324,
1984-08,10.939,
1984-09,12.471,
1984-10,11.510,
1984-11,11.632,
1984-12,11.860,
1985-01,11.172,
1985-02,12.867,
1985-03,11.965,
1985-04,12.848,
1985-05,11.512,
1985-06,12.335,
1985-07,11.922,
1985-08,11.310,
1985-09,11.971,
1985-10,11.590,
1985-11,12.204,
1985-12,12.233,
1986-01,12.389,
1986-02,12.897,
1986-03,14.070,
1986-04,13.815,
1986-05,13.481,
1986-06,13.855,
1986-07,12.194,
1986-08,11.160,
1986-09,16.685,
1986-10,14.095,
1986-11,13.610,
1986-12,13.820,
1987-01,14.041,
1987-02,13.677,
1987-03,13.768,
1987-04,15.217,
1987-05,13.785,
1987-06,14.724,
1987-07,14.355,
1987-08,13.663,
1987-09,13.509,
1987-10,15.758,
1987-11,14.544,
1987-12,12.634,
1988-01,12.791,
1988-02,13.927,
1988-03,14.960,
1988-04,13.327,
1988-05,13.464,
1988-06,17.207,
1988-07,16.311,
1988-08,16.537,
1988-09,16.065,
1988-10,16.743,
1988-11,16.166,
1988-12,14.096,
1989-01,17.096,
1989-02,16.043,
1989-03,17.235,
1989-04,16.650,
1989-05,20.079,
1989-06,18.593,
1989-07,17.733,
1989-08,17.547,
1989-09,17.513,
1989-10,17.631,
1989-11,18.885,
1989-12,16.611,
1990-01,18.945,
1990-02,21.087,
1990-03,19.341,
1990-04,19.674,
1990-05,19.577,
1990-06,20.187,
1990-07,19.455,
1990-08,20.017,
1990-09,21.309,
1990-10,19.179,
1990-11,19.744,
1990-12,22.241,
1991-01,19.476,
1991-02,22.671,
1991-03,27.273,
1991-04,24.228,
1991-05,24.322,
1991-06,25.968,
1991-07,24.595,
1991-08,23.198,
1991-09,22.258,
1991-10,24.798,
1991-11,23.162,
1991-12,22.937,
1992-01,25.731,
1992-02,25.093,
1992-03,25.519,
1992-04,26.810,
1992-05,27.729,
1992-06,27.320,
1992-07,24.113,
1992-08,28.012,
1992-09,25.960,
1992-10,26.622,
1992-11,28.806,
1992-12,25.413,
1993-01,28.276,
1993-02,29.531,
1993-03,30.406,
1993-04,29.602,
1993-05,29.896,
1993-06,31.108,
