"",BBK01.QUV445,BBK01.QUV445_FLAGS
"","Banks in Germany: Claims on non-residents, total / Remaining countries in Asia / All currencies",
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:28:01,
2001-12,0.484,
2002-01,0.506,
2002-02,0.490,
2002-03,0.540,
2002-04,0.540,
2002-05,0.524,
2002-06,0.575,
2002-07,0.523,
2002-08,0.499,
2002-09,0.546,
2002-10,0.494,
2002-11,0.524,
2002-12,0.518,
2003-01,0.446,
2003-02,0.462,
2003-03,0.478,
2003-04,0.452,
2003-05,0.444,
2003-06,0.436,
2003-07,0.431,
2003-08,0.451,
2003-09,0.427,
2003-10,0.426,
2003-11,0.446,
2003-12,0.422,
2004-01,0.426,
2004-02,0.425,
2004-03,0.467,
2004-04,0.476,
2004-05,0.486,
2004-06,0.532,
2004-07,0.540,
2004-08,0.509,
2004-09,0.497,
2004-10,0.454,
2004-11,0.452,
2004-12,0.439,
2005-01,0.462,
2005-02,0.448,
2005-03,0.452,
2005-04,0.427,
2005-05,0.485,
2005-06,0.494,
2005-07,0.555,
2005-08,0.569,
2005-09,0.612,
2005-10,0.673,
2005-11,0.738,
2005-12,0.721,
2006-01,0.756,
2006-02,0.815,
2006-03,0.767,
2006-04,0.797,
2006-05,0.896,
2006-06,0.937,
2006-07,0.982,
2006-08,0.990,
2006-09,1.028,
2006-10,1.028,
2006-11,1.035,
2006-12,1.087,
2007-01,1.106,
2007-02,1.108,
2007-03,1.109,
2007-04,1.143,
2007-05,1.220,
2007-06,1.238,
2007-07,1.206,
2007-08,1.238,
2007-09,1.305,
2007-10,1.333,
2007-11,1.283,
2007-12,1.354,
2008-01,1.321,
2008-02,1.307,
2008-03,1.289,
2008-04,1.401,
2008-05,1.426,
2008-06,1.530,
2008-07,1.584,
2008-08,1.764,
2008-09,1.769,
2008-10,1.748,
2008-11,1.714,
2008-12,1.596,
2009-01,1.646,
2009-02,1.655,
2009-03,1.623,
2009-04,1.664,
2009-05,1.537,
2009-06,1.504,
2009-07,1.578,
2009-08,1.479,
2009-09,1.451,
2009-10,1.457,
2009-11,1.403,
2009-12,1.401,
2010-01,1.469,
2010-02,1.452,
2010-03,1.437,
2010-04,1.492,
2010-05,1.645,
2010-06,1.589,
2010-07,1.485,
2010-08,1.462,
2010-09,1.479,
2010-10,1.441,
2010-11,1.505,
2010-12,1.549,
2011-01,1.544,
2011-02,1.606,
2011-03,1.614,
2011-04,1.561,
2011-05,1.644,
2011-06,1.675,
2011-07,1.709,
2011-08,1.835,
2011-09,1.854,
2011-10,1.791,
2011-11,2.120,
2011-12,2.167,
2012-01,1.824,
2012-02,1.824,
2012-03,1.850,
2012-04,1.847,
2012-05,1.904,
2012-06,2.247,
2012-07,2.331,
2012-08,2.378,
2012-09,2.032,
2012-10,2.065,
2012-11,2.089,
2012-12,2.263,
2013-01,2.189,
2013-02,2.302,
2013-03,2.279,
2013-04,2.174,
2013-05,2.144,
2013-06,2.040,
2013-07,2.050,
2013-08,2.623,
2013-09,2.634,
2013-10,3.214,
2013-11,2.993,
2013-12,2.843,
2014-01,4.128,
2014-02,3.957,
2014-03,3.973,
2014-04,3.920,
2014-05,3.192,
2014-06,2.778,
2014-07,2.915,
2014-08,2.796,
2014-09,2.888,
2014-10,3.140,
2014-11,3.090,
2014-12,3.028,
