"",BBK01.QUW780,BBK01.QUW780_FLAGS
"",Foreign subsidiaries: Short-term liabilit. to foreign non- banks / All countries / Euro,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:11:59,
2001-12,63.522,
2002-01,66.213,
2002-02,64.036,
2002-03,64.198,
2002-04,63.242,
2002-05,65.131,
2002-06,65.530,
2002-07,64.976,
2002-08,65.921,
2002-09,64.361,
2002-10,67.801,
2002-11,67.222,
2002-12,66.601,
2003-01,68.421,
2003-02,66.992,
2003-03,66.927,
2003-04,68.101,
2003-05,68.910,
2003-06,69.557,
2003-07,71.729,
2003-08,69.427,
2003-09,69.685,
2003-10,71.415,
2003-11,71.238,
2003-12,71.868,
2004-01,74.223,
2004-02,73.506,
2004-03,73.895,
2004-04,72.950,
2004-05,71.667,
2004-06,66.940,
2004-07,66.390,
2004-08,65.224,
2004-09,66.434,
2004-10,67.984,
2004-11,66.228,
2004-12,66.384,
2005-01,69.530,
2005-02,66.984,
2005-03,67.846,
2005-04,69.948,
2005-05,69.160,
2005-06,69.938,
2005-07,69.132,
2005-08,68.039,
2005-09,69.653,
2005-10,70.457,
2005-11,73.482,
2005-12,74.692,
2006-01,75.456,
2006-02,75.036,
2006-03,74.337,
2006-04,78.980,
2006-05,77.403,
2006-06,77.309,
2006-07,76.997,
2006-08,75.530,
2006-09,76.775,
2006-10,77.712,
2006-11,76.901,
2006-12,84.181,
2007-01,49.079,
2007-02,49.336,
2007-03,51.115,
2007-04,50.401,
2007-05,52.301,
2007-06,48.540,
2007-07,48.685,
2007-08,45.204,
2007-09,46.960,
2007-10,48.964,
2007-11,51.401,
2007-12,53.197,
2008-01,55.249,
2008-02,54.237,
2008-03,56.974,
2008-04,57.632,
2008-05,55.113,
2008-06,56.332,
2008-07,55.616,
2008-08,56.783,
2008-09,62.775,
2008-10,58.299,
2008-11,59.546,
2008-12,58.790,
2009-01,57.698,
2009-02,56.100,
2009-03,54.741,
2009-04,56.979,
2009-05,54.030,
2009-06,54.460,
2009-07,54.949,
2009-08,53.970,
2009-09,54.749,
2009-10,55.634,
2009-11,56.901,
2009-12,50.292,
2010-01,52.686,
2010-02,51.790,
2010-03,50.838,
2010-04,56.702,
2010-05,65.533,
2010-06,62.133,
2010-07,64.738,
2010-08,62.659,
2010-09,62.357,
2010-10,59.633,
2010-11,61.092,
2010-12,60.568,
2011-01,61.588,
2011-02,63.835,
2011-03,64.690,
2011-04,61.873,
2011-05,61.804,
2011-06,63.355,
2011-07,60.348,
2011-08,61.049,
2011-09,64.428,
2011-10,64.182,
2011-11,62.998,
2011-12,49.675,
2012-01,51.395,
2012-02,51.359,
2012-03,53.141,
2012-04,52.846,
2012-05,50.939,
2012-06,55.506,
2012-07,58.404,
2012-08,57.421,
2012-09,58.766,
2012-10,55.673,
2012-11,57.613,
2012-12,55.240,
2013-01,59.144,
2013-02,60.431,
2013-03,60.941,
2013-04,58.800,
2013-05,59.043,
2013-06,58.361,
2013-07,57.468,
2013-08,56.539,
2013-09,56.190,
2013-10,57.844,
2013-11,55.425,
2013-12,48.589,
2014-01,49.498,
2014-02,47.915,
2014-03,50.375,
2014-04,51.754,
2014-05,47.691,
2014-06,48.393,
2014-07,49.147,
2014-08,49.397,
2014-09,49.039,
2014-10,45.106,
2014-11,42.821,
