"",BBK01.OEAC10L,BBK01.OEAC10L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:35,
2002-01,68.649,
2002-04,67.979,
2002-07,69.839,
2002-10,67.895,
2003-01,71.085,
2003-04,72.173,
2003-07,76.360,
2003-10,76.964,
2004-01,76.749,
2004-04,74.387,
2004-07,74.209,
2004-10,74.135,
2005-01,72.419,
2005-04,72.860,
2005-07,72.273,
2005-10,73.087,
2006-01,72.351,
2006-04,70.999,
2006-07,70.742,
2006-10,69.007,
2007-01,68.571,
2007-04,68.063,
2007-07,68.397,
2007-10,68.287,
2008-01,67.319,
2008-04,64.055,
2008-07,65.108,
2008-10,66.242,
2009-01,64.801,
2009-04,66.131,
2009-07,64.797,
2009-10,63.951,
2010-01,66.308,
2010-04,65.897,
2010-07,62.914,
2010-10,62.587,
2011-01,62.213,
2011-04,62.104,
2011-07,61.546,
2011-10,58.420,
2012-01,57.382,
2012-04,56.889,
2012-07,56.078,
2012-10,55.304,
2013-01,54.984,
2013-04,53.975,
2013-07,53.500,
2013-10,52.609,
2014-01,51.765,
2014-04,50.452,
2014-07,50.143,
