"",BBK01.QU4548,BBK01.QU4548_FLAGS
"",Foreign branches: Long-term liabilities to foreign banks / Belgium / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:44:03,
1982-06,0.032,
1982-07,0.010,
1982-08,0.072,
1982-09,0.042,
1982-10,0.040,
1982-11,0.048,
1982-12,0.052,
1983-01,0.067,
1983-02,0.054,
1983-03,0.055,
1983-04,0.054,
1983-05,0.075,
1983-06,0.048,
1983-07,0.093,
1983-08,0.078,
1983-09,0.103,
1983-10,0.106,
1983-11,0.119,
1983-12,0.112,
1984-01,0.139,
1984-02,0.135,
1984-03,0.137,
1984-04,0.139,
1984-05,0.139,
1984-06,0.133,
1984-07,0.071,
1984-08,0.071,
1984-09,0.058,
1984-10,0.065,
1984-11,0.050,
1984-12,0.049,
1985-01,0.028,
1985-02,0.029,
1985-03,0.029,
1985-04,0.035,
1985-05,0.043,
1985-06,0.037,
1985-07,0.048,
1985-08,0.048,
1985-09,0.049,
1985-10,0.043,
1985-11,0.035,
1985-12,0.035,
1986-01,0.032,
1986-02,0.051,
1986-03,0.074,
1986-04,0.064,
1986-05,0.070,
1986-06,0.067,
1986-07,0.058,
1986-08,0.058,
1986-09,0.070,
1986-10,0.071,
1986-11,0.072,
1986-12,0.078,
1987-01,0.078,
1987-02,0.082,
1987-03,0.082,
1987-04,0.081,
1987-05,0.080,
1987-06,0.092,
1987-07,0.148,
1987-08,0.150,
1987-09,0.154,
1987-10,0.097,
1987-11,0.103,
1987-12,0.096,
1988-01,0.115,
1988-02,0.134,
1988-03,0.127,
1988-04,0.138,
1988-05,0.138,
1988-06,0.129,
1988-07,0.164,
1988-08,0.156,
1988-09,0.149,
1988-10,0.154,
1988-11,0.149,
1988-12,0.162,
1989-01,0.211,
1989-02,0.199,
1989-03,0.196,
1989-04,0.209,
1989-05,0.207,
1989-06,0.206,
1989-07,0.210,
1989-08,0.210,
1989-09,0.199,
1989-10,0.210,
1989-11,0.192,
1989-12,0.182,
1990-01,0.136,
1990-02,0.097,
1990-03,0.105,
1990-04,0.070,
1990-05,0.068,
1990-06,0.067,
1990-07,0.052,
1990-08,-,Nothing exists
1990-09,0.045,
1990-10,0.033,
1990-11,0.038,
1990-12,0.070,
1991-01,0.064,
1991-02,0.063,
1991-03,0.072,
1991-04,0.092,
1991-05,0.092,
1991-06,0.095,
1991-07,0.084,
1991-08,0.084,
1991-09,0.081,
1991-10,0.083,
1991-11,0.081,
1991-12,0.076,
1992-01,0.079,
1992-02,0.076,
1992-03,0.070,
1992-04,0.053,
1992-05,0.073,
1992-06,0.086,
1992-07,0.126,
1992-08,0.089,
1992-09,0.089,
1992-10,0.090,
1992-11,0.092,
1992-12,0.069,
1993-01,0.081,
1993-02,0.080,
1993-03,0.080,
1993-04,0.081,
1993-05,0.061,
1993-06,0.061,
1993-07,0.060,
1993-08,0.050,
1993-09,0.054,
1993-10,0.055,
1993-11,0.056,
1993-12,0.061,
1994-01,0.048,
1994-02,0.045,
1994-03,0.044,
1994-04,0.040,
1994-05,0.040,
1994-06,0.035,
1994-07,0.028,
1994-08,0.037,
1994-09,0.022,
1994-10,0.021,
1994-11,0.022,
1994-12,.,No value available
1995-01,.,No value available
1995-02,.,No value available
1995-03,0.046,
1995-04,0.046,
1995-05,0.047,
1995-06,0.041,
1995-07,0.084,
1995-08,0.113,
1995-09,0.124,
1995-10,0.125,
1995-11,0.165,
1995-12,0.195,
1996-01,0.236,
1996-02,0.248,
1996-03,0.230,
1996-04,0.245,
1996-05,0.230,
1996-06,0.207,
1996-07,0.218,
1996-08,0.250,
1996-09,0.286,
1996-10,0.291,
1996-11,0.255,
1996-12,0.240,
1997-01,0.250,
1997-02,0.248,
1997-03,0.277,
1997-04,0.257,
1997-05,0.258,
1997-06,0.259,
1997-07,0.324,
1997-08,0.224,
1997-09,0.211,
1997-10,0.218,
1997-11,0.263,
1997-12,0.339,
1998-01,0.288,
1998-02,0.254,
1998-03,0.318,
1998-04,0.338,
1998-05,0.370,
1998-06,0.352,
1998-07,0.358,
1998-08,0.376,
1998-09,0.361,
1998-10,0.358,
1998-11,0.336,
1998-12,0.273,
1999-01,0.281,
1999-02,0.428,
1999-03,0.459,
1999-04,0.555,
1999-05,0.411,
1999-06,0.390,
1999-07,0.466,
1999-08,1.573,
1999-09,0.803,
1999-10,3.387,
1999-11,3.364,
1999-12,4.041,
2000-01,4.029,
2000-02,3.936,
2000-03,4.582,
2000-04,4.619,
2000-05,4.610,
2000-06,4.568,
2000-07,3.506,
2000-08,3.482,
2000-09,2.396,
2000-10,1.678,
2000-11,1.683,
2000-12,1.508,
2001-01,2.212,
2001-02,2.204,
2001-03,0.492,
2001-04,0.626,
2001-05,0.449,
2001-06,0.507,
2001-07,0.827,
2001-08,0.884,
2001-09,0.871,
2001-10,0.856,
2001-11,0.961,
2001-12,0.919,
2002-01,0.944,
2002-02,0.946,
2002-03,0.493,
2002-04,0.436,
2002-05,0.437,
2002-06,0.405,
2002-07,0.245,
2002-08,0.188,
2002-09,0.183,
2002-10,0.184,
2002-11,0.169,
2002-12,0.154,
2003-01,0.153,
2003-02,0.153,
2003-03,0.223,
2003-04,0.278,
2003-05,0.285,
2003-06,0.285,
2003-07,0.511,
2003-08,0.743,
2003-09,0.958,
2003-10,0.960,
2003-11,0.936,
2003-12,0.876,
2004-01,0.928,
2004-02,0.933,
2004-03,0.864,
2004-04,0.892,
2004-05,1.081,
2004-06,1.203,
2004-07,1.057,
2004-08,0.924,
2004-09,0.689,
2004-10,0.609,
2004-11,0.558,
2004-12,0.553,
2005-01,0.570,
2005-02,1.049,
2005-03,1.056,
2005-04,1.054,
2005-05,0.860,
2005-06,0.830,
2005-07,0.751,
2005-08,0.713,
2005-09,0.646,
2005-10,0.672,
2005-11,0.644,
2005-12,0.646,
2006-01,0.946,
2006-02,0.525,
2006-03,0.521,
2006-04,0.520,
2006-05,0.515,
2006-06,0.988,
2006-07,0.990,
2006-08,0.958,
2006-09,1.493,
2006-10,1.473,
2006-11,1.462,
2006-12,1.461,
2007-01,1.211,
2007-02,1.210,
2007-03,1.209,
2007-04,1.210,
2007-05,1.218,
2007-06,0.616,
2007-07,0.647,
2007-08,0.631,
2007-09,0.095,
2007-10,0.096,
2007-11,0.094,
2007-12,0.095,
2008-01,0.049,
2008-02,0.042,
2008-03,0.030,
2008-04,0.029,
2008-05,0.151,
2008-06,0.148,
2008-07,0.148,
2008-08,0.140,
2008-09,0.143,
2008-10,0.144,
2008-11,0.137,
2008-12,0.130,
2009-01,0.141,
2009-02,0.141,
2009-03,0.134,
2009-04,0.138,
2009-05,.,No value available
2009-06,.,No value available
2009-07,.,No value available
2009-08,.,No value available
2009-09,.,No value available
2009-10,.,No value available
2009-11,-,Nothing exists
2009-12,-,Nothing exists
2010-01,-,Nothing exists
2010-02,-,Nothing exists
2010-03,.,No value available
2010-04,-,Nothing exists
2010-05,-,Nothing exists
2010-06,.,No value available
2010-07,.,No value available
2010-08,.,No value available
2010-09,.,No value available
2010-10,.,No value available
2010-11,.,No value available
2010-12,.,No value available
2011-01,.,No value available
2011-02,.,No value available
2011-03,.,No value available
2011-04,.,No value available
2011-05,.,No value available
2011-06,.,No value available
2011-07,.,No value available
2011-08,.,No value available
2011-09,.,No value available
2011-10,.,No value available
2011-11,.,No value available
2011-12,.,No value available
2012-01,.,No value available
2012-02,.,No value available
2012-03,.,No value available
2012-04,.,No value available
2012-05,.,No value available
2012-06,.,No value available
2012-07,-,Nothing exists
2012-08,.,No value available
2012-09,.,No value available
2012-10,.,No value available
2012-11,.,No value available
2012-12,.,No value available
2013-01,.,No value available
2013-02,.,No value available
2013-03,.,No value available
2013-04,.,No value available
2013-05,-,Nothing exists
2013-06,-,Nothing exists
2013-07,-,Nothing exists
2013-08,-,Nothing exists
2013-09,-,Nothing exists
2013-10,-,Nothing exists
2013-11,-,Nothing exists
2013-12,-,Nothing exists
2014-01,-,Nothing exists
2014-02,-,Nothing exists
2014-03,-,Nothing exists
2014-04,-,Nothing exists
2014-05,-,Nothing exists
2014-06,.,No value available
2014-07,-,Nothing exists
2014-08,-,Nothing exists
2014-09,-,Nothing exists
2014-10,-,Nothing exists
2014-11,-,Nothing exists
