"",BBK01.WU5017,BBK01.WU5017_FLAGS
"",Exchange rates on the Frankfurt exchange / IEP 1 = DM ... / Ireland,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2012-04-18 09:19:19,
1979-03,3.8030,
1979-04,3.8320,
1979-05,3.7870,
1979-06,3.7720,
1979-07,3.7780,
1979-08,3.7650,
1979-09,3.7530,
1979-10,3.7320,
1979-11,3.7000,
1979-12,3.6940,
1980-01,3.6970,
1980-02,3.7010,
1980-03,3.7100,
1980-04,3.7370,
1980-05,3.7150,
1980-06,3.7340,
1980-07,3.7530,
1980-08,3.7760,
1980-09,3.7660,
1980-10,3.7600,
1980-11,3.7380,
1980-12,3.7300,
1981-01,3.7300,
1981-02,3.7110,
1981-03,3.6520,
1981-04,3.6510,
1981-05,3.6580,
1981-06,3.6560,
1981-07,3.6470,
1981-08,3.6530,
1981-09,3.6480,
1981-10,3.5580,
1981-11,3.5440,
1981-12,3.5580,
1982-01,3.5320,
1982-02,3.5230,
1982-03,3.5060,
1982-04,3.4600,
1982-05,3.4620,
1982-06,3.4480,
1982-07,3.4410,
1982-08,3.4390,
1982-09,3.4250,
1982-10,3.4050,
1982-11,3.3960,
1982-12,3.3310,
1983-01,3.3240,
1983-02,3.3220,
1983-03,3.2550,
1983-04,3.1590,
1983-05,3.1590,
1983-06,3.1560,
1983-07,3.1570,
1983-08,3.1560,
1983-09,3.1340,
1983-10,3.1020,
1983-11,3.1110,
1983-12,3.1070,
1984-01,3.0990,
1984-02,3.0820,
1984-03,3.0620,
1984-04,3.0630,
1984-05,3.0710,
1984-06,3.0590,
1984-07,3.0670,
1984-08,3.0830,
1984-09,3.0980,
1984-10,3.0990,
1984-11,3.0980,
1984-12,3.1190,
1985-01,3.1150,
1985-02,3.1120,
1985-03,3.1170,
1985-04,3.1290,
1985-05,3.1310,
1985-06,3.1320,
1985-07,3.1350,
1985-08,3.1130,
1985-09,3.1070,
1985-10,3.0940,
1985-11,3.0930,
1985-12,3.0800,
1986-01,3.0440,
1986-02,3.0260,
1986-03,3.0230,
1986-04,3.0390,
1986-05,3.0440,
1986-06,3.0310,
1986-07,2.9940,
1986-08,2.7790,
1986-09,2.7470,
1986-10,2.7250,
1986-11,2.7250,
1986-12,2.7200,
1987-01,2.6740,
1987-02,2.6620,
1987-03,2.6720,
1987-04,2.6730,
1987-05,2.6750,
1987-06,2.6790,
1987-07,2.6790,
1987-08,2.6750,
1987-09,2.6740,
1987-10,2.6780,
1987-11,2.6580,
1987-12,2.6570,
1988-01,2.6570,
1988-02,2.6620,
1988-03,2.6720,
1988-04,2.6720,
1988-05,2.6730,
1988-06,2.6820,
1988-07,2.6870,
1988-08,2.6850,
1988-09,2.6820,
1988-10,2.6760,
1988-11,2.6730,
1988-12,2.6750,
1989-01,2.6760,
1989-02,2.6690,
1989-03,2.6690,
1989-04,2.6680,
1989-05,2.6740,
1989-06,2.6700,
1989-07,2.6710,
1989-08,2.6690,
1989-09,2.6680,
1989-10,2.6610,
1989-11,2.6500,
1989-12,2.6360,
1990-01,2.6440,
1990-02,2.6520,
1990-03,2.6650,
1990-04,2.6810,
1990-05,2.6810,
1990-06,2.6810,
1990-07,2.6820,
1990-08,2.6830,
1990-09,2.6840,
1990-10,2.6810,
1990-11,2.6770,
1990-12,2.6620,
1991-01,2.6680,
1991-02,2.6610,
1991-03,2.6650,
1991-04,2.6740,
1991-05,2.6770,
1991-06,2.6750,
1991-07,2.6750,
1991-08,2.6740,
1991-09,2.6730,
1991-10,2.6740,
1991-11,2.6710,
1991-12,2.6630,
1992-01,2.6620,
1992-02,2.6690,
1992-03,2.6680,
1992-04,2.6660,
1992-05,2.6720,
1992-06,2.6700,
1992-07,2.6660,
1992-08,2.6540,
1992-09,2.6380,
1992-10,2.6280,
1992-11,2.6380,
1992-12,2.6400,
1993-01,2.6400,
1993-02,2.4330,
1993-03,2.4310,
1993-04,2.4380,
1993-05,2.4380,
1993-06,2.4400,
1993-07,2.4200,
1993-08,2.3600,
1993-09,2.3290,
1993-10,2.3490,
1993-11,2.3870,
1993-12,2.4260,
1994-01,2.4942,
1994-02,2.4666,
1994-03,2.4266,
1994-04,2.4407,
1994-05,2.4382,
1994-06,2.4357,
1994-07,2.3979,
1994-08,2.3828,
1994-09,2.3954,
1994-10,2.4128,
1994-11,2.4099,
1994-12,2.4129,
1995-01,2.3856,
1995-02,2.3474,
1995-03,2.2477,
1995-04,2.2489,
1995-05,2.2822,
1995-06,2.2846,
1995-07,2.2785,
1995-08,2.3190,
1995-09,2.3244,
1995-10,2.2826,
1995-11,2.2774,
1995-12,2.2920,
1996-01,2.3143,
1996-02,2.3190,
1996-03,2.3237,
1996-04,2.3571,
1996-05,2.3971,
1996-06,2.4196,
1996-07,2.4127,
1996-08,2.3888,
1996-09,2.4254,
1996-10,2.4589,
1996-11,2.5168,
1996-12,2.5750,
1997-01,2.6187,
1997-02,2.6578,
1997-03,2.6535,
1997-04,2.6520,
1997-05,2.5801,
1997-06,2.6021,
1997-07,2.6795,
1997-08,2.6747,
1997-09,2.6490,
1997-10,2.5812,
1997-11,2.6035,
1997-12,2.5926,
1998-01,2.5113,
1998-02,2.4970,
1998-03,2.4987,
1998-04,2.5205,
1998-05,2.5177,
1998-06,2.5203,
1998-07,2.5158,
1998-08,2.5103,
1998-09,2.5035,
1998-10,2.4942,
1998-11,2.4870,
1998-12,2.4838,
