"",BBK01.PQH356,BBK01.PQH356_FLAGS
"",Lending to domestic enterprises / Medium-term / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:34,
1968-10,0.684,
1969-01,0.694,
1969-04,0.697,
1969-07,0.710,
1969-10,0.720,
1970-01,0.760,
1970-04,0.792,
1970-07,0.792,
1970-10,0.832,
1971-01,0.836,
1971-04,0.938,
1971-07,0.999,
1971-10,1.067,
1972-01,1.106,
1972-04,1.194,
1972-07,1.244,
1972-10,1.306,
1973-01,1.367,
1973-04,1.416,
1973-07,1.422,
1973-10,1.448,
1974-01,1.570,
1974-04,1.820,
1974-07,1.960,
1974-10,2.193,
1975-01,2.210,
1975-04,2.226,
1975-07,2.352,
1975-10,2.430,
1976-01,2.461,
1976-04,2.470,
1976-07,2.500,
1976-10,2.553,
1977-01,2.495,
1977-04,2.471,
1977-07,2.413,
1977-10,2.468,
1978-01,2.306,
1978-04,2.279,
1978-07,2.289,
1978-10,2.246,
1979-01,2.217,
1979-04,2.295,
1979-07,2.298,
1979-10,2.296,
1980-01,2.234,
1980-04,2.268,
1980-07,2.290,
1980-10,2.291,
1981-01,2.353,
1981-04,2.395,
1981-07,2.550,
1981-10,2.584,
1982-01,2.607,
1982-04,2.631,
1982-07,2.632,
1982-10,2.696,
1983-01,2.667,
1983-04,2.607,
1983-07,2.615,
1983-10,2.685,
1984-01,2.681,
1984-04,2.780,
1984-07,2.864,
1984-10,3.012,
1985-01,2.987,
1985-04,3.080,
1985-07,3.116,
1985-10,3.227,
1986-01,3.201,
1986-04,3.233,
1986-07,3.229,
1986-10,3.226,
1987-01,3.219,
1987-04,3.336,
1987-07,3.351,
1987-10,3.454,
1988-01,3.548,
1988-04,3.611,
1988-07,3.606,
1988-10,3.670,
1989-01,3.548,
1989-04,3.563,
1989-07,3.637,
1989-10,3.861,
1990-01,3.907,
1990-04,4.023,
1990-07,4.242,
1990-10,4.613,
1991-01,4.912,
1991-04,5.332,
1991-07,5.877,
1991-10,7.021,
1992-01,6.340,
1992-04,6.846,
1992-07,7.241,
1992-10,7.565,
1993-01,7.675,
1993-04,7.957,
1993-07,8.149,
1993-10,8.156,
1994-01,8.030,
1994-04,8.112,
1994-07,8.151,
1994-10,8.232,
1995-01,8.003,
1995-04,8.125,
1995-07,8.036,
1995-10,8.053,
1996-01,7.965,
1996-04,7.884,
1996-07,7.924,
1996-10,7.904,
1997-01,7.823,
1997-04,7.959,
1997-07,8.166,
1997-10,8.257,
1998-01,8.230,
1998-04,8.158,
1998-07,8.270,
1998-10,8.152,
1999-01,10.183,
1999-04,10.652,
1999-07,10.502,
1999-10,10.444,
2000-01,10.638,
2000-04,10.907,
2000-07,11.135,
2000-10,11.388,
2001-01,11.988,
2001-04,12.117,
2001-07,12.504,
2001-10,12.829,
2002-01,12.805,
2002-04,12.776,
2002-07,12.823,
2002-10,12.885,
2003-01,12.646,
2003-04,12.551,
2003-07,12.606,
2003-10,12.637,
2004-01,12.626,
2004-04,12.679,
2004-07,12.714,
2004-10,12.687,
2005-01,12.506,
2005-04,12.612,
2005-07,12.587,
2005-10,12.442,
2006-01,12.486,
2006-04,12.526,
2006-07,12.480,
2006-10,12.524,
2007-01,12.566,
2007-04,12.833,
2007-07,13.276,
2007-10,13.927,
2008-01,14.449,
2008-04,14.827,
2008-07,15.708,
2008-10,15.946,
2009-01,15.899,
2009-04,16.812,
2009-07,17.718,
2009-10,18.300,
2010-01,18.317,
2010-04,18.798,
2010-07,19.494,
2010-10,19.754,
2011-01,19.968,
2011-04,20.394,
2011-07,20.863,
2011-10,21.114,
2012-01,21.297,
2012-04,21.536,
2012-07,21.930,
2012-10,21.958,
2013-01,22.073,
2013-04,22.088,
2013-07,22.193,
2013-10,22.164,
2014-01,21.739,
2014-04,21.349,
2014-07,21.335,
2014-10,21.298,
