"",BBK01.TSD321,BBK01.TSD321_FLAGS
"",Monetary capital formation / Debt securities / With an maturity of over 2 years / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:16,
1999-01,667.8,
1999-02,676.1,
1999-03,681.8,
1999-04,689.6,
1999-05,692.4,
1999-06,695.3,
1999-07,694.2,
1999-08,701.4,
1999-09,715.4,
1999-10,719.9,
1999-11,724.5,
1999-12,730.9,
2000-01,723.4,
2000-02,723.5,
2000-03,725.7,
2000-04,737.1,
2000-05,741.8,
2000-06,742.0,
2000-07,748.5,
2000-08,754.4,
2000-09,752.9,
2000-10,759.6,
2000-11,747.4,
2000-12,748.5,
2001-01,755.2,
2001-02,759.0,
2001-03,759.4,
2001-04,751.0,
2001-05,750.6,
2001-06,753.7,
2001-07,747.5,
2001-08,748.2,
2001-09,749.1,
2001-10,752.3,
2001-11,730.7,
2001-12,736.8,
2002-01,742.8,
2002-02,743.5,
2002-03,752.6,
2002-04,747.1,
2002-05,745.1,
2002-06,743.5,
2002-07,749.8,
2002-08,771.8,
2002-09,771.7,
2002-10,772.5,
2002-11,772.0,
2002-12,762.3,
2003-01,756.4,
2003-02,757.7,
2003-03,752.6,
2003-04,749.5,
2003-05,744.8,
2003-06,752.1,
2003-07,756.1,
2003-08,765.0,
2003-09,767.0,
2003-10,772.3,
2003-11,773.2,
2003-12,772.2,
2004-01,778.4,
2004-02,780.2,
2004-03,792.3,
2004-04,798.3,
2004-05,798.2,
2004-06,796.9,
2004-07,800.6,
2004-08,807.7,
2004-09,813.2,
2004-10,811.7,
2004-11,808.8,
2004-12,807.7,
2005-01,808.7,
2005-02,807.3,
2005-03,814.3,
2005-04,824.8,
2005-05,827.9,
2005-06,835.0,
2005-07,838.1,
2005-08,839.0,
2005-09,837.6,
2005-10,839.3,
2005-11,840.2,
2005-12,837.0,
2006-01,838.5,
2006-02,849.8,
2006-03,839.3,
2006-04,829.9,
2006-05,828.2,
2006-06,835.8,
2006-07,838.0,
2006-08,834.5,
2006-09,835.3,
2006-10,835.0,
2006-11,830.4,
2006-12,837.4,
2007-01,842.5,
2007-02,840.9,
2007-03,832.5,
2007-04,829.5,
2007-05,834.0,
2007-06,829.8,
2007-07,827.9,
2007-08,823.7,
2007-09,813.6,
2007-10,819.0,
2007-11,805.1,
2007-12,801.3,
2008-01,798.8,
2008-02,790.9,
2008-03,783.1,
2008-04,782.0,
2008-05,774.0,
2008-06,772.5,
2008-07,773.4,
2008-08,781.1,
2008-09,781.1,
2008-10,786.8,
2008-11,775.0,
2008-12,745.1,
2009-01,757.9,
2009-02,750.1,
2009-03,731.3,
2009-04,723.7,
2009-05,716.0,
2009-06,713.2,
2009-07,704.7,
2009-08,705.1,
2009-09,683.6,
2009-10,679.8,
2009-11,668.8,
2009-12,667.2,
2010-01,671.1,
2010-02,669.3,
2010-03,674.2,
2010-04,672.5,
2010-05,690.2,
2010-06,690.7,
2010-07,668.0,
2010-08,673.3,
2010-09,660.1,
2010-10,652.0,
2010-11,669.1,
2010-12,669.0,
2011-01,665.2,
2011-02,662.5,
2011-03,651.6,
2011-04,643.6,
2011-05,647.4,
2011-06,647.6,
2011-07,647.7,
2011-08,644.2,
2011-09,652.8,
2011-10,646.8,
2011-11,653.7,
2011-12,661.3,
2012-01,634.6,
2012-02,637.4,
2012-03,632.5,
2012-04,634.6,
2012-05,642.4,
2012-06,637.0,
2012-07,642.2,
2012-08,634.3,
2012-09,627.0,
2012-10,620.1,
2012-11,613.9,
2012-12,602.7,
2013-01,589.2,
2013-02,597.2,
2013-03,589.7,
2013-04,579.3,
2013-05,569.5,
2013-06,559.7,
2013-07,550.5,
2013-08,546.9,
2013-09,546.4,
2013-10,541.6,
2013-11,541.1,
2013-12,536.4,
2014-01,533.8,
2014-02,529.8,
2014-03,527.5,
2014-04,512.1,
2014-05,527.7,
2014-06,524.2,
2014-07,528.5,
2014-08,524.4,
2014-09,527.1,
2014-10,528.1,
2014-11,530.3,
2014-12,530.3,Provisional value
2015-01,547.9,
