"",BBK01.PQ3247,BBK01.PQ3247_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Medium-term / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:52,
1968-10,.,No value available
1969-01,.,Value available later
1969-04,.,Value available later
1969-07,.,Value available later
1969-10,.,No value available
1970-01,.,Value available later
1970-04,.,Value available later
1970-07,.,Value available later
1970-10,.,No value available
1971-01,.,Value available later
1971-04,.,Value available later
1971-07,.,Value available later
1971-10,.,No value available
1972-01,.,No value available
1972-04,.,No value available
1972-07,.,No value available
1972-10,.,No value available
1973-01,.,No value available
1973-04,.,No value available
1973-07,.,No value available
1973-10,.,No value available
1974-01,.,No value available
1974-04,.,No value available
1974-07,.,No value available
1974-10,.,No value available
1975-01,.,No value available
1975-04,.,No value available
1975-07,.,No value available
1975-10,.,No value available
1976-01,.,No value available
1976-04,.,No value available
1976-07,.,No value available
1976-10,.,No value available
1977-01,.,No value available
1977-04,.,No value available
1977-07,.,No value available
1977-10,.,No value available
1978-01,.,No value available
1978-04,.,No value available
1978-07,.,No value available
1978-10,.,No value available
1979-01,.,Value available later
1979-04,.,Value available later
1979-07,.,Value available later
1979-10,.,Value available later
1980-01,.,No value available
1980-04,.,No value available
1980-07,.,No value available
1980-10,0.598,
1981-01,0.638,
1981-04,0.689,
1981-07,0.825,
1981-10,0.955,
1982-01,1.069,
1982-04,1.189,
1982-07,1.328,
1982-10,1.545,
1983-01,1.572,
1983-04,1.508,
1983-07,1.540,
1983-10,1.665,
1984-01,1.735,
1984-04,1.805,
1984-07,1.835,
1984-10,1.750,
1985-01,1.741,
1985-04,1.734,
1985-07,1.696,
1985-10,1.603,
1986-01,1.546,
1986-04,1.515,
1986-07,1.457,
1986-10,1.369,
1987-01,1.278,
1987-04,1.190,
1987-07,1.091,
1987-10,1.085,
1988-01,1.033,
1988-04,1.074,
1988-07,1.063,
1988-10,1.082,
1989-01,1.049,
1989-04,1.037,
1989-07,1.061,
1989-10,1.104,
1990-01,1.129,
1990-04,1.220,
1990-07,1.309,
1990-10,1.498,
1991-01,1.868,
1991-04,2.065,
1991-07,2.239,
1991-10,2.363,
1992-01,2.336,
1992-04,2.401,
1992-07,2.405,
1992-10,2.392,
1993-01,2.124,
1993-04,2.095,
1993-07,1.804,
1993-10,1.821,
1994-01,1.815,
1994-04,1.722,
1994-07,1.744,
1994-10,1.826,
1995-01,1.750,
1995-04,1.633,
1995-07,1.181,
1995-10,1.307,
1996-01,1.217,
1996-04,1.180,
1996-07,1.213,
1996-10,1.404,
1997-01,1.302,
1997-04,1.185,
1997-07,1.143,
1997-10,1.120,
1998-01,1.057,
1998-04,1.020,
1998-07,0.988,
1998-10,0.967,
1999-01,1.475,
1999-04,1.367,
1999-07,0.952,
1999-10,0.853,
2000-01,0.842,
2000-04,0.934,
2000-07,0.984,
2000-10,0.978,
2001-01,0.881,
2001-04,0.826,
2001-07,0.827,
2001-10,0.731,
2002-01,0.686,
2002-04,0.659,
2002-07,0.623,
2002-10,0.567,
2003-01,0.494,
2003-04,0.611,
2003-07,0.591,
2003-10,0.560,
2004-01,0.527,
2004-04,0.540,
2004-07,0.525,
2004-10,0.579,
2005-01,0.605,
2005-04,0.466,
2005-07,0.516,
2005-10,0.542,
2006-01,0.528,
2006-04,0.538,
2006-07,0.525,
2006-10,0.542,
2007-01,0.493,
2007-04,0.472,
2007-07,0.495,
2007-10,0.467,
2008-01,0.521,
2008-04,0.563,
2008-07,0.513,
2008-10,0.517,
2009-01,0.515,
2009-04,0.576,
2009-07,0.612,
2009-10,0.660,
2010-01,0.641,
2010-04,0.720,
2010-07,0.771,
2010-10,0.736,
2011-01,0.718,
2011-04,0.745,
2011-07,0.772,
2011-10,1.277,
2012-01,1.264,
2012-04,1.170,
2012-07,1.020,
2012-10,0.945,
2013-01,0.839,
2013-04,0.922,
2013-07,0.598,
2013-10,0.541,
2014-01,0.514,
2014-04,0.535,
2014-07,0.582,
2014-10,0.459,
