"",BBK01.OEAC16N,BBK01.OEAC16N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:19,
2002-01,57.882,
2002-04,57.802,
2002-07,56.315,
2002-10,55.492,
2003-01,54.378,
2003-04,53.617,
2003-07,52.672,
2003-10,50.889,
2004-01,49.515,
2004-04,47.998,
2004-07,46.401,
2004-10,44.237,
2005-01,48.774,
2005-04,45.145,
2005-07,43.175,
2005-10,41.792,
2006-01,41.438,
2006-04,41.359,
2006-07,42.222,
2006-10,40.492,
2007-01,42.797,
2007-04,44.605,
2007-07,43.792,
2007-10,46.295,
2008-01,47.815,
2008-04,48.780,
2008-07,51.689,
2008-10,53.702,
2009-01,52.027,
2009-04,53.825,
2009-07,56.218,
2009-10,46.132,
2010-01,46.819,
2010-04,55.401,
2010-07,50.725,
2010-10,49.244,
2011-01,51.358,
2011-04,55.728,
2011-07,71.460,
2011-10,67.339,
2012-01,60.883,
2012-04,60.006,
2012-07,60.834,
2012-10,55.081,
2013-01,59.807,
2013-04,57.266,
2013-07,37.455,
2013-10,36.530,
2014-01,38.160,
2014-04,38.746,
2014-07,37.354,
