"",BBK01.OUZ034,BBK01.OUZ034_FLAGS
"","Balances with central banks, total, Commercial banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:55:55,
1999-01,12.187,
1999-02,16.214,
1999-03,16.304,
1999-04,17.018,
1999-05,17.657,
1999-06,15.142,
1999-07,17.021,
1999-08,17.409,
1999-09,22.784,
1999-10,25.236,
1999-11,18.804,
1999-12,24.473,
2000-01,18.948,
2000-02,13.824,
2000-03,21.439,
2000-04,16.596,
2000-05,15.767,
2000-06,28.784,
2000-07,19.450,
2000-08,19.732,
2000-09,19.115,
2000-10,12.448,
2000-11,14.611,
2000-12,26.183,
2001-01,19.635,
2001-02,20.214,
2001-03,24.638,
2001-04,16.045,
2001-05,19.939,
2001-06,24.319,
2001-07,26.023,
2001-08,25.671,
2001-09,25.163,
2001-10,27.334,
2001-11,27.030,
2001-12,23.223,
2002-01,24.285,
2002-02,21.194,
2002-03,22.359,
2002-04,20.836,
2002-05,20.148,
2002-06,25.575,
2002-07,25.361,
2002-08,22.325,
2002-09,17.756,
2002-10,22.363,
2002-11,24.711,
2002-12,24.663,
2003-01,21.092,
2003-02,21.070,
2003-03,25.401,
2003-04,16.789,
2003-05,19.544,
2003-06,22.849,
2003-07,17.768,
2003-08,24.657,
2003-09,20.637,
2003-10,29.351,
2003-11,19.304,
2003-12,24.228,
2004-01,24.299,
2004-02,22.601,
2004-03,17.185,
2004-04,24.088,
2004-05,26.580,
2004-06,26.222,
2004-07,25.645,
2004-08,27.497,
2004-09,22.317,
2004-10,23.758,
2004-11,28.641,
2004-12,19.867,
2005-01,23.853,
2005-02,20.608,
2005-03,18.919,
2005-04,21.527,
2005-05,22.130,
2005-06,20.011,
2005-07,22.854,
2005-08,21.902,
2005-09,20.178,
2005-10,20.323,
2005-11,23.337,
2005-12,23.985,
2006-01,20.890,
2006-02,19.551,
2006-03,17.130,
2006-04,19.166,
2006-05,27.204,
2006-06,16.019,
2006-07,28.646,
2006-08,26.325,
2006-09,26.529,
2006-10,26.975,
2006-11,17.909,
2006-12,22.839,
2007-01,19.652,
2007-02,19.131,
2007-03,28.102,
2007-04,21.883,
2007-05,22.991,
2007-06,17.737,
2007-07,19.800,
2007-08,12.656,
2007-09,24.426,
2007-10,24.307,
2007-11,25.973,
2007-12,33.559,
2008-01,20.647,
2008-02,28.834,
2008-03,37.365,
2008-04,29.891,
2008-05,25.850,
2008-06,32.941,
2008-07,18.646,
2008-08,21.200,
2008-09,35.534,
2008-10,48.958,
2008-11,31.112,
2008-12,73.001,
2009-01,31.835,
2009-02,42.168,
2009-03,41.057,
2009-04,32.639,
2009-05,53.618,
2009-06,49.394,
2009-07,32.377,
2009-08,41.692,
2009-09,68.001,
2009-10,52.216,
2009-11,59.149,
2009-12,52.505,
2010-01,62.118,
2010-02,56.676,
2010-03,70.385,
2010-04,52.861,
2010-05,52.309,
2010-06,105.136,
2010-07,58.310,
2010-08,47.070,
2010-09,52.085,
2010-10,55.038,
2010-11,53.254,
2010-12,78.830,
2011-01,52.150,
2011-02,69.989,
2011-03,76.121,
2011-04,64.283,
2011-05,77.180,
2011-06,95.244,
2011-07,71.409,
2011-08,94.500,
2011-09,129.531,
2011-10,102.211,
2011-11,98.130,
2011-12,128.445,
2012-01,104.782,
2012-02,104.857,
2012-03,110.628,
2012-04,99.957,
2012-05,128.455,
2012-06,130.870,
2012-07,212.547,
2012-08,225.224,
2012-09,204.143,
2012-10,188.207,
2012-11,190.120,
2012-12,160.901,
2013-01,182.081,
2013-02,140.889,
2013-03,161.258,
2013-04,157.672,
2013-05,143.358,
2013-06,127.458,
2013-07,145.108,
2013-08,152.242,
2013-09,121.152,
2013-10,122.171,
2013-11,119.193,
2013-12,111.414,
2014-01,132.174,
2014-02,120.567,
2014-03,90.714,
2014-04,112.740,
2014-05,110.869,
2014-06,100.107,
2014-07,117.558,
2014-08,137.534,
2014-09,108.559,
2014-10,110.556,
2014-11,79.884,
