"",BBK01.QU8661,BBK01.QU8661_FLAGS
"",Foreign branches: Long-term loans and advances to foreign banks / Greece / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:44:36,
1985-12,0.103,
1986-01,0.103,
1986-02,0.102,
1986-03,0.103,
1986-04,0.101,
1986-05,0.103,
1986-06,0.102,
1986-07,0.101,
1986-08,0.102,
1986-09,0.102,
1986-10,0.099,
1986-11,0.096,
1986-12,0.104,
1987-01,0.104,
1987-02,0.104,
1987-03,0.115,
1987-04,0.112,
1987-05,0.111,
1987-06,0.110,
1987-07,0.111,
1987-08,0.122,
1987-09,0.123,
1987-10,0.119,
1987-11,0.117,
1987-12,0.120,
1988-01,0.125,
1988-02,0.126,
1988-03,0.126,
1988-04,0.126,
1988-05,0.126,
1988-06,0.126,
1988-07,0.126,
1988-08,0.119,
1988-09,0.119,
1988-10,0.118,
1988-11,0.117,
1988-12,0.117,
1989-01,0.113,
1989-02,0.113,
1989-03,0.113,
1989-04,0.112,
1989-05,0.112,
1989-06,0.110,
1989-07,0.110,
1989-08,0.108,
1989-09,0.108,
1989-10,0.106,
1989-11,0.105,
1989-12,0.103,
1990-01,0.103,
1990-02,0.102,
1990-03,0.097,
1990-04,0.096,
1990-05,0.094,
1990-06,0.092,
1990-07,0.092,
1990-08,-,Nothing exists
1990-09,0.090,
1990-10,0.088,
1990-11,0.085,
1990-12,0.071,
1991-01,0.071,
1991-02,0.071,
1991-03,0.072,
1991-04,0.072,
1991-05,0.070,
1991-06,0.069,
1991-07,0.077,
1991-08,0.083,
1991-09,0.083,
1991-10,0.077,
1991-11,0.074,
1991-12,0.058,
1992-01,0.060,
1992-02,0.059,
1992-03,0.059,
1992-04,0.060,
1992-05,0.058,
1992-06,0.055,
1992-07,0.054,
1992-08,0.043,
1992-09,0.043,
1992-10,0.044,
1992-11,0.042,
1992-12,0.029,
1993-01,0.028,
1993-02,0.031,
1993-03,0.030,
1993-04,0.030,
1993-05,0.029,
1993-06,0.029,
1993-07,0.034,
1993-08,0.031,
1993-09,.,No value available
1993-10,.,No value available
1993-11,.,No value available
1993-12,0.025,
1994-01,0.026,
1994-02,0.025,
1994-03,0.024,
1994-04,0.024,
1994-05,0.023,
1994-06,0.022,
1994-07,0.023,
1994-08,.,No value available
1994-09,.,No value available
1994-10,.,No value available
1994-11,.,No value available
1994-12,0.024,
1995-01,0.022,
1995-02,0.021,
1995-03,0.012,
1995-04,0.020,
1995-05,0.026,
1995-06,.,No value available
1995-07,.,No value available
1995-08,.,No value available
1995-09,.,No value available
1995-10,.,No value available
1995-11,.,No value available
1995-12,.,No value available
1996-01,.,No value available
1996-02,0.024,
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,0.026,
1996-10,0.026,
1996-11,0.020,
1996-12,0.021,
1997-01,0.021,
1997-02,0.016,
1997-03,.,No value available
1997-04,.,No value available
1997-05,.,No value available
1997-06,0.016,
1997-07,0.016,
1997-08,0.015,
1997-09,.,No value available
1997-10,.,No value available
1997-11,.,No value available
1997-12,.,No value available
1998-01,.,No value available
1998-02,.,No value available
1998-03,.,No value available
1998-04,.,No value available
1998-05,.,No value available
1998-06,.,No value available
1998-07,.,No value available
1998-08,.,No value available
1998-09,.,No value available
1998-10,.,No value available
1998-11,.,No value available
1998-12,0.013,
1999-01,0.021,
1999-02,0.013,
1999-03,0.023,
1999-04,0.023,
1999-05,0.024,
1999-06,.,No value available
1999-07,0.023,
1999-08,0.014,
1999-09,.,No value available
1999-10,.,No value available
1999-11,.,No value available
1999-12,.,No value available
2000-01,.,No value available
2000-02,0.014,
2000-03,.,No value available
2000-04,0.005,
2000-05,0.005,
2000-06,.,No value available
2000-07,.,No value available
2000-08,-,Nothing exists
2000-09,-,Nothing exists
2000-10,-,Nothing exists
2000-11,-,Nothing exists
2000-12,-,Nothing exists
2001-01,-,Nothing exists
2001-02,-,Nothing exists
2001-03,-,Nothing exists
2001-04,-,Nothing exists
2001-05,-,Nothing exists
2001-06,-,Nothing exists
2001-07,-,Nothing exists
2001-08,-,Nothing exists
2001-09,0.009,
2001-10,0.009,
2001-11,0.009,
2001-12,.,No value available
2002-01,0.009,
2002-02,0.009,
2002-03,0.009,
2002-04,.,No value available
2002-05,.,No value available
2002-06,.,No value available
2002-07,.,No value available
2002-08,.,No value available
2002-09,0.000,
2002-10,.,No value available
2002-11,0.000,
2002-12,.,No value available
2003-01,0.000,
2003-02,0.000,
2003-03,0.000,
2003-04,0.000,
2003-05,.,No value available
2003-06,.,No value available
2003-07,.,No value available
2003-08,.,No value available
2003-09,0.055,
2003-10,0.055,
2003-11,0.055,
2003-12,0.108,
2004-01,0.116,
2004-02,0.108,
2004-03,0.108,
2004-04,0.108,
2004-05,0.053,
2004-06,0.051,
2004-07,0.051,
2004-08,0.051,
2004-09,0.051,
2004-10,0.051,
2004-11,0.056,
2004-12,0.044,
2005-01,0.030,
2005-02,0.026,
2005-03,0.005,
2005-04,.,No value available
2005-05,.,No value available
2005-06,0.006,
2005-07,0.005,
2005-08,0.005,
2005-09,0.005,
2005-10,0.005,
2005-11,0.056,
2005-12,0.056,
2006-01,0.056,
2006-02,0.056,
2006-03,0.056,
2006-04,0.056,
2006-05,0.056,
2006-06,0.057,
2006-07,0.056,
2006-08,0.056,
2006-09,0.056,
2006-10,0.056,
2006-11,0.072,
2006-12,0.072,
2007-01,0.072,
2007-02,0.072,
2007-03,0.072,
2007-04,0.072,
2007-05,0.056,
2007-06,0.054,
2007-07,0.078,
2007-08,0.078,
2007-09,0.079,
2007-10,0.076,
2007-11,0.126,
2007-12,0.129,
2008-01,0.130,
2008-02,0.130,
2008-03,0.080,
2008-04,0.081,
2008-05,0.084,
2008-06,0.086,
2008-07,0.086,
2008-08,0.086,
2008-09,0.087,
2008-10,0.088,
2008-11,0.088,
2008-12,0.091,
2009-01,0.087,
2009-02,0.088,
2009-03,0.088,
2009-04,0.067,
2009-05,0.067,
2009-06,0.067,
2009-07,0.067,
2009-08,0.067,
2009-09,0.067,
2009-10,0.067,
2009-11,0.067,
2009-12,0.067,
2010-01,0.067,
2010-02,0.091,
2010-03,0.092,
2010-04,0.092,
2010-05,0.098,
2010-06,0.093,
2010-07,0.100,
2010-08,0.105,
2010-09,0.067,
2010-10,0.067,
2010-11,.,No value available
2010-12,.,No value available
2011-01,.,No value available
2011-02,.,No value available
2011-03,.,No value available
2011-04,.,No value available
2011-05,.,No value available
2011-06,0.103,
2011-07,0.118,
2011-08,0.118,
2011-09,.,No value available
2011-10,.,No value available
2011-11,.,No value available
2011-12,0.077,
2012-01,0.076,
2012-02,.,No value available
2012-03,.,No value available
2012-04,.,No value available
2012-05,0.080,
2012-06,-,Nothing exists
2012-07,-,Nothing exists
2012-08,-,Nothing exists
2012-09,-,Nothing exists
2012-10,-,Nothing exists
2012-11,-,Nothing exists
2012-12,-,Nothing exists
2013-01,-,Nothing exists
2013-02,-,Nothing exists
2013-03,-,Nothing exists
2013-04,-,Nothing exists
2013-05,-,Nothing exists
2013-06,-,Nothing exists
2013-07,-,Nothing exists
2013-08,-,Nothing exists
2013-09,-,Nothing exists
2013-10,-,Nothing exists
2013-11,-,Nothing exists
2013-12,-,Nothing exists
2014-01,-,Nothing exists
2014-02,-,Nothing exists
2014-03,-,Nothing exists
2014-04,-,Nothing exists
2014-05,-,Nothing exists
2014-06,-,Nothing exists
2014-07,-,Nothing exists
2014-08,-,Nothing exists
2014-09,-,Nothing exists
2014-10,-,Nothing exists
2014-11,-,Nothing exists
