"",BBK01.OUM376,BBK01.OUM376_FLAGS
"",Loans to foreign general government / Total / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:44,
1999-01,17.377,
1999-02,17.585,
1999-03,17.848,
1999-04,18.276,
1999-05,18.313,
1999-06,19.642,
1999-07,19.589,
1999-08,19.668,
1999-09,19.693,
1999-10,19.821,
1999-11,20.089,
1999-12,20.167,
2000-01,20.681,
2000-02,20.809,
2000-03,20.746,
2000-04,20.627,
2000-05,20.633,
2000-06,20.715,
2000-07,20.093,
2000-08,20.306,
2000-09,20.454,
2000-10,20.485,
2000-11,20.366,
2000-12,20.237,
2001-01,20.274,
2001-02,20.160,
2001-03,20.302,
2001-04,20.202,
2001-05,20.338,
2001-06,20.408,
2001-07,20.348,
2001-08,20.143,
2001-09,20.175,
2001-10,20.503,
2001-11,20.609,
2001-12,20.812,
2002-01,21.058,
2002-02,21.186,
2002-03,21.407,
2002-04,21.364,
2002-05,20.990,
2002-06,20.781,
2002-07,20.643,
2002-08,21.387,
2002-09,21.527,
2002-10,21.254,
2002-11,21.097,
2002-12,20.233,
2003-01,20.077,
2003-02,19.908,
2003-03,20.490,
2003-04,19.981,
2003-05,19.794,
2003-06,18.741,
2003-07,18.891,
2003-08,18.914,
2003-09,18.850,
2003-10,19.500,
2003-11,20.179,
2003-12,20.525,
2004-01,19.785,
2004-02,19.520,
2004-03,19.796,
2004-04,19.955,
2004-05,20.015,
2004-06,19.991,
2004-07,20.687,
2004-08,21.168,
2004-09,20.471,
2004-10,20.246,
2004-11,20.177,
2004-12,20.540,
2005-01,20.896,
2005-02,21.209,
2005-03,22.012,
2005-04,25.168,
2005-05,25.327,
2005-06,25.668,
2005-07,26.169,
2005-08,26.102,
2005-09,26.670,
2005-10,26.683,
2005-11,25.479,
2005-12,25.278,
2006-01,25.553,
2006-02,25.349,
2006-03,24.793,
2006-04,24.428,
2006-05,24.564,
2006-06,24.398,
2006-07,24.485,
2006-08,24.396,
2006-09,21.382,
2006-10,21.271,
2006-11,21.135,
2006-12,20.907,
2007-01,20.667,
2007-02,20.500,
2007-03,19.675,
2007-04,19.470,
2007-05,19.430,
2007-06,19.933,
2007-07,19.858,
2007-08,19.949,
2007-09,19.959,
2007-10,19.821,
2007-11,19.945,
2007-12,19.858,
2008-01,19.664,
2008-02,19.744,
2008-03,19.573,
2008-04,19.680,
2008-05,19.610,
2008-06,19.477,
2008-07,19.385,
2008-08,19.754,
2008-09,21.711,
2008-10,21.933,
2008-11,21.815,
2008-12,21.057,
2009-01,19.958,
2009-02,19.841,
2009-03,19.403,
2009-04,19.392,
2009-05,19.223,
2009-06,17.493,
2009-07,18.170,
2009-08,18.234,
2009-09,18.148,
2009-10,18.138,
2009-11,18.089,
2009-12,18.347,
2010-01,18.433,
2010-02,18.299,
2010-03,17.273,
2010-04,17.321,
2010-05,17.334,
2010-06,17.443,
2010-07,17.198,
2010-08,17.076,
2010-09,16.860,
2010-10,16.966,
2010-11,17.164,
2010-12,16.140,
2011-01,15.290,
2011-02,15.248,
2011-03,15.190,
2011-04,15.103,
2011-05,14.920,
2011-06,14.825,
2011-07,14.899,
2011-08,14.549,
2011-09,14.042,
2011-10,13.764,
2011-11,13.811,
2011-12,13.795,
2012-01,13.756,
2012-02,13.729,
2012-03,12.947,
2012-04,12.922,
2012-05,12.720,
2012-06,12.669,
2012-07,12.397,
2012-08,12.351,
2012-09,12.314,
2012-10,12.312,
2012-11,12.296,
2012-12,11.501,
2013-01,11.453,
2013-02,11.391,
2013-03,11.206,
2013-04,11.196,
2013-05,11.223,
2013-06,11.223,
2013-07,11.201,
2013-08,11.198,
2013-09,11.199,
2013-10,11.000,
2013-11,11.015,
2013-12,8.367,
2014-01,8.355,
2014-02,8.352,
2014-03,8.330,
2014-04,8.321,
2014-05,8.295,
2014-06,8.334,
2014-07,8.440,
2014-08,8.359,
2014-09,8.304,
2014-10,8.580,
2014-11,8.717,
2014-12,8.909,Provisional value
