"",BBK01.CEF702,BBK01.CEF702_FLAGS
"",Other accounts receivable                                              debtor: Total           creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:06,
1999-01,123.8,
1999-04,136.3,
1999-07,138.0,
1999-10,186.5,
2000-01,167.9,
2000-04,202.2,
2000-07,203.3,
2000-10,201.3,
2001-01,212.8,
2001-04,207.8,
2001-07,198.5,
2001-10,194.2,
2002-01,200.9,
2002-04,200.3,
2002-07,199.1,
2002-10,206.9,
2003-01,199.6,
2003-04,184.3,
2003-07,186.4,
2003-10,198.1,
2004-01,192.3,
2004-04,190.4,
2004-07,192.2,
2004-10,199.2,
2005-01,187.2,
2005-04,195.0,
2005-07,197.3,
2005-10,217.9,
2006-01,214.2,
2006-04,221.3,
2006-07,233.3,
2006-10,247.3,
2007-01,246.1,
2007-04,263.0,
2007-07,276.7,
2007-10,274.2,
2008-01,278.7,
2008-04,291.4,
2008-07,297.2,
2008-10,326.5,
2009-01,376.5,
2009-04,295.9,
2009-07,306.6,
2009-10,311.6,
2010-01,315.5,
2010-04,330.4,
2010-07,316.8,
2010-10,241.5,
2011-01,222.5,
2011-04,230.6,
2011-07,203.8,
2011-10,207.6,
2012-01,189.8,
2012-04,219.1,
2012-07,201.0,
2012-10,200.3,
2013-01,211.2,
2013-04,196.2,
2013-07,189.9,
2013-10,203.2,
2014-01,192.7,
2014-04,193.9,
2014-07,210.7,
