"",BBK01.WZ3414,BBK01.WZ3414_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 15.0 years / end of month",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:36,
1986-06,6.16,
1986-07,6.13,
1986-08,5.95,
1986-09,6.34,
1986-10,6.59,
1986-11,6.24,
1986-12,6.27,
1987-01,6.23,
1987-02,6.40,
1987-03,6.05,
1987-04,6.05,
1987-05,6.10,
1987-06,6.55,
1987-07,6.76,
1987-08,6.90,
1987-09,7.22,
1987-10,6.82,
1987-11,6.76,
1987-12,6.91,
1988-01,7.06,
1988-02,6.73,
1988-03,6.78,
1988-04,6.99,
1988-05,7.17,
1988-06,7.14,
1988-07,7.24,
1988-08,7.18,
1988-09,6.93,
1988-10,6.69,
1988-11,6.84,
1988-12,6.84,
1989-01,6.89,
1989-02,7.08,
1989-03,7.09,
1989-04,6.95,
1989-05,7.08,
1989-06,6.87,
1989-07,6.70,
1989-08,6.89,
1989-09,7.03,
1989-10,7.15,
1989-11,7.34,
1989-12,7.32,
1990-01,7.75,
1990-02,8.57,
1990-03,8.39,
1990-04,8.87,
1990-05,8.74,
1990-06,8.65,
1990-07,8.50,
1990-08,8.91,
1990-09,9.06,
1990-10,8.89,
1990-11,8.70,
1990-12,9.09,
1991-01,8.46,
1991-02,8.20,
1991-03,8.32,
1991-04,8.16,
1991-05,8.11,
1991-06,8.32,
1991-07,8.52,
1991-08,8.23,
1991-09,8.19,
1991-10,8.10,
1991-11,7.99,
1991-12,7.82,
1992-01,7.62,
1992-02,7.63,
1992-03,7.66,
1992-04,7.84,
1992-05,7.81,
1992-06,7.92,
1992-07,7.93,
1992-08,7.79,
1992-09,7.36,
1992-10,7.24,
1992-11,7.17,
1992-12,7.09,
1993-01,7.00,
1993-02,6.78,
1993-03,6.85,
1993-04,6.89,
1993-05,6.95,
1993-06,6.79,
1993-07,6.65,
1993-08,6.32,
1993-09,6.34,
1993-10,6.14,
1993-11,6.14,
1993-12,6.01,
1994-01,6.06,
1994-02,6.60,
1994-03,6.77,
1994-04,7.05,
1994-05,7.34,
1994-06,7.30,
1994-07,7.28,
1994-08,7.56,
1994-09,7.81,
1994-10,7.78,
1994-11,7.61,
1994-12,7.80,
1995-01,7.61,
1995-02,7.52,
1995-03,7.52,
1995-04,7.36,
1995-05,7.02,
1995-06,7.37,
1995-07,7.22,
1995-08,7.13,
1995-09,7.15,
1995-10,6.95,
1995-11,6.70,
1995-12,6.52,
1996-01,6.37,
1996-02,6.88,
1996-03,6.90,
1996-04,6.77,
1996-05,6.92,
1996-06,6.97,
1996-07,6.79,
1996-08,6.85,
1996-09,6.57,
1996-10,6.49,
1996-11,6.26,
1996-12,6.33,
1997-01,6.30,
1997-02,5.95,
1997-03,6.34,
1997-04,6.29,
1997-05,6.40,
1997-06,6.14,
1997-07,5.92,
1997-08,6.08,
1997-09,5.87,
1997-10,5.94,
1997-11,5.82,
1997-12,5.62,
1998-01,5.37,
1998-02,5.24,
1998-03,5.21,
1998-04,5.37,
1998-05,5.20,
1998-06,5.11,
1998-07,4.98,
