"",BBK01.OEAC14K,BBK01.OEAC14K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:03,
2002-01,21.842,
2002-04,21.513,
2002-07,21.964,
2002-10,22.164,
2003-01,21.265,
2003-04,19.486,
2003-07,19.135,
2003-10,19.238,
2004-01,17.637,
2004-04,19.536,
2004-07,19.331,
2004-10,19.259,
2005-01,18.749,
2005-04,18.393,
2005-07,18.333,
2005-10,17.939,
2006-01,17.706,
2006-04,17.271,
2006-07,17.106,
2006-10,16.944,
2007-01,16.182,
2007-04,16.049,
2007-07,16.182,
2007-10,15.931,
2008-01,15.998,
2008-04,15.946,
2008-07,15.824,
2008-10,15.750,
2009-01,15.642,
2009-04,16.720,
2009-07,16.842,
2009-10,16.918,
2010-01,16.878,
2010-04,17.248,
2010-07,17.247,
2010-10,17.619,
2011-01,17.740,
2011-04,17.674,
2011-07,17.735,
2011-10,17.652,
2012-01,17.649,
2012-04,18.652,
2012-07,18.643,
2012-10,18.755,
2013-01,18.868,
2013-04,18.772,
2013-07,18.625,
2013-10,18.497,
2014-01,18.394,
2014-04,18.359,
2014-07,18.554,
