"",BBK01.OECB10L,BBK01.OECB10L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:30:28,
2002-01,16.293,
2002-04,15.591,
2002-07,16.711,
2002-10,13.406,
2003-01,17.193,
2003-04,17.821,
2003-07,21.185,
2003-10,19.616,
2004-01,16.696,
2004-04,14.425,
2004-07,14.156,
2004-10,16.886,
2005-01,21.445,
2005-04,21.605,
2005-07,29.228,
2005-10,25.611,
2006-01,32.358,
2006-04,36.683,
2006-07,37.858,
2006-10,20.471,
2007-01,31.981,
2007-04,31.597,
2007-07,29.708,
2007-10,24.090,
2008-01,32.370,
2008-04,26.896,
2008-07,22.722,
2008-10,19.004,
2009-01,21.270,
2009-04,20.433,
2009-07,21.857,
2009-10,19.729,
2010-01,17.851,
2010-04,19.598,
2010-07,17.898,
2010-10,20.891,
2011-01,22.212,
2011-04,25.281,
2011-07,20.905,
2011-10,24.507,
2012-01,24.704,
2012-04,22.979,
2012-07,24.126,
2012-10,24.972,
2013-01,29.158,
2013-04,37.544,
2013-07,9.774,
2013-10,8.671,
2014-01,9.496,
2014-04,9.200,
2014-07,9.875,
