"",BBK01.SUD024,BBK01.SUD024_FLAGS
"",Outstanding amounts (volumes) of German banks / Non-financial corporations' deposits with an agreed maturity of over 2 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:35,
2003-01,30799,
2003-02,30693,
2003-03,29937,
2003-04,29035,
2003-05,28165,
2003-06,28180,
2003-07,28346,
2003-08,28452,
2003-09,29069,
2003-10,29052,
2003-11,29633,
2003-12,29363,
2004-01,29816,
2004-02,29775,
2004-03,29211,
2004-04,29591,
2004-05,29523,
2004-06,29376,
2004-07,29709,
2004-08,29760,
2004-09,29936,
2004-10,28853,
2004-11,29239,
2004-12,29684,
2005-01,28809,
2005-02,28550,
2005-03,28190,
2005-04,23890,
2005-05,23881,
2005-06,24559,
2005-07,25296,
2005-08,24961,
2005-09,24849,
2005-10,22472,
2005-11,22497,
2005-12,22543,
2006-01,22655,
2006-02,22895,
2006-03,22943,
2006-04,23474,
2006-05,23648,
2006-06,23866,
2006-07,23381,
2006-08,23319,
2006-09,23918,
2006-10,22303,
2006-11,22310,
2006-12,22252,
2007-01,22342,
2007-02,21929,
2007-03,22215,
2007-04,22243,
2007-05,22042,
2007-06,22252,
2007-07,22518,
2007-08,22603,
2007-09,22699,
2007-10,22705,
2007-11,22552,
2007-12,22016,
2008-01,21881,
2008-02,22040,
2008-03,21716,
2008-04,21730,
2008-05,21803,
2008-06,21713,
2008-07,21919,
2008-08,21860,
2008-09,23230,
2008-10,23132,
2008-11,23011,
2008-12,22976,
2009-01,23192,
2009-02,23084,
2009-03,23274,
2009-04,23265,
2009-05,23269,
2009-06,23871,
2009-07,24569,
2009-08,25351,
2009-09,25666,
2009-10,25921,
2009-11,26499,
2009-12,26227,
2010-01,25855,
2010-02,24504,
2010-03,24304,
2010-04,24331,
2010-05,24284,
2010-06,22642,
2010-07,22755,
2010-08,22595,
2010-09,22520,
2010-10,22535,
2010-11,22646,
2010-12,22637,
2011-01,22856,
2011-02,22983,
2011-03,23106,
2011-04,23816,
2011-05,23709,
2011-06,23964,
2011-07,24136,
2011-08,24181,
2011-09,24053,
2011-10,23951,
2011-11,23470,
2011-12,23384,
2012-01,22576,
2012-02,22973,
2012-03,22835,
2012-04,22741,
2012-05,22861,
2012-06,22722,
2012-07,22303,
2012-08,22163,
2012-09,21373,
2012-10,21082,
2012-11,21367,
2012-12,21289,
2013-01,21296,
2013-02,21367,
2013-03,21000,
2013-04,20869,
2013-05,20652,
2013-06,20352,
2013-07,20464,
2013-08,20406,
2013-09,20467,
2013-10,20505,
2013-11,20486,
2013-12,20531,
2014-01,20595,
2014-02,20561,
2014-03,20226,
2014-04,19598,
2014-05,19903,
2014-06,19989,
2014-07,19674,
2014-08,19536,
2014-09,19601,
2014-10,19663,
2014-11,19554,
2014-12,19202,Provisional value
"",General: Data based on mothly balance sheet statistics. p = Provisional,
