"",BBK01.SUD113,BBK01.SUD113_FLAGS
"",Effective interest rates of German banks / New business / Loans for consumption to households with a floating rate or an initial rate fixation up to 1 year,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:54,
2003-01,5.87,
2003-02,5.78,
2003-03,5.78,
2003-04,5.68,
2003-05,5.71,
2003-06,5.48,
2003-07,5.58,
2003-08,5.57,
2003-09,5.41,
2003-10,5.26,
2003-11,5.24,
2003-12,5.02,
2004-01,5.30,
2004-02,4.98,
2004-03,5.28,
2004-04,5.05,
2004-05,5.21,
2004-06,5.34,
2004-07,5.25,
2004-08,5.42,
2004-09,5.09,
2004-10,4.77,
2004-11,4.86,
2004-12,4.90,
2005-01,4.98,
2005-02,4.85,
2005-03,4.73,
2005-04,4.90,
2005-05,5.47,
2005-06,5.35,
2005-07,5.37,
2005-08,5.54,
2005-09,5.41,
2005-10,5.16,
2005-11,5.33,
2005-12,4.85,
2006-01,5.18,
2006-02,5.35,
2006-03,5.17,
2006-04,5.24,
2006-05,5.49,
2006-06,5.12,
2006-07,5.54,
2006-08,5.63,
2006-09,5.60,
2006-10,5.61,
2006-11,5.56,
2006-12,5.31,
2007-01,5.63,
2007-02,5.74,
2007-03,5.71,
2007-04,5.35,
2007-05,5.99,
2007-06,5.97,
2007-07,6.31,
2007-08,6.44,
2007-09,6.38,
2007-10,6.29,
2007-11,6.19,
2007-12,5.51,
2008-01,5.99,
2008-02,6.36,
2008-03,6.17,
2008-04,5.70,
2008-05,6.33,
2008-06,6.25,
2008-07,6.47,
2008-08,6.24,
2008-09,6.08,
2008-10,5.86,
2008-11,5.43,
2008-12,4.76,
2009-01,5.10,
2009-02,5.12,
2009-03,4.74,
2009-04,4.41,
2009-05,5.10,
2009-06,5.20,
2009-07,5.52,
2009-08,5.55,
2009-09,5.32,
2009-10,4.90,
2009-11,4.55,
2009-12,4.04,
2010-01,4.36,
2010-02,4.32,
2010-03,4.13,
2010-04,4.27,
2010-05,4.31,
2010-06,3.39,
2010-07,3.50,
2010-08,3.47,
2010-09,3.43,
2010-10,3.45,
2010-11,3.45,
2010-12,3.16,
2011-01,3.36,
2011-02,3.30,
2011-03,3.52,
2011-04,3.28,
2011-05,3.68,
2011-06,3.42,
2011-07,3.47,
2011-08,3.56,
2011-09,3.63,
2011-10,3.36,
2011-11,3.68,
2011-12,3.08,
2012-01,3.25,
2012-02,3.20,
2012-03,3.00,
2012-04,3.10,
2012-05,3.30,
2012-06,3.64,
2012-07,4.45,
2012-08,4.51,
2012-09,4.37,
2012-10,4.13,
2012-11,4.63,
2012-12,3.88,
2013-01,4.85,
2013-02,4.61,
2013-03,4.56,
2013-04,4.89,
2013-05,5.60,
2013-06,5.46,
2013-07,5.28,
2013-08,5.40,
2013-09,5.79,
2013-10,5.95,
2013-11,5.78,
2013-12,5.32,
2014-01,5.73,
2014-02,5.87,
2014-03,5.72,
2014-04,5.44,
2014-05,5.33,
2014-06,5.17,
2014-07,5.28,
2014-08,5.21,
2014-09,5.02,
2014-10,5.03,
2014-11,5.02,
2014-12,4.49,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. Excluding overdrafts. p = Provisional",
