"",BBK01.RU5822,BBK01.RU5822_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / India / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:23:38,
1982-06,0.120,
1982-07,0.096,
1982-08,0.111,
1982-09,0.099,
1982-10,0.084,
1982-11,0.071,
1982-12,0.096,
1983-01,0.081,
1983-02,0.098,
1983-03,0.139,
1983-04,0.217,
1983-05,0.216,
1983-06,0.208,
1983-07,0.185,
1983-08,0.185,
1983-09,0.132,
1983-10,0.102,
1983-11,0.095,
1983-12,0.094,
1984-01,0.077,
1984-02,0.074,
1984-03,0.064,
1984-04,0.088,
1984-05,0.087,
1984-06,0.084,
1984-07,0.088,
1984-08,0.101,
1984-09,0.125,
1984-10,0.107,
1984-11,0.106,
1984-12,0.105,
1985-01,0.102,
1985-02,0.105,
1985-03,0.112,
1985-04,0.111,
1985-05,0.153,
1985-06,0.183,
1985-07,0.177,
1985-08,0.236,
1985-09,0.228,
1985-10,0.219,
1985-11,0.212,
1985-12,0.200,
1986-01,0.202,
1986-02,0.193,
1986-03,0.185,
1986-04,0.184,
1986-05,0.173,
1986-06,0.177,
1986-07,0.163,
1986-08,0.158,
1986-09,0.174,
1986-10,0.172,
1986-11,0.178,
1986-12,0.164,
1987-01,0.215,
1987-02,0.258,
1987-03,0.169,
1987-04,0.148,
1987-05,0.158,
1987-06,0.141,
1987-07,0.135,
1987-08,0.146,
1987-09,0.147,
1987-10,0.168,
1987-11,0.166,
1987-12,0.166,
1988-01,0.188,
1988-02,0.161,
1988-03,0.154,
1988-04,0.133,
1988-05,0.176,
1988-06,0.187,
1988-07,0.143,
1988-08,0.160,
1988-09,0.155,
1988-10,0.168,
1988-11,0.155,
1988-12,0.119,
1989-01,0.147,
1989-02,0.125,
1989-03,0.144,
1989-04,0.144,
1989-05,0.144,
1989-06,0.140,
1989-07,0.141,
1989-08,0.137,
1989-09,0.126,
1989-10,0.173,
1989-11,0.140,
1989-12,0.130,
1990-01,0.169,
1990-02,0.161,
1990-03,0.196,
1990-04,0.214,
1990-05,0.187,
1990-06,0.168,
1990-07,0.146,
1990-08,0.177,
1990-09,0.150,
1990-10,0.129,
1990-11,0.134,
1990-12,0.109,
1991-01,0.124,
1991-02,0.112,
1991-03,0.134,
1991-04,0.146,
1991-05,0.142,
1991-06,0.134,
1991-07,0.132,
1991-08,0.121,
1991-09,0.120,
1991-10,0.108,
1991-11,0.135,
1991-12,0.118,
1992-01,0.126,
1992-02,0.124,
1992-03,0.136,
1992-04,0.125,
1992-05,0.125,
1992-06,0.128,
1992-07,0.142,
1992-08,0.214,
1992-09,0.208,
1992-10,0.224,
1992-11,0.248,
1992-12,0.239,
1993-01,0.335,
1993-02,0.273,
1993-03,0.262,
1993-04,0.257,
1993-05,0.325,
1993-06,0.343,
1993-07,0.400,
1993-08,0.375,
1993-09,0.358,
1993-10,0.386,
1993-11,0.393,
1993-12,0.408,
1994-01,0.361,
1994-02,0.389,
1994-03,0.263,
1994-04,0.244,
1994-05,0.306,
1994-06,0.255,
1994-07,0.262,
1994-08,0.223,
1994-09,0.211,
1994-10,0.197,
1994-11,0.208,
1994-12,0.220,
1995-01,0.215,
1995-02,0.232,
1995-03,0.235,
1995-04,0.241,
1995-05,0.219,
1995-06,0.271,
1995-07,0.283,
1995-08,0.419,
1995-09,0.306,
1995-10,0.299,
1995-11,0.288,
1995-12,0.249,
1996-01,0.259,
1996-02,0.275,
1996-03,0.349,
1996-04,0.354,
1996-05,0.339,
1996-06,0.334,
1996-07,0.381,
1996-08,0.431,
1996-09,0.521,
1996-10,0.394,
1996-11,0.462,
1996-12,0.515,
1997-01,0.479,
1997-02,0.601,
1997-03,0.544,
1997-04,0.716,
1997-05,0.865,
1997-06,0.897,
1997-07,0.914,
1997-08,0.933,
1997-09,0.852,
1997-10,1.016,
1997-11,1.201,
1997-12,1.304,
1998-01,1.156,
1998-02,1.210,
1998-03,1.272,
1998-04,1.346,
1998-05,1.568,
1998-06,1.378,
1998-07,1.350,
1998-08,1.587,
1998-09,1.531,
1998-10,1.404,
1998-11,1.445,
1998-12,1.300,
1999-01,1.168,
1999-02,1.374,
1999-03,1.201,
1999-04,1.383,
1999-05,1.363,
1999-06,1.714,
1999-07,1.709,
1999-08,1.636,
1999-09,1.610,
1999-10,1.709,
1999-11,1.707,
1999-12,1.859,
2000-01,1.470,
2000-02,1.714,
2000-03,1.288,
2000-04,1.618,
2000-05,1.440,
2000-06,1.599,
2000-07,1.353,
2000-08,1.545,
2000-09,1.557,
2000-10,1.796,
2000-11,1.772,
2000-12,1.764,
2001-01,1.688,
2001-02,1.656,
2001-03,1.807,
2001-04,1.943,
2001-05,1.895,
2001-06,1.921,
2001-07,1.827,
2001-08,1.691,
2001-09,1.441,
2001-10,1.586,
2001-11,1.612,
2001-12,1.571,
2002-01,1.967,
2002-02,1.465,
2002-03,1.499,
2002-04,1.537,
2002-05,1.534,
2002-06,1.776,
2002-07,1.965,
2002-08,2.096,
2002-09,2.085,
2002-10,1.906,
2002-11,1.541,
2002-12,1.293,
2003-01,1.334,
2003-02,1.293,
2003-03,1.135,
2003-04,1.127,
2003-05,1.080,
2003-06,1.053,
2003-07,0.886,
2003-08,0.817,
2003-09,0.923,
2003-10,0.761,
2003-11,0.639,
2003-12,0.663,
2004-01,0.673,
2004-02,0.715,
2004-03,1.233,
2004-04,0.672,
2004-05,0.646,
2004-06,0.690,
2004-07,0.778,
2004-08,0.911,
2004-09,0.787,
2004-10,0.915,
2004-11,0.802,
2004-12,0.769,
2005-01,1.112,
2005-02,1.091,
2005-03,0.829,
2005-04,1.125,
2005-05,0.795,
2005-06,1.001,
2005-07,0.863,
2005-08,1.021,
2005-09,1.096,
2005-10,0.985,
2005-11,1.058,
2005-12,1.717,
2006-01,1.827,
2006-02,1.458,
2006-03,1.770,
2006-04,1.401,
2006-05,1.050,
2006-06,1.209,
2006-07,1.258,
2006-08,1.351,
2006-09,1.273,
2006-10,1.403,
2006-11,1.754,
2006-12,1.882,
2007-01,1.751,
2007-02,1.345,
2007-03,1.707,
2007-04,1.579,
2007-05,1.417,
2007-06,1.719,
2007-07,1.174,
2007-08,0.798,
2007-09,0.692,
2007-10,0.620,
2007-11,0.475,
2007-12,0.526,
2008-01,0.467,
2008-02,0.462,
2008-03,0.631,
2008-04,0.556,
2008-05,0.480,
2008-06,0.960,
2008-07,0.642,
2008-08,0.542,
2008-09,0.487,
2008-10,0.574,
2008-11,0.632,
2008-12,0.446,
2009-01,0.548,
2009-02,0.551,
2009-03,0.721,
2009-04,0.819,
2009-05,0.491,
2009-06,0.609,
2009-07,0.594,
2009-08,0.550,
2009-09,0.528,
2009-10,0.538,
2009-11,0.681,
2009-12,0.587,
2010-01,0.559,
2010-02,0.585,
2010-03,0.943,
2010-04,0.690,
2010-05,0.759,
2010-06,0.786,
2010-07,0.769,
2010-08,0.776,
2010-09,1.154,
2010-10,1.262,
2010-11,0.774,
2010-12,0.632,
2011-01,0.693,
2011-02,0.632,
2011-03,1.156,
2011-04,0.776,
2011-05,0.710,
2011-06,0.658,
2011-07,0.701,
2011-08,0.871,
2011-09,0.718,
2011-10,0.814,
2011-11,0.706,
2011-12,0.983,
2012-01,1.162,
2012-02,0.999,
2012-03,1.176,
2012-04,0.760,
2012-05,0.787,
2012-06,0.993,
2012-07,0.784,
2012-08,0.799,
2012-09,0.957,
2012-10,0.682,
2012-11,0.643,
2012-12,0.715,
2013-01,0.703,
2013-02,0.750,
2013-03,1.284,
2013-04,1.030,
2013-05,0.796,
2013-06,0.786,
2013-07,0.765,
2013-08,0.726,
2013-09,0.851,
2013-10,0.778,
2013-11,0.850,
2013-12,0.781,
2014-01,0.855,
2014-02,0.976,
2014-03,1.111,
