"",BBK01.PQ1618,BBK01.PQ1618_FLAGS
"",Lending to domestic non-profit institutions / Short-term / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:28:11,
1968-10,0.027,
1969-01,0.027,
1969-04,0.028,
1969-07,0.027,
1969-10,0.029,
1970-01,0.030,
1970-04,0.036,
1970-07,0.037,
1970-10,0.041,
1971-01,0.044,
1971-04,0.049,
1971-07,0.054,
1971-10,0.059,
1972-01,0.058,
1972-04,0.060,
1972-07,0.064,
1972-10,0.075,
1973-01,0.076,
1973-04,0.090,
1973-07,0.085,
1973-10,0.099,
1974-01,0.097,
1974-04,0.112,
1974-07,0.100,
1974-10,0.122,
1975-01,0.117,
1975-04,0.127,
1975-07,0.112,
1975-10,0.144,
1976-01,0.129,
1976-04,0.153,
1976-07,0.133,
1976-10,0.157,
1977-01,0.160,
1977-04,0.172,
1977-07,0.153,
1977-10,0.165,
1978-01,0.164,
1978-04,0.177,
1978-07,0.159,
1978-10,0.173,
1979-01,0.175,
1979-04,0.201,
1979-07,0.206,
1979-10,0.255,
1980-01,0.254,
1980-04,0.271,
1980-07,0.251,
1980-10,0.314,
1981-01,0.309,
1981-04,0.339,
1981-07,0.349,
1981-10,0.382,
1982-01,0.358,
1982-04,0.359,
1982-07,0.332,
1982-10,0.339,
1983-01,0.318,
1983-04,0.313,
1983-07,0.303,
1983-10,0.327,
1984-01,0.307,
1984-04,0.338,
1984-07,0.304,
1984-10,0.349,
1985-01,0.327,
1985-04,0.331,
1985-07,0.322,
1985-10,0.376,
1986-01,0.381,
1986-04,0.352,
1986-07,0.313,
1986-10,0.346,
1987-01,0.295,
1987-04,0.331,
1987-07,0.295,
1987-10,0.333,
1988-01,0.333,
1988-04,0.332,
1988-07,0.332,
1988-10,0.409,
1989-01,0.381,
1989-04,0.386,
1989-07,0.403,
1989-10,0.493,
1990-01,0.497,
1990-04,0.562,
1990-07,0.533,
1990-10,0.577,
1991-01,0.597,
1991-04,0.674,
1991-07,0.623,
1991-10,0.709,
1992-01,0.651,
1992-04,0.726,
1992-07,0.677,
1992-10,0.688,
1993-01,0.641,
1993-04,0.609,
1993-07,0.555,
1993-10,0.593,
1994-01,0.545,
1994-04,0.479,
1994-07,0.480,
1994-10,0.526,
1995-01,0.413,
1995-04,0.481,
1995-07,0.453,
1995-10,0.456,
1996-01,0.419,
1996-04,0.495,
1996-07,0.427,
1996-10,0.477,
1997-01,0.419,
1997-04,0.497,
1997-07,0.397,
1997-10,0.575,
1998-01,0.467,
1998-04,0.491,
1998-07,0.406,
1998-10,0.513,
1999-01,0.361,
1999-04,0.502,
1999-07,0.412,
1999-10,0.474,
2000-01,0.423,
2000-04,0.454,
2000-07,0.412,
2000-10,0.417,
2001-01,0.357,
2001-04,0.309,
2001-07,0.363,
2001-10,0.373,
2002-01,0.248,
2002-04,0.397,
2002-07,0.472,
2002-10,0.347,
2003-01,0.550,
2003-04,0.557,
2003-07,0.452,
2003-10,0.232,
2004-01,0.404,
2004-04,0.420,
2004-07,0.514,
2004-10,0.433,
2005-01,0.419,
2005-04,0.367,
2005-07,0.420,
2005-10,0.583,
2006-01,0.511,
2006-04,0.388,
2006-07,0.423,
2006-10,0.203,
2007-01,0.197,
2007-04,0.185,
2007-07,0.174,
2007-10,0.195,
2008-01,0.204,
2008-04,0.192,
2008-07,0.148,
2008-10,0.143,
2009-01,0.161,
2009-04,0.160,
2009-07,0.140,
2009-10,0.149,
2010-01,0.142,
2010-04,0.140,
2010-07,0.127,
2010-10,0.144,
2011-01,0.126,
2011-04,0.131,
2011-07,0.123,
2011-10,0.136,
2012-01,0.132,
2012-04,0.131,
2012-07,0.136,
2012-10,0.144,
2013-01,0.126,
2013-04,0.123,
2013-07,0.126,
2013-10,0.141,
2014-01,0.141,
2014-04,0.126,
2014-07,0.127,
2014-10,0.172,
