"",BBK01.PC3302,BBK01.PC3302_FLAGS
"",Other housing loans to domestic enterprises and resident individuals / Long-term / Building and loan associations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:51,
1999-01,11.626,
1999-04,11.635,
1999-07,11.716,
1999-10,11.868,
2000-01,12.059,
2000-04,12.227,
2000-07,12.414,
2000-10,12.632,
2001-01,12.741,
2001-04,12.853,
2001-07,12.998,
2001-10,13.067,
2002-01,13.103,
2002-04,13.200,
2002-07,13.316,
2002-10,13.408,
2003-01,13.422,
2003-04,13.487,
2003-07,13.579,
2003-10,13.524,
2004-01,13.576,
2004-04,13.499,
2004-07,13.208,
2004-10,13.210,
2005-01,12.871,
2005-04,12.796,
2005-07,12.732,
2005-10,12.643,
2006-01,12.568,
2006-04,12.489,
2006-07,12.562,
2006-10,12.627,
2007-01,12.654,
2007-04,12.728,
2007-07,12.829,
2007-10,12.914,
2008-01,12.981,
2008-04,13.129,
2008-07,13.319,
2008-10,13.452,
2009-01,13.482,
2009-04,13.523,
2009-07,13.597,
2009-10,13.658,
2010-01,13.616,
2010-04,13.571,
2010-07,13.557,
2010-10,13.492,
2011-01,13.475,
2011-04,13.527,
2011-07,13.618,
2011-10,13.676,
2012-01,13.679,
2012-04,13.708,
2012-07,13.766,
2012-10,13.774,
2013-01,13.760,
2013-04,13.784,
2013-07,13.902,
2013-10,13.992,
2014-01,14.071,
2014-04,14.182,
2014-07,14.277,
2014-10,14.371,
