"",BBK01.CEF909,BBK01.CEF909_FLAGS
"",Non-MMF investment fund shares or units  debtor: Total                                  creditor: Non-MMF investment funds,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:24,
1999-01,0.4,
1999-04,0.6,
1999-07,1.3,
1999-10,2.2,
2000-01,3.2,
2000-04,3.7,
2000-07,4.7,
2000-10,4.9,
2001-01,5.3,
2001-04,5.8,
2001-07,5.0,
2001-10,5.5,
2002-01,5.8,
2002-04,5.3,
2002-07,4.8,
2002-10,4.7,
2003-01,4.4,
2003-04,5.4,
2003-07,5.6,
2003-10,5.9,
2004-01,10.8,
2004-04,11.1,
2004-07,11.9,
2004-10,13.5,
2005-01,15.5,
2005-04,17.5,
2005-07,22.2,
2005-10,27.3,
2006-01,31.7,
2006-04,31.8,
2006-07,35.7,
2006-10,39.0,
2007-01,44.9,
2007-04,49.7,
2007-07,48.0,
2007-10,52.5,
2008-01,50.9,
2008-04,55.9,
2008-07,54.3,
2008-10,56.0,
2009-01,62.0,
2009-04,69.2,
2009-07,83.7,
2009-10,107.0,
2010-01,116.9,
2010-04,120.5,
2010-07,133.8,
2010-10,144.5,
2011-01,147.0,
2011-04,150.9,
2011-07,141.1,
2011-10,150.4,
2012-01,167.4,
2012-04,168.8,
2012-07,188.0,
2012-10,203.9,
2013-01,216.1,
2013-04,212.9,
2013-07,223.9,
2013-10,232.8,
2014-01,238.8,
2014-04,251.6,
2014-07,263.6,
