"",BBK01.OUN008,BBK01.OUN008_FLAGS
"",Other liabilities / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:19:20,
1950-06,0.097,
1950-07,-,Nothing exists
1950-08,-,Nothing exists
1950-09,-,Nothing exists
1950-10,-,Nothing exists
1950-11,-,Nothing exists
1950-12,0.112,
1951-01,-,Nothing exists
1951-02,-,Nothing exists
1951-03,-,Nothing exists
1951-04,-,Nothing exists
1951-05,-,Nothing exists
1951-06,0.146,
1951-07,-,Nothing exists
1951-08,-,Nothing exists
1951-09,-,Nothing exists
1951-10,-,Nothing exists
1951-11,-,Nothing exists
1951-12,0.138,
1952-01,-,Nothing exists
1952-02,-,Nothing exists
1952-03,-,Nothing exists
1952-04,-,Nothing exists
1952-05,-,Nothing exists
1952-06,0.167,
1952-07,-,Nothing exists
1952-08,-,Nothing exists
1952-09,-,Nothing exists
1952-10,-,Nothing exists
1952-11,-,Nothing exists
1952-12,0.194,
1953-01,-,Nothing exists
1953-02,-,Nothing exists
1953-03,-,Nothing exists
1953-04,-,Nothing exists
1953-05,-,Nothing exists
1953-06,0.263,
1953-07,-,Nothing exists
1953-08,-,Nothing exists
1953-09,-,Nothing exists
1953-10,-,Nothing exists
1953-11,-,Nothing exists
1953-12,0.223,
1954-01,-,Nothing exists
1954-02,-,Nothing exists
1954-03,-,Nothing exists
1954-04,-,Nothing exists
1954-05,-,Nothing exists
1954-06,0.261,
1954-07,-,Nothing exists
1954-08,-,Nothing exists
1954-09,-,Nothing exists
1954-10,-,Nothing exists
1954-11,-,Nothing exists
1954-12,0.235,
1955-01,-,Nothing exists
1955-02,-,Nothing exists
1955-03,-,Nothing exists
1955-04,-,Nothing exists
1955-05,-,Nothing exists
1955-06,0.270,
1955-07,-,Nothing exists
1955-08,-,Nothing exists
1955-09,-,Nothing exists
1955-10,-,Nothing exists
1955-11,-,Nothing exists
1955-12,0.356,
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,0.364,
1956-07,-,Nothing exists
1956-08,-,Nothing exists
1956-09,-,Nothing exists
1956-10,-,Nothing exists
1956-11,-,Nothing exists
1956-12,0.419,
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,0.512,
1957-07,-,Nothing exists
1957-08,-,Nothing exists
1957-09,-,Nothing exists
1957-10,-,Nothing exists
1957-11,-,Nothing exists
1957-12,0.524,
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,-,Nothing exists
1958-06,0.408,
1958-07,-,Nothing exists
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,-,Nothing exists
1958-11,-,Nothing exists
1958-12,0.441,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.464,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.507,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.532,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.544,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.568,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.573,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.572,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.542,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.626,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.704,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.683,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.701,
1965-01,0.632,
1965-02,0.584,
1965-03,0.639,
1965-04,0.623,
1965-05,0.629,
1965-06,0.729,
1965-07,0.632,
1965-08,0.624,
1965-09,0.650,
1965-10,0.656,
1965-11,0.670,
1965-12,0.797,
1966-01,0.661,
1966-02,0.639,
1966-03,0.659,
1966-04,0.643,
1966-05,0.646,
1966-06,0.750,
1966-07,0.663,
1966-08,0.657,
1966-09,0.697,
1966-10,0.689,
1966-11,0.720,
1966-12,0.791,
1967-01,0.724,
1967-02,0.678,
1967-03,0.735,
1967-04,0.714,
1967-05,0.728,
1967-06,0.858,
1967-07,0.784,
1967-08,0.751,
1967-09,0.821,
1967-10,0.788,
1967-11,0.775,
1967-12,1.013,
1968-01,0.781,
1968-02,0.751,
1968-03,0.779,
1968-04,0.776,
1968-05,0.791,
1968-06,1.046,
1968-07,0.828,
1968-08,0.812,
1968-09,0.887,
1968-10,0.883,
1968-11,0.844,
1968-12,0.975,
1969-01,0.856,
1969-02,0.813,
1969-03,0.854,
1969-04,0.856,
1969-05,0.851,
1969-06,1.021,
1969-07,0.931,
1969-08,0.910,
1969-09,0.985,
1969-10,0.963,
1969-11,0.984,
1969-12,1.025,
1970-01,0.937,
1970-02,0.895,
1970-03,0.675,
1970-04,0.640,
1970-05,0.620,
1970-06,0.811,
1970-07,0.709,
1970-08,0.707,
1970-09,0.806,
1970-10,0.767,
1970-11,0.782,
1970-12,0.918,
1971-01,0.768,
1971-02,0.704,
1971-03,0.754,
1971-04,0.749,
1971-05,0.746,
1971-06,0.931,
1971-07,0.826,
1971-08,0.782,
1971-09,0.884,
1971-10,0.757,
1971-11,0.790,
1971-12,0.920,
1972-01,0.885,
1972-02,0.795,
1972-03,0.868,
1972-04,0.847,
1972-05,0.853,
1972-06,1.016,
1972-07,0.856,
1972-08,0.849,
1972-09,0.964,
1972-10,0.904,
1972-11,0.905,
1972-12,0.976,
1973-01,0.987,
1973-02,0.954,
1973-03,1.172,
1973-04,1.099,
1973-05,1.086,
1973-06,1.351,
1973-07,1.255,
1973-08,1.239,
1973-09,1.377,
1973-10,1.357,
1973-11,1.389,
1973-12,1.682,
1974-01,1.378,
1974-02,1.156,
1974-03,1.212,
1974-04,1.213,
1974-05,1.175,
1974-06,1.479,
1974-07,1.423,
1974-08,1.367,
1974-09,1.505,
1974-10,1.471,
1974-11,1.571,
1974-12,1.365,
1975-01,1.309,
1975-02,1.350,
1975-03,1.427,
1975-04,1.359,
1975-05,1.347,
1975-06,1.502,
1975-07,1.471,
1975-08,1.362,
1975-09,1.528,
1975-10,1.466,
1975-11,1.501,
1975-12,1.631,
1976-01,1.651,
1976-02,1.671,
1976-03,1.587,
1976-04,1.573,
1976-05,1.557,
1976-06,1.696,
1976-07,1.621,
1976-08,1.484,
1976-09,1.637,
1976-10,1.580,
1976-11,1.629,
1976-12,1.835,
1977-01,1.722,
1977-02,1.758,
1977-03,1.738,
1977-04,1.670,
1977-05,1.701,
1977-06,1.894,
1977-07,1.831,
1977-08,1.749,
1977-09,1.869,
1977-10,1.851,
1977-11,1.874,
1977-12,1.952,
1978-01,1.939,
1978-02,1.898,
1978-03,1.808,
1978-04,1.781,
1978-05,1.858,
1978-06,1.951,
1978-07,1.887,
1978-08,1.814,
1978-09,1.932,
1978-10,1.853,
1978-11,1.934,
1978-12,2.050,
1979-01,2.121,
1979-02,2.085,
1979-03,1.990,
1979-04,1.994,
1979-05,1.935,
1979-06,2.091,
1979-07,2.044,
1979-08,2.018,
1979-09,2.245,
1979-10,2.126,
1979-11,2.158,
1979-12,2.366,
1980-01,2.414,
1980-02,2.426,
1980-03,2.332,
1980-04,2.174,
1980-05,2.212,
1980-06,2.510,
1980-07,2.395,
1980-08,2.286,
1980-09,2.477,
1980-10,2.426,
1980-11,2.485,
1980-12,2.589,
1981-01,2.734,
1981-02,2.688,
1981-03,2.524,
1981-04,2.458,
1981-05,2.631,
1981-06,2.781,
1981-07,2.690,
1981-08,2.578,
1981-09,2.767,
1981-10,2.768,
1981-11,2.800,
1981-12,3.038,
1982-01,3.092,
1982-02,3.058,
1982-03,3.122,
1982-04,2.853,
1982-05,2.777,
1982-06,3.088,
1982-07,2.978,
1982-08,2.946,
1982-09,3.105,
1982-10,2.996,
1982-11,2.995,
1982-12,3.347,
1983-01,3.498,
1983-02,3.541,
1983-03,3.513,
1983-04,3.250,
1983-05,3.225,
1983-06,3.547,
1983-07,3.445,
1983-08,3.394,
1983-09,3.568,
1983-10,3.488,
1983-11,3.329,
1983-12,3.979,
1984-01,3.928,
1984-02,3.788,
1984-03,3.966,
1984-04,3.797,
1984-05,3.597,
1984-06,3.958,
1984-07,3.824,
1984-08,3.744,
1984-09,3.870,
1984-10,3.759,
1984-11,3.807,
1984-12,4.288,
1985-01,4.213,
1985-02,4.255,
1985-03,4.171,
1985-04,3.929,
1985-05,3.936,
1985-06,4.236,
1985-07,4.163,
1985-08,4.119,
1985-09,4.228,
1985-10,4.183,
1985-11,4.138,
1985-12,4.711,
1986-01,5.009,
1986-02,4.817,
1986-03,4.966,
1986-04,4.639,
1986-05,4.724,
1986-06,5.022,
1986-07,4.837,
1986-08,4.777,
1986-09,4.992,
1986-10,4.959,
1986-11,4.682,
1986-12,5.543,
1987-01,5.520,
1987-02,5.457,
1987-03,5.251,
1987-04,5.064,
1987-05,5.025,
1987-06,5.520,
1987-07,5.413,
1987-08,5.274,
1987-09,5.318,
1987-10,5.182,
1987-11,5.130,
1987-12,5.692,
1988-01,5.710,
1988-02,5.641,
1988-03,5.667,
1988-04,5.263,
1988-05,5.305,
1988-06,5.783,
1988-07,5.717,
1988-08,5.625,
1988-09,5.919,
1988-10,5.678,
1988-11,5.596,
1988-12,6.415,
1989-01,6.267,
1989-02,5.930,
1989-03,6.156,
1989-04,5.805,
1989-05,5.760,
1989-06,6.240,
1989-07,6.080,
1989-08,6.021,
1989-09,6.314,
1989-10,6.166,
1989-11,6.223,
1989-12,7.075,
1990-01,6.932,
1990-02,6.693,
1990-03,7.046,
1990-04,6.769,
1990-05,6.713,
1990-06,23.602,
1990-07,23.437,
1990-08,23.905,
1990-09,27.005,
1990-10,24.622,
1990-11,24.110,
1990-12,26.151,
1991-01,26.308,
1991-02,25.463,
1991-03,28.286,
1991-04,27.397,
1991-05,26.585,
1991-06,28.338,
1991-07,27.527,
1991-08,26.950,
1991-09,29.559,
1991-10,29.286,
1991-11,29.657,
1991-12,28.324,
1992-01,29.858,
1992-02,28.846,
1992-03,29.879,
1992-04,29.484,
1992-05,29.378,
1992-06,32.851,
1992-07,30.205,
1992-08,31.454,
1992-09,31.211,
1992-10,29.882,
1992-11,30.408,
1992-12,32.100,
1993-01,35.275,
1993-02,34.102,
1993-03,33.295,
1993-04,33.178,
1993-05,34.135,
1993-06,36.093,
1993-07,34.729,
1993-08,33.497,
1993-09,34.750,
1993-10,32.286,
1993-11,32.638,
1993-12,34.884,
1994-01,35.812,
1994-02,34.903,
1994-03,34.218,
1994-04,33.130,
1994-05,33.032,
1994-06,33.056,
1994-07,32.803,
1994-08,32.430,
1994-09,31.515,
1994-10,34.870,
1994-11,36.980,
1994-12,37.565,
1995-01,46.710,
1995-02,45.291,
1995-03,42.883,
1995-04,41.681,
1995-05,31.203,
1995-06,31.124,
1995-07,33.935,
1995-08,31.569,
1995-09,28.923,
1995-10,29.122,
1995-11,28.890,
1995-12,30.603,
1996-01,31.440,
1996-02,29.811,
1996-03,32.252,
1996-04,29.305,
1996-05,29.284,
1996-06,31.477,
1996-07,31.046,
1996-08,29.615,
1996-09,31.491,
1996-10,30.095,
1996-11,30.505,
1996-12,31.766,
1997-01,31.720,
1997-02,31.458,
1997-03,33.303,
1997-04,32.999,
1997-05,31.510,
1997-06,32.471,
1997-07,31.992,
1997-08,32.489,
1997-09,33.591,
1997-10,32.842,
1997-11,32.908,
1997-12,37.356,
1998-01,34.622,
1998-02,35.231,
1998-03,34.681,
1998-04,34.487,
1998-05,35.392,
1998-06,35.344,
1998-07,35.015,
1998-08,33.470,
1998-09,35.280,
1998-10,35.148,
1998-11,36.898,
1998-12,38.648,
1999-01,62.784,
1999-02,64.174,
1999-03,62.090,
1999-04,62.234,
1999-05,61.854,
1999-06,62.538,
1999-07,63.906,
1999-08,65.900,
1999-09,65.646,
1999-10,68.682,
1999-11,68.575,
1999-12,69.199,
2000-01,67.122,
2000-02,64.630,
2000-03,63.938,
2000-04,64.915,
2000-05,62.076,
2000-06,61.458,
2000-07,65.173,
2000-08,62.137,
2000-09,65.058,
2000-10,64.712,
2000-11,64.599,
2000-12,66.343,
2001-01,66.590,
2001-02,66.669,
2001-03,67.317,
2001-04,67.122,
2001-05,64.728,
2001-06,65.765,
2001-07,65.733,
2001-08,66.315,
2001-09,64.276,
2001-10,63.445,
2001-11,61.991,
2001-12,58.456,
2002-01,58.006,
2002-02,61.005,
2002-03,62.627,
2002-04,64.016,
2002-05,65.029,
2002-06,59.460,
2002-07,57.103,
2002-08,56.800,
2002-09,58.570,
2002-10,56.787,
2002-11,58.041,
2002-12,59.904,
2003-01,60.233,
2003-02,60.276,
2003-03,62.553,
2003-04,62.330,
2003-05,65.791,
2003-06,64.854,
2003-07,63.633,
2003-08,60.760,
2003-09,65.346,
2003-10,63.026,
2003-11,66.190,
2003-12,67.919,
2004-01,62.400,
2004-02,62.397,
2004-03,61.801,
2004-04,62.002,
2004-05,61.388,
2004-06,62.048,
2004-07,59.552,
2004-08,59.782,
2004-09,63.368,
2004-10,69.204,
2004-11,69.985,
2004-12,78.763,
2005-01,68.225,
2005-02,68.221,
2005-03,65.799,
2005-04,64.011,
2005-05,59.905,
2005-06,58.943,
2005-07,56.927,
2005-08,59.209,
2005-09,59.157,
2005-10,58.995,
2005-11,55.970,
2005-12,57.532,
2006-01,53.198,
2006-02,49.405,
2006-03,55.957,
2006-04,59.871,
2006-05,59.820,
2006-06,58.676,
2006-07,56.283,
2006-08,55.950,
2006-09,57.301,
2006-10,55.924,
2006-11,59.433,
2006-12,62.388,
2007-01,55.588,
2007-02,57.098,
2007-03,57.637,
2007-04,58.196,
2007-05,57.374,
2007-06,58.632,
2007-07,56.072,
2007-08,58.974,
2007-09,64.928,
2007-10,63.834,
2007-11,69.218,
2007-12,70.864,
2008-01,92.125,
2008-02,92.064,
2008-03,96.688,
2008-04,96.678,
2008-05,95.252,
2008-06,98.324,
2008-07,93.537,
2008-08,89.303,
2008-09,89.925,
2008-10,76.720,
2008-11,79.868,
2008-12,96.623,
2009-01,78.311,
2009-02,77.501,
2009-03,87.530,
2009-04,83.416,
2009-05,86.929,
2009-06,85.584,
2009-07,84.891,
2009-08,99.921,
2009-09,102.795,
2009-10,100.498,
2009-11,102.063,
2009-12,101.781,
2010-01,88.796,
2010-02,88.034,
2010-03,87.776,
2010-04,87.321,
2010-05,82.789,
2010-06,95.654,
2010-07,89.081,
2010-08,92.474,
2010-09,91.005,
2010-10,89.902,
2010-11,92.064,
2010-12,71.867,
2011-01,67.557,
2011-02,68.467,
2011-03,66.024,
2011-04,74.243,
2011-05,66.900,
2011-06,67.589,
2011-07,64.693,
2011-08,66.393,
2011-09,67.995,
2011-10,70.720,
2011-11,69.497,
2011-12,94.695,
2012-01,92.298,
2012-02,89.797,
2012-03,89.448,
2012-04,90.223,
2012-05,91.575,
2012-06,91.962,
2012-07,91.723,
2012-08,91.507,
2012-09,91.191,
2012-10,90.771,
2012-11,91.568,
2012-12,91.264,
2013-01,98.055,
2013-02,90.113,
2013-03,90.528,
2013-04,87.674,
2013-05,87.462,
2013-06,85.578,
2013-07,83.663,
2013-08,83.351,
2013-09,84.558,
2013-10,86.262,
2013-11,88.399,
2013-12,94.742,
2014-01,87.194,
2014-02,69.019,
2014-03,67.305,
2014-04,66.972,
2014-05,63.273,
2014-06,62.239,
2014-07,59.674,
2014-08,60.396,
2014-09,61.478,
2014-10,62.141,
2014-11,62.693,
2014-12,64.894,Provisional value
"","General: Balance sheet item ""Other liabilities"" as well as other securitised liabilities, other fiduciary liabilities, value adjustments, provisions and special reserves. Owing to the treatment of statistical breaks and revisions in the time series, see the section headed ""Data interpretation"" in the ""General notes"". Owing to the Act Modernising AccountingLaw (Gesetz zur Modernisierung des Bilanzrechts) of 25 May 2009, derivative financial instruments in the trading portfolio (trading portfolio derivatives) within the meaning of section 340e (3) sentence 1 of the German Commercial Code (HGB) read in conjunction with section 35 (1) No 1a of the Credit Institution Accounting Regulation (RechKredV) are classified under ""Other assets and liabilities"" as of december 2010 reporting date.",
