"",BBK01.QU7745,BBK01.QU7745_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:45:08,
2010-12,0.039,
2011-01,0.031,
2011-02,0.062,
2011-03,0.092,
2011-04,0.062,
2011-05,0.032,
2011-06,0.046,
2011-07,0.062,
2011-08,0.081,
2011-09,0.061,
2011-10,0.079,
2011-11,0.073,
2011-12,0.032,
2012-01,0.066,
2012-02,0.069,
2012-03,0.064,
2012-04,0.084,
2012-05,0.083,
2012-06,0.063,
2012-07,0.083,
2012-08,0.003,
2012-09,0.003,
2012-10,0.003,
2012-11,0.003,
2012-12,0.004,
2013-01,0.005,
2013-02,0.005,
2013-03,0.005,
2013-04,0.004,
2013-05,0.004,
2013-06,0.019,
2013-07,0.019,
2013-08,0.019,
2013-09,0.020,
2013-10,0.020,
2013-11,0.020,
2013-12,.,No value available
2014-01,.,No value available
2014-02,.,No value available
2014-03,.,No value available
2014-04,.,No value available
2014-05,.,No value available
2014-06,.,No value available
2014-07,.,No value available
2014-08,.,No value available
2014-09,.,No value available
2014-10,.,No value available
2014-11,.,No value available
